# source	meet_id	div_id	n	c_pct	iqr_pct	z	fan	fan_ratio	already
tfrrs	25930	1	41	-17.27	2.44	-6.8	-	0.52	
anet	140904	589870	26	+21.54	4.28	+6.8	-	0.92	
tfrrs	18653	0	120	-17.25	4.43	-6.8	-	0.95	
anet	149488	621569	30	-18.40	6.75	-6.8	-	1.45	
anet	111531	443150	24	+23.02	6.86	+6.8	-	1.47	
anet	169773	701739	82	+20.80	4.10	+6.8	-	0.88	
anet	83103	326488	29	+22.17	6.17	+6.8	-	1.32	
anet	178870	731414	58	+21.90	7.96	+6.8	-	1.71	
anet	152531	633223	12	+26.12	7.58	+6.7	-	1.62	
anet	90657	357789	40	+20.71	2.82	+6.7	-	0.60	
anet	64191	276872	41	+22.32	7.84	+6.7	-	1.68	
tfrrs	6109	0	35	+20.63	2.28	+6.7	-	0.49	
anet	14858	66874	17	-17.64	3.71	-6.7	-	0.80	
anet	95994	382379	59	+21.38	6.85	+6.7	-	1.47	
anet	136931	564049	13	+22.56	4.81	+6.7	-	1.03	
anet	226483	904087	52	+21.96	8.20	+6.7	-	1.76	OVERRIDE
anet	63692	274541	14	+21.96	4.26	+6.7	-	0.91	
anet	177279	726271	16	+30.13	11.93	+6.7	FAN	2.56	
tfrrs	4678	0	29	+21.75	5.77	+6.7	-	1.24	
tfrrs	20004	1	49	-18.63	10.17	-6.7	FAN	2.18	
anet	51899	221012	66	+21.28	7.28	+6.7	-	1.56	
anet	179432	733770	22	+23.30	7.40	+6.7	-	1.58	
anet	201752	811228	30	+22.12	6.70	+6.7	-	1.44	OVERRIDE
anet	52608	223978	17	-18.99	6.73	-6.7	-	1.44	
anet	14124	64025	12	-20.24	7.26	-6.7	-	1.56	
anet	265749	1062510	41	-19.92	12.72	-6.7	FAN	2.73	
tfrrs	11987	3	80	-17.37	7.19	-6.7	-	1.54	
tfrrs	13575	5	153	-17.17	7.97	-6.7	-	1.71	
anet	185676	754905	37	+21.78	6.93	+6.7	-	1.48	
tfrrs	8954	0	79	+20.32	3.37	+6.6	-	0.72	
anet	257916	1025139	23	+20.84	3.59	+6.6	-	0.77	
tfrrs	15725	0	45	-16.99	3.46	-6.6	-	0.74	
anet	235048	940270	28	+22.61	7.58	+6.6	-	1.62	
anet	12585	57514	25	+20.39	2.35	+6.6	-	0.50	OVERRIDE
anet	239277	955786	44	+20.90	5.28	+6.6	-	1.13	
anet	153316	637569	20	+21.21	4.22	+6.6	-	0.90	
anet	55419	236470	25	-19.08	8.54	-6.6	FAN	1.83	
anet	231342	929238	13	-25.08	12.99	-6.6	FAN	2.78	
anet	51899	237859	75	+20.52	5.32	+6.6	-	1.14	
anet	36674	158454	22	+21.35	4.87	+6.6	-	1.04	
anet	248821	996039	23	+27.35	12.27	+6.6	FAN	2.63	
tfrrs	9389	5	34	-21.47	14.91	-6.6	FAN	3.19	
anet	196735	797814	38	+20.79	4.96	+6.6	-	1.06	
anet	27064	117857	16	+32.94	14.17	+6.6	FAN	3.03	
anet	51899	237860	33	+21.61	6.67	+6.6	-	1.43	
anet	209158	849693	82	+20.17	3.68	+6.6	-	0.79	
anet	200624	805100	21	-19.50	8.75	-6.6	FAN	1.87	
anet	40426	173496	32	-17.70	6.49	-6.6	-	1.39	
anet	96695	385262	15	+21.49	4.42	+6.6	-	0.95	
anet	191976	775274	16	+26.53	9.76	+6.6	FAN	2.09	
anet	266686	1059186	29	+20.95	5.08	+6.6	-	1.09	
tfrrs	19358	2	160	-17.47	13.26	-6.5	FAN	2.84	
anet	233991	935164	66	+21.07	8.28	+6.5	-	1.77	
anet	51318	218641	12	+22.25	4.97	+6.5	-	1.07	
anet	236656	946419	24	-17.75	5.95	-6.5	-	1.28	
anet	136646	576524	27	+21.36	5.93	+6.5	-	1.27	
anet	26855	116912	56	+20.05	3.43	+6.5	-	0.73	
anet	113551	451155	22	-21.92	12.94	-6.5	FAN	2.77	
anet	138287	571695	19	-21.43	11.37	-6.5	FAN	2.44	
anet	30052	130625	12	+24.87	7.32	+6.5	-	1.57	
anet	243713	970985	25	+22.96	8.27	+6.5	-	1.77	
tfrrs	9745	2	15	-19.72	7.96	-6.5	-	1.70	
tfrrs	26381	0	38	-21.33	15.96	-6.5	FAN	3.42	
anet	109424	433026	28	+21.05	5.59	+6.5	-	1.20	
anet	46401	198236	23	+20.92	4.82	+6.5	-	1.03	
anet	139632	579793	20	+22.62	7.05	+6.5	-	1.51	
anet	233991	935165	53	+22.55	11.36	+6.5	FAN	2.43	
anet	114655	478478	38	+21.47	7.54	+6.5	-	1.61	
anet	211388	844821	40	+22.48	9.77	+6.5	FAN	2.09	OVERRIDE
anet	139330	578055	65	+20.49	6.68	+6.5	-	1.43	
anet	126375	510830	79	+20.10	5.42	+6.5	-	1.16	
anet	200624	805101	38	-17.52	7.10	-6.5	-	1.52	
anet	235048	940265	25	+21.35	6.01	+6.5	-	1.29	
tfrrs	19361	1	160	-17.13	11.84	-6.5	FAN	2.54	
tfrrs	19358	1	61	-17.17	7.52	-6.5	-	1.61	
anet	133921	546624	29	+20.53	4.69	+6.5	-	1.01	
anet	106645	436150	30	-20.43	12.80	-6.5	FAN	2.74	
anet	47156	201331	24	-17.42	5.47	-6.5	-	1.17	
anet	81238	321922	88	+20.11	6.17	+6.5	-	1.32	
anet	100797	396537	44	+21.04	7.31	+6.5	-	1.57	
anet	121319	487611	35	-17.49	6.96	-6.5	-	1.49	
anet	178870	731415	37	+19.97	3.73	+6.5	-	0.80	
anet	191492	773683	80	-16.78	6.59	-6.5	-	1.41	
anet	108733	429940	40	-17.13	6.22	-6.5	-	1.33	
anet	105178	414052	13	+19.73	1.62	+6.4	-	0.35	
tfrrs	25565	0	33	-18.11	8.62	-6.4	FAN	1.85	
anet	259838	1031732	27	+22.39	8.25	+6.4	-	1.77	
anet	151966	630425	44	-19.82	14.39	-6.4	FAN	3.08	
anet	30052	130623	29	+22.17	8.23	+6.4	-	1.76	
anet	15652	70187	14	-17.31	4.21	-6.4	-	0.90	
anet	41258	177260	22	+20.80	5.06	+6.4	-	1.08	OVERRIDE
anet	265034	1052238	18	+22.46	6.91	+6.4	-	1.48	
anet	72878	296955	22	+22.95	8.28	+6.4	-	1.77	
anet	84016	330203	12	+26.04	8.57	+6.4	FAN	1.84	
anet	57808	273703	14	-19.51	7.81	-6.4	-	1.67	
anet	211388	844819	18	+21.73	6.05	+6.4	-	1.30	
anet	70510	291989	16	+23.57	7.73	+6.4	-	1.66	
anet	213682	852597	15	+24.39	8.24	+6.4	-	1.77	
anet	239276	955783	16	+21.77	5.77	+6.4	-	1.24	
anet	199237	798369	54	-18.54	12.71	-6.4	FAN	2.72	
anet	164668	679563	29	+20.76	5.94	+6.4	-	1.27	
anet	240652	961260	113	-18.33	17.52	-6.4	FAN	3.75	
anet	236373	945198	17	+20.01	3.13	+6.4	-	0.67	
anet	243999	971858	57	-17.54	9.83	-6.4	FAN	2.11	OVERRIDE
tfrrs	16262	1	39	-16.61	4.58	-6.4	-	0.98	
anet	121374	487836	37	+21.42	8.30	+6.4	-	1.78	
anet	262590	1042030	15	+21.33	5.17	+6.4	-	1.11	
anet	47788	203941	43	+19.82	4.52	+6.4	-	0.97	
anet	83518	337625	66	+19.77	5.49	+6.4	-	1.18	
anet	227649	908147	121	-16.66	8.88	-6.4	FAN	1.90	
anet	231084	921993	24	-16.34	2.56	-6.4	-	0.55	
anet	56845	243210	26	+19.88	3.83	+6.4	-	0.82	
anet	159948	664284	68	+19.76	5.71	+6.4	-	1.22	
anet	93583	370027	16	+26.67	10.62	+6.4	FAN	2.28	
anet	60609	259698	13	+19.95	2.89	+6.4	-	0.62	
anet	191492	773685	111	-16.25	4.52	-6.4	-	0.97	
anet	208870	862022	37	+22.07	9.70	+6.3	FAN	2.08	OVERRIDE
anet	36674	158456	15	+19.90	3.12	+6.3	-	0.67	
anet	265316	1053299	43	+20.42	6.90	+6.3	-	1.48	
anet	115269	460102	75	-16.35	5.22	-6.3	-	1.12	
anet	149491	621572	19	-17.32	5.50	-6.3	-	1.18	
anet	268322	1066672	62	+20.80	9.55	+6.3	FAN	2.05	
anet	222227	889202	65	-16.55	6.39	-6.3	-	1.37	
anet	176241	721565	66	+20.74	9.70	+6.3	FAN	2.08	
anet	72839	296764	56	-17.39	9.81	-6.3	FAN	2.10	
anet	51187	218108	32	+22.04	9.17	+6.3	FAN	1.96	
anet	15982	78889	12	+20.77	4.21	+6.3	-	0.90	
anet	38575	165906	49	-21.00	18.78	-6.3	FAN	4.02	
anet	214318	857685	15	+19.58	2.65	+6.3	-	0.57	
tfrrs	15941	1	46	-16.18	3.34	-6.3	-	0.72	
tfrrs	8276	2	71	-16.23	4.60	-6.3	-	0.98	
tfrrs	12952	1	31	-20.30	13.71	-6.3	FAN	2.94	
anet	225391	900352	47	+20.32	7.30	+6.3	-	1.56	OVERRIDE
anet	136659	578104	14	+23.51	7.58	+6.3	-	1.62	
anet	226880	918050	21	+20.21	4.68	+6.3	-	1.00	
tfrrs	12806	0	18	+22.00	6.93	+6.3	-	1.48	
anet	231080	921972	76	-16.40	6.39	-6.3	-	1.37	
anet	139659	580025	20	+19.30	2.32	+6.3	-	0.50	
tfrrs	8276	5	81	-16.28	5.67	-6.3	-	1.21	
anet	144964	613581	119	+19.30	5.74	+6.3	-	1.23	
anet	121041	504549	13	+30.34	12.23	+6.3	FAN	2.62	
anet	197511	792081	12	+21.98	5.67	+6.3	-	1.22	
tfrrs	8276	3	62	-16.25	4.87	-6.3	-	1.04	
anet	26672	116245	32	+19.47	3.82	+6.3	-	0.82	
anet	156436	652108	147	-16.13	6.31	-6.3	-	1.35	
anet	201752	811227	60	+20.18	8.14	+6.3	-	1.74	OVERRIDE
anet	148545	646639	20	+20.57	5.43	+6.3	-	1.16	
anet	259235	1029220	100	+19.11	4.73	+6.3	-	1.01	
anet	217747	870817	53	+20.03	7.40	+6.2	-	1.59	
anet	233421	932418	53	+21.90	12.08	+6.2	FAN	2.59	
anet	153044	636035	31	+20.10	5.87	+6.2	-	1.26	
anet	204371	819878	23	+19.72	4.25	+6.2	-	0.91	
anet	134499	550054	32	-16.71	5.90	-6.2	-	1.26	
anet	179427	733744	17	-21.88	12.47	-6.2	FAN	2.67	
anet	70581	292413	35	-20.76	15.84	-6.2	FAN	3.39	
anet	149753	621607	46	-16.38	5.68	-6.2	-	1.22	
tfrrs	11851	1	17	-16.90	4.83	-6.2	-	1.03	
anet	145872	611275	12	+22.20	6.12	+6.2	-	1.31	
anet	148800	619004	84	+19.58	7.73	+6.2	-	1.66	
tfrrs	10053	3	33	-16.11	3.53	-6.2	-	0.76	
anet	175504	719491	22	-16.25	3.51	-6.2	-	0.75	
anet	46119	196979	14	+24.14	8.42	+6.2	FAN	1.80	
anet	156435	652105	169	-15.94	5.76	-6.2	-	1.23	
tfrrs	20166	1	54	-16.39	6.38	-6.2	-	1.37	
anet	186311	756858	12	+20.78	4.68	+6.2	-	1.00	
anet	237455	949387	42	+19.56	5.59	+6.2	-	1.20	
anet	52110	221851	17	+23.00	8.23	+6.2	-	1.76	
anet	110550	437738	90	-15.90	4.06	-6.2	-	0.87	
anet	139632	579794	12	+20.60	4.51	+6.2	-	0.97	
anet	94570	374266	36	+22.57	11.36	+6.2	FAN	2.43	
anet	138970	575708	21	+19.86	4.68	+6.2	-	1.00	
tfrrs	22286	1	37	-17.26	8.51	-6.2	FAN	1.82	
anet	228015	909424	50	-17.83	11.73	-6.2	FAN	2.51	
anet	111740	442778	23	+19.20	3.30	+6.2	-	0.71	
anet	51899	221014	42	+20.15	7.46	+6.2	-	1.60	
anet	198004	794046	58	-16.22	5.99	-6.2	-	1.28	
anet	241106	962610	146	-16.01	7.23	-6.2	-	1.55	
anet	133992	595171	22	+20.51	6.03	+6.2	-	1.29	
anet	197887	809007	13	+19.20	2.51	+6.2	-	0.54	
anet	176241	721564	53	+20.57	9.54	+6.2	FAN	2.04	
tfrrs	10053	1	66	-15.87	3.72	-6.2	-	0.80	
anet	96538	384591	13	-16.46	3.52	-6.2	-	0.75	
anet	183498	748237	25	-16.27	4.22	-6.2	-	0.90	
anet	270218	1075987	15	-18.04	6.83	-6.2	-	1.46	
tfrrs	25930	11	24	-16.56	5.12	-6.2	-	1.10	
anet	194295	782272	107	-17.48	15.83	-6.2	FAN	3.39	
anet	55710	237985	145	-15.75	3.93	-6.2	-	0.84	
anet	146401	612860	111	+19.20	7.81	+6.2	-	1.67	
anet	164668	679564	28	+19.39	4.47	+6.2	-	0.96	
anet	209158	849696	36	+19.38	5.09	+6.2	-	1.09	
anet	23834	104541	23	-16.22	4.03	-6.2	-	0.86	
anet	182298	744293	13	+21.31	5.72	+6.2	-	1.23	
tfrrs	19392	1	72	-17.16	11.88	-6.2	FAN	2.54	
tfrrs	12952	0	38	-19.67	14.75	-6.2	FAN	3.16	
anet	132484	591282	80	+18.69	3.44	+6.2	-	0.74	
anet	96703	385297	80	-15.93	5.44	-6.2	-	1.16	
tfrrs	11494	1	14	+19.81	4.02	+6.1	-	0.86	
anet	190888	797062	149	-16.36	11.88	-6.1	FAN	2.55	
anet	14858	66876	13	-17.40	5.53	-6.1	-	1.18	
anet	151275	627152	54	-19.00	15.96	-6.1	FAN	3.42	
tfrrs	21950	1	40	-16.08	4.85	-6.1	-	1.04	
tfrrs	22057	1	40	-16.08	4.85	-6.1	-	1.04	
anet	226880	918052	13	+21.54	6.04	+6.1	-	1.29	
anet	118224	492693	45	+19.46	6.27	+6.1	-	1.34	
tfrrs	12359	2	221	-15.70	5.53	-6.1	-	1.18	
anet	57463	278875	28	-16.24	4.76	-6.1	-	1.02	
anet	32703	141888	13	+21.23	5.74	+6.1	-	1.23	
tfrrs	19944	4	137	-15.84	6.72	-6.1	-	1.44	
anet	139340	578114	80	-15.81	4.83	-6.1	-	1.04	
anet	65217	281612	105	+18.65	4.36	+6.1	-	0.93	
anet	213289	850698	13	+20.08	4.36	+6.1	-	0.93	
anet	63692	274540	18	+22.53	8.29	+6.1	-	1.78	
anet	222154	888959	17	+24.96	10.40	+6.1	FAN	2.23	
anet	259399	1029967	71	+19.07	6.25	+6.1	-	1.34	OVERRIDE
tfrrs	12359	4	60	-15.70	3.16	-6.1	-	0.68	
tfrrs	25930	0	153	-15.73	5.71	-6.1	-	1.22	
anet	213289	850696	20	+21.65	7.71	+6.1	-	1.65	
anet	210959	863943	17	+18.65	1.86	+6.1	-	0.40	
anet	256836	1020818	33	+21.10	8.99	+6.1	FAN	1.93	
anet	65217	281609	137	+18.51	3.47	+6.1	-	0.74	
tfrrs	26020	0	36	-16.14	5.19	-6.1	-	1.11	
tfrrs	11903	0	39	-16.72	7.65	-6.1	-	1.64	
tfrrs	24536	3	38	-15.91	4.18	-6.1	-	0.90	
anet	205726	825018	32	-16.34	5.75	-6.1	-	1.23	
anet	137941	569703	45	-18.07	12.42	-6.1	FAN	2.66	
anet	223844	894915	49	-16.42	7.50	-6.1	-	1.61	
anet	95281	383948	96	-15.82	6.07	-6.1	-	1.30	
anet	261515	1038162	44	+19.53	6.80	+6.1	-	1.46	
anet	262746	1042468	29	-16.23	5.13	-6.1	-	1.10	
anet	75587	303424	60	+19.54	7.99	+6.1	-	1.71	
tfrrs	3724	7	98	-15.68	4.70	-6.1	-	1.01	
anet	90877	358411	41	+21.37	10.73	+6.1	FAN	2.30	
tfrrs	14668	7	68	-15.71	4.26	-6.1	-	0.91	
anet	107285	432664	51	-18.62	14.86	-6.1	FAN	3.18	
anet	241128	962699	72	+18.80	5.48	+6.1	-	1.17	
anet	158474	673738	37	+25.61	16.38	+6.1	FAN	3.51	OVERRIDE
anet	132484	591284	54	+18.73	4.40	+6.1	-	0.94	
anet	13545	61593	28	+18.66	2.97	+6.1	-	0.64	
anet	264841	1051048	19	+19.45	4.43	+6.1	-	0.95	
anet	132329	539546	84	+18.52	4.07	+6.1	-	0.87	
anet	193908	781091	24	-16.44	5.47	-6.1	-	1.17	
anet	228564	911431	20	+21.48	7.70	+6.1	-	1.65	
anet	227917	911379	20	-16.45	5.01	-6.1	-	1.07	
anet	175415	720513	18	+19.05	3.54	+6.1	-	0.76	
anet	15707	72559	36	-17.31	9.39	-6.1	FAN	2.01	
anet	95263	378167	16	-22.14	13.04	-6.1	FAN	2.79	
tfrrs	10053	4	44	-15.63	3.26	-6.1	-	0.70	
anet	209108	837508	35	-16.31	6.26	-6.1	-	1.34	
anet	51685	220078	17	+23.98	9.75	+6.1	FAN	2.09	
anet	92506	395636	26	-23.86	19.26	-6.1	FAN	4.13	
tfrrs	9342	4	39	-15.60	2.92	-6.1	-	0.63	
anet	60448	262533	71	-16.17	8.23	-6.1	-	1.76	
tfrrs	12952	12	49	-15.83	5.19	-6.1	-	1.11	
anet	214748	864530	38	-18.41	12.59	-6.1	FAN	2.70	
tfrrs	13855	4	18	-18.87	9.39	-6.1	FAN	2.01	
anet	129800	527900	30	+21.10	9.02	+6.1	FAN	1.93	
anet	144964	613580	132	+18.79	8.45	+6.0	FAN	1.81	
anet	222648	890789	36	+20.26	8.27	+6.0	-	1.77	
anet	106511	420495	22	-16.36	5.25	-6.0	-	1.12	
tfrrs	4666	4	15	-19.36	9.26	-6.0	FAN	1.98	
tfrrs	21877	3	80	-15.65	5.22	-6.0	-	1.12	
anet	168088	695332	26	+20.59	7.65	+6.0	-	1.64	
anet	241106	962611	117	-15.74	7.40	-6.0	-	1.59	
tfrrs	11903	3	61	-16.04	7.26	-6.0	-	1.56	
anet	64058	296568	96	-15.84	7.62	-6.0	-	1.63	
anet	241614	964131	59	-16.23	8.10	-6.0	-	1.74	
anet	96703	385295	124	-15.63	6.59	-6.0	-	1.41	
anet	111781	442991	21	-16.22	4.87	-6.0	-	1.04	
tfrrs	12952	3	149	-15.51	5.69	-6.0	-	1.22	
anet	5028	24182	16	-17.13	6.21	-6.0	-	1.33	
tfrrs	20013	1	42	-16.72	8.80	-6.0	FAN	1.89	
tfrrs	6550	4	26	-15.89	4.39	-6.0	-	0.94	
anet	56845	243205	87	+18.64	6.64	+6.0	-	1.42	
anet	40046	171763	40	-16.27	7.04	-6.0	-	1.51	
anet	212551	848348	14	-19.01	8.62	-6.0	FAN	1.85	
anet	251238	1000515	113	+18.65	7.72	+6.0	-	1.65	
tfrrs	21763	0	46	-18.16	13.50	-6.0	FAN	2.89	
anet	208672	862284	177	-15.95	12.14	-6.0	FAN	2.60	
tfrrs	25871	1	37	-16.45	7.44	-6.0	-	1.59	
tfrrs	13575	3	152	-15.52	6.54	-6.0	-	1.40	
anet	191976	775275	20	+20.31	6.47	+6.0	-	1.39	
tfrrs	19358	0	104	-15.68	7.13	-6.0	-	1.53	
anet	118775	476741	82	-15.67	6.36	-6.0	-	1.36	
anet	240451	960613	32	+19.46	6.45	+6.0	-	1.38	
anet	167886	694532	43	-15.52	3.62	-6.0	-	0.77	
tfrrs	26020	1	24	-15.95	4.53	-6.0	-	0.97	
tfrrs	12359	5	57	-15.45	3.55	-6.0	-	0.76	
anet	265655	1054869	80	+18.25	4.18	+6.0	-	0.90	
anet	48417	206484	88	-15.62	6.53	-6.0	-	1.40	
anet	146017	611656	117	+18.72	8.90	+6.0	FAN	1.91	
anet	209403	863995	69	-15.63	5.92	-6.0	-	1.27	
anet	199424	799414	107	-15.70	7.98	-6.0	-	1.71	
tfrrs	9342	6	36	-15.53	3.72	-6.0	-	0.80	
tfrrs	22017	2	28	-16.98	8.10	-6.0	-	1.74	
anet	56854	249217	21	-15.65	3.41	-6.0	-	0.73	
tfrrs	14145	0	70	-15.39	4.00	-6.0	-	0.86	
anet	265747	1062515	18	+20.15	6.11	+6.0	-	1.31	
tfrrs	24162	2	69	-15.89	7.76	-6.0	-	1.66	
tfrrs	13799	5	262	-15.94	15.87	-6.0	FAN	3.40	
anet	110550	437739	115	-15.28	3.59	-6.0	-	0.77	
anet	191976	775273	14	+18.63	3.04	+6.0	-	0.65	
tfrrs	14035	0	134	-15.30	4.41	-6.0	-	0.94	
tfrrs	11851	3	57	-15.35	3.41	-6.0	-	0.73	
anet	120679	484871	38	-15.88	5.84	-6.0	-	1.25	
anet	40703	174593	12	-19.38	8.60	-6.0	FAN	1.84	
anet	107285	432663	46	-15.96	6.80	-6.0	-	1.46	
anet	58431	250144	88	-15.45	5.42	-6.0	-	1.16	
anet	208672	862285	181	-15.53	8.94	-6.0	FAN	1.91	
anet	23091	121920	21	+22.38	9.59	+6.0	FAN	2.06	
anet	55406	236394	40	+18.76	5.65	+6.0	-	1.21	
tfrrs	19569	3	215	-15.55	10.20	-6.0	FAN	2.19	
anet	118224	474248	30	+18.82	5.09	+6.0	-	1.09	
anet	48088	205152	17	-16.15	4.67	-6.0	-	1.00	
tfrrs	23949	6	58	-15.32	3.42	-6.0	-	0.73	
anet	231084	921987	13	-17.09	5.83	-5.9	-	1.25	
tfrrs	6551	0	32	-15.73	4.86	-5.9	-	1.04	
anet	55419	236471	35	-16.38	7.54	-5.9	-	1.62	
anet	271436	1081194	18	+21.19	7.62	+5.9	-	1.63	
anet	259838	1031730	25	+18.88	4.91	+5.9	-	1.05	
anet	22566	125105	47	+18.75	6.30	+5.9	-	1.35	
tfrrs	25581	1	68	-16.93	12.81	-5.9	FAN	2.74	
tfrrs	19828	3	121	-15.46	7.13	-5.9	-	1.53	
tfrrs	19361	0	135	-15.38	6.54	-5.9	-	1.40	
tfrrs	9342	2	51	-15.26	2.90	-5.9	-	0.62	
anet	149599	632915	23	-19.34	11.97	-5.9	FAN	2.56	
anet	147016	614587	23	+21.10	8.53	+5.9	FAN	1.83	
tfrrs	3724	3	70	-15.73	7.42	-5.9	-	1.59	
anet	208870	862021	26	+19.72	6.85	+5.9	-	1.47	
tfrrs	24080	0	50	-16.08	7.97	-5.9	-	1.71	
anet	196637	811046	29	+18.69	4.92	+5.9	-	1.05	
anet	108875	430571	88	-16.47	12.65	-5.9	FAN	2.71	
anet	12110	55394	23	-19.31	11.98	-5.9	FAN	2.57	
anet	95281	383940	72	-15.34	4.78	-5.9	-	1.02	
anet	162150	692756	44	+19.33	8.00	+5.9	-	1.71	
anet	161646	668985	16	-17.95	8.03	-5.9	-	1.72	
tfrrs	4020	2	59	-15.27	3.86	-5.9	-	0.83	
anet	14885	66983	13	-15.59	2.94	-5.9	-	0.63	
anet	124205	499441	36	-16.08	6.87	-5.9	-	1.47	
anet	200636	826748	21	+26.96	14.38	+5.9	FAN	3.08	
tfrrs	11987	0	63	-16.67	11.60	-5.9	FAN	2.49	
anet	136106	559050	45	+18.25	4.60	+5.9	-	0.98	
tfrrs	6551	4	42	-15.24	3.03	-5.9	-	0.65	
anet	124350	500116	30	+23.14	12.75	+5.9	FAN	2.73	OVERRIDE
anet	229623	926884	13	+18.54	3.11	+5.9	-	0.67	
anet	242734	967517	85	+18.57	8.12	+5.9	-	1.74	
tfrrs	9342	3	42	-15.21	2.85	-5.9	-	0.61	
anet	16759	74771	24	+19.18	5.71	+5.9	-	1.22	
anet	86626	343908	79	-15.71	8.15	-5.9	-	1.75	
anet	248330	986015	51	+18.17	4.59	+5.9	-	0.98	
tfrrs	19398	0	172	-15.38	8.45	-5.9	FAN	1.81	
anet	45144	193012	27	+18.53	4.51	+5.9	-	0.97	
anet	96703	385302	80	-15.36	5.70	-5.9	-	1.22	
tfrrs	14668	8	98	-15.19	4.20	-5.9	-	0.90	
anet	79616	330025	44	-15.21	3.08	-5.9	-	0.66	
tfrrs	11208	0	100	-15.17	4.02	-5.9	-	0.86	
tfrrs	21614	1	98	-15.43	6.97	-5.9	-	1.49	
anet	38203	164460	70	+17.87	3.29	+5.9	-	0.70	
anet	123319	495766	53	-16.44	9.97	-5.9	FAN	2.14	
tfrrs	13159	8	43	-15.15	2.58	-5.9	-	0.55	
tfrrs	13159	9	43	-15.15	2.58	-5.9	-	0.55	
anet	177751	743368	44	+19.00	7.34	+5.9	-	1.57	
anet	44460	191011	30	+18.40	4.47	+5.9	-	0.96	
anet	115865	463057	114	-15.27	6.07	-5.9	-	1.30	
anet	240358	960233	59	-15.41	5.42	-5.9	-	1.16	
anet	16759	74770	22	+19.79	6.65	+5.9	-	1.43	
anet	264841	1051047	55	+18.24	5.36	+5.9	-	1.15	
anet	55406	236393	33	+18.07	3.54	+5.9	-	0.76	
anet	58431	250142	164	-15.19	6.09	-5.9	-	1.30	
anet	183898	749433	19	+25.29	12.33	+5.9	FAN	2.64	
anet	262590	1042031	15	+20.90	6.87	+5.9	-	1.47	
tfrrs	23949	8	12	-15.18	1.66	-5.9	-	0.36	
anet	29075	126562	64	+17.89	3.76	+5.9	-	0.80	
anet	21340	94758	20	-20.55	13.19	-5.9	FAN	2.83	
anet	84503	332347	144	-15.16	5.39	-5.9	-	1.15	
tfrrs	22077	1	15	-17.59	7.37	-5.9	-	1.58	
anet	197887	809013	38	+17.91	3.07	+5.9	-	0.66	
anet	254490	1026113	13	+19.23	4.41	+5.9	-	0.94	
anet	201319	809858	19	+21.13	8.04	+5.9	-	1.72	
anet	29988	130353	18	-16.55	6.13	-5.9	-	1.31	
anet	115265	460086	55	-15.29	4.64	-5.9	-	0.99	
anet	20840	92930	127	+19.43	14.67	+5.9	FAN	3.14	
tfrrs	4085	0	53	-15.76	7.29	-5.9	-	1.56	
anet	37362	161168	23	+19.57	6.52	+5.9	-	1.40	OVERRIDE
anet	111717	442683	37	-15.52	5.10	-5.9	-	1.09	
anet	209403	838557	48	-15.45	5.40	-5.9	-	1.16	
anet	100797	396538	52	+18.94	8.08	+5.9	-	1.73	
anet	135025	552830	132	-16.68	17.47	-5.9	FAN	3.74	
anet	244005	994886	21	+21.43	8.90	+5.9	FAN	1.91	
anet	74976	300413	52	+18.05	4.68	+5.9	-	1.00	
anet	218544	874253	18	+18.50	3.91	+5.9	-	0.84	
tfrrs	3724	5	75	-15.48	7.14	-5.9	-	1.53	
tfrrs	19717	1	16	-15.37	2.93	-5.9	-	0.63	
anet	204371	819877	30	+18.58	5.32	+5.9	-	1.14	
anet	237514	949531	18	+26.93	13.52	+5.9	FAN	2.90	
anet	156437	652109	125	-15.28	7.40	-5.9	-	1.59	
anet	44253	190373	47	-16.26	9.10	-5.9	FAN	1.95	
anet	40751	174882	95	+18.28	7.97	+5.9	-	1.71	OVERRIDE
anet	241128	962700	90	+17.89	5.33	+5.9	-	1.14	
anet	60511	259225	20	-16.29	6.05	-5.9	-	1.30	
tfrrs	21747	3	51	-15.26	4.73	-5.8	-	1.01	
anet	234151	936019	30	+20.18	8.75	+5.8	FAN	1.88	
tfrrs	9342	7	48	-15.04	2.81	-5.8	-	0.60	
anet	105765	416907	42	-17.29	11.78	-5.8	FAN	2.52	
tfrrs	9342	5	44	-15.22	4.16	-5.8	-	0.89	
anet	223865	895020	61	+18.04	5.39	+5.8	-	1.15	
anet	156436	652107	153	-15.19	7.43	-5.8	-	1.59	
anet	229876	924096	49	+18.68	7.28	+5.8	-	1.56	OVERRIDE
anet	132899	555881	52	+18.20	5.78	+5.8	-	1.24	
anet	264844	1051075	23	-16.08	6.02	-5.8	-	1.29	
anet	52912	225229	44	-16.00	8.01	-5.8	-	1.72	
tfrrs	6551	3	70	-15.05	3.70	-5.8	-	0.79	
anet	57169	244738	41	+19.90	9.75	+5.8	FAN	2.09	
anet	159753	697997	52	+17.76	3.55	+5.8	-	0.76	
anet	231870	924997	12	+19.24	4.47	+5.8	-	0.96	OVERRIDE
anet	268872	1069322	13	-15.75	3.84	-5.8	-	0.82	
anet	151275	627150	41	-16.39	9.13	-5.8	FAN	1.96	
anet	100962	397371	48	-15.80	7.65	-5.8	-	1.64	
anet	178837	731284	48	-15.76	7.48	-5.8	-	1.60	
anet	270096	1076889	17	+17.79	2.22	+5.8	-	0.48	
anet	22345	98620	25	-15.21	3.31	-5.8	-	0.71	
