# source	meet_id	div_id	n	c_pct	iqr_pct	z	fan	fan_ratio	already
anet	84367	331733	16	+15.92	6.62	+4.7	-	1.42	
anet	241614	964128	61	-12.55	6.66	-4.7	-	1.43	
anet	249526	991855	16	+14.38	3.50	+4.7	-	0.75	
anet	30114	130896	32	-12.93	6.58	-4.7	-	1.41	
anet	268947	1069564	28	+14.90	6.31	+4.7	-	1.35	
anet	132849	573651	28	-12.93	6.15	-4.7	-	1.32	
anet	95717	380155	14	+14.39	3.31	+4.7	-	0.71	
tfrrs	21328	4	79	-12.79	9.43	-4.7	FAN	2.02	
anet	16759	74769	29	+14.60	5.52	+4.7	-	1.18	
anet	117633	471673	90	-12.39	6.61	-4.7	-	1.42	
anet	204067	818567	18	+17.31	9.17	+4.7	FAN	1.96	
anet	97787	389727	19	-13.73	7.22	-4.7	-	1.55	
anet	269271	1071038	32	+15.31	7.91	+4.7	-	1.69	
tfrrs	20761	1	22	-12.50	3.83	-4.7	-	0.82	
anet	42073	181070	17	-12.84	4.56	-4.7	-	0.98	
anet	264036	1047825	83	-12.30	5.44	-4.7	-	1.17	
anet	243955	972352	26	+14.10	3.40	+4.7	-	0.73	
tfrrs	21457	3	37	-13.21	8.26	-4.7	-	1.77	
tfrrs	25531	2	49	-12.38	4.85	-4.7	-	1.04	
anet	224998	898931	69	-12.83	9.13	-4.7	FAN	1.96	
tfrrs	20905	6	71	-12.39	5.98	-4.7	-	1.28	
anet	268947	1069562	42	+15.37	9.25	+4.7	FAN	1.98	
tfrrs	20512	1	22	-12.74	4.85	-4.7	-	1.04	
anet	235491	941872	137	+14.21	8.99	+4.7	FAN	1.93	
tfrrs	24228	0	49	-12.41	5.16	-4.7	-	1.11	
anet	34426	149480	15	-13.09	4.97	-4.7	-	1.07	
anet	141217	589824	82	+14.02	5.41	+4.7	-	1.16	
anet	61163	262132	20	-19.28	17.54	-4.7	FAN	3.76	
anet	36126	156253	12	-12.84	3.85	-4.7	-	0.82	
anet	112377	445618	53	-12.68	7.18	-4.7	-	1.54	
anet	172794	733303	77	-13.26	12.26	-4.7	FAN	2.63	
anet	50675	215974	56	-13.95	13.34	-4.7	FAN	2.86	
anet	59958	256689	17	-12.88	4.71	-4.7	-	1.01	
anet	13232	60287	14	+15.26	5.19	+4.7	-	1.11	
anet	152499	633033	12	+15.81	5.63	+4.7	-	1.21	
tfrrs	24469	3	24	-12.99	6.01	-4.7	-	1.29	
anet	225916	902680	73	+14.23	6.80	+4.7	-	1.46	
tfrrs	14050	0	47	-12.15	2.65	-4.7	-	0.57	
anet	136723	574196	33	+16.14	10.10	+4.7	FAN	2.16	
anet	128299	521091	40	-12.14	2.32	-4.7	-	0.50	
anet	40325	173056	15	-14.11	7.23	-4.6	-	1.55	
anet	227576	907857	29	-14.46	10.97	-4.6	FAN	2.35	
anet	228509	915320	41	-12.99	7.84	-4.6	-	1.68	
tfrrs	19790	1	32	-12.50	4.77	-4.6	-	1.02	
anet	122869	493855	34	-14.60	12.26	-4.6	FAN	2.63	
anet	159643	663409	46	-12.89	7.85	-4.6	-	1.68	
anet	165898	685017	99	+14.98	12.49	+4.6	FAN	2.68	
anet	132515	540359	30	+14.09	3.73	+4.6	-	0.80	
anet	139622	579707	34	-12.59	5.40	-4.6	-	1.16	
anet	205987	825959	19	+15.20	5.94	+4.6	-	1.27	
anet	172966	712519	60	+14.07	5.19	+4.6	-	1.11	
anet	19818	88321	136	-12.15	4.81	-4.6	-	1.03	
anet	111651	450124	50	+14.96	8.84	+4.6	FAN	1.89	
anet	21601	96971	33	-12.63	5.56	-4.6	-	1.19	
anet	151967	630428	58	+14.13	5.55	+4.6	-	1.19	
tfrrs	8923	2	29	-14.36	10.75	-4.6	FAN	2.30	
anet	89632	353658	29	-12.40	4.05	-4.6	-	0.87	
anet	216011	862115	15	+15.77	6.28	+4.6	-	1.35	
anet	197367	790927	17	-14.81	9.10	-4.6	FAN	1.95	
anet	27624	120266	16	+16.20	7.17	+4.6	-	1.54	
anet	40329	173072	20	+14.39	4.15	+4.6	-	0.89	
anet	71724	295123	24	-13.15	6.58	-4.6	-	1.41	
tfrrs	21581	1	95	-13.23	13.62	-4.6	FAN	2.92	
anet	126957	514357	24	+14.02	3.12	+4.6	-	0.67	
anet	105883	450480	16	-15.30	9.69	-4.6	FAN	2.08	
anet	232858	930508	19	-13.30	6.27	-4.6	-	1.34	
anet	140587	585813	14	+15.12	5.00	+4.6	-	1.07	
tfrrs	23480	2	80	-12.17	4.17	-4.6	-	0.89	
anet	194295	782268	27	-13.73	8.75	-4.6	FAN	1.87	
tfrrs	21852	1	66	-12.54	7.27	-4.6	-	1.56	
anet	196897	789467	22	+14.55	4.86	+4.6	-	1.04	
tfrrs	16367	3	37	-12.41	4.71	-4.6	-	1.01	
tfrrs	9791	2	106	-12.28	6.41	-4.6	-	1.37	
anet	161261	685168	51	+13.97	4.29	+4.6	-	0.92	
tfrrs	11128	1	21	-12.39	3.47	-4.6	-	0.74	
anet	193820	786726	43	-13.33	9.59	-4.6	FAN	2.05	
anet	136853	563593	16	-18.82	15.12	-4.6	FAN	3.24	
anet	237381	950201	163	-12.30	8.37	-4.6	-	1.79	
tfrrs	21680	0	25	-12.91	5.96	-4.6	-	1.28	
anet	219704	879706	14	+16.23	6.77	+4.6	-	1.45	
anet	118181	474060	14	-13.02	4.76	-4.6	-	1.02	
anet	46528	198796	42	+15.13	8.76	+4.6	FAN	1.88	
anet	224998	931163	77	-13.08	11.54	-4.6	FAN	2.47	
anet	269964	1074571	18	-15.10	9.95	-4.6	FAN	2.13	
anet	88218	350676	22	-13.23	6.61	-4.6	-	1.42	
anet	260587	1034611	33	-12.31	3.91	-4.6	-	0.84	
anet	219373	878277	19	+16.21	7.89	+4.6	-	1.69	
anet	100832	396655	41	-13.77	11.00	-4.6	FAN	2.36	
anet	167455	692478	98	-12.21	5.48	-4.6	-	1.17	
anet	148931	619321	14	+17.65	8.62	+4.6	FAN	1.85	OVERRIDE
anet	96250	383392	21	-15.30	11.16	-4.6	FAN	2.39	
anet	269271	1071036	44	+13.99	4.25	+4.6	-	0.91	
anet	270601	1077754	25	+14.02	3.36	+4.6	-	0.72	
tfrrs	26456	1	30	-14.10	10.34	-4.6	FAN	2.22	
anet	241982	965305	65	-12.31	5.52	-4.6	-	1.18	
anet	60304	258263	59	-12.89	9.15	-4.6	FAN	1.96	
anet	233255	931621	36	+15.64	9.51	+4.6	FAN	2.04	
anet	154658	644650	21	+13.95	2.76	+4.6	-	0.59	
anet	158158	696484	126	+14.67	12.62	+4.6	FAN	2.70	
anet	237723	950248	32	-13.35	8.41	-4.6	FAN	1.80	
anet	114723	457219	78	+13.78	3.57	+4.6	-	0.77	
anet	159938	664246	66	-12.17	4.12	-4.6	-	0.88	
tfrrs	19454	6	264	-12.10	6.17	-4.6	-	1.32	
anet	154369	643083	30	-12.39	4.25	-4.6	-	0.91	
anet	125131	512095	14	+14.67	4.22	+4.6	-	0.90	
anet	121423	488014	14	+14.17	2.99	+4.6	-	0.64	
tfrrs	12416	0	15	+14.47	3.90	+4.6	-	0.83	OVERRIDE
anet	18911	84440	49	-13.23	9.93	-4.6	FAN	2.13	
anet	244553	973810	21	+14.12	3.50	+4.6	-	0.75	
anet	179801	735139	33	+19.17	15.89	+4.6	FAN	3.40	
anet	8525	39908	13	-13.35	5.39	-4.6	-	1.16	
anet	136497	561209	49	+15.25	9.97	+4.6	FAN	2.14	
anet	160981	676785	32	+15.12	7.72	+4.6	-	1.65	
anet	40143	172144	30	-13.44	8.49	-4.6	FAN	1.82	
anet	233770	934030	81	+13.81	4.30	+4.6	-	0.92	
anet	812	3907	49	-12.53	6.49	-4.6	-	1.39	
anet	221336	885813	32	+14.45	5.70	+4.6	-	1.22	
tfrrs	19354	0	180	-12.33	9.81	-4.6	FAN	2.10	
anet	197497	791308	15	+15.44	5.88	+4.6	-	1.26	
anet	6120	23994	21	+13.77	1.96	+4.6	-	0.42	
anet	78538	310646	47	-12.50	6.22	-4.6	-	1.33	
anet	135851	561911	53	-12.69	7.73	-4.6	-	1.66	
anet	212878	850536	21	-13.23	6.56	-4.6	-	1.40	
anet	94591	374361	95	-12.14	4.89	-4.6	-	1.05	
anet	127555	517475	18	+26.54	19.36	+4.6	FAN	4.15	
tfrrs	4153	6	36	-12.88	7.25	-4.6	-	1.55	
anet	118851	477049	62	-12.72	8.56	-4.6	FAN	1.83	
anet	4467	30433	22	+14.53	5.00	+4.6	-	1.07	
anet	165898	685018	84	+14.40	9.05	+4.6	FAN	1.94	
anet	19921	88781	58	+14.18	6.34	+4.6	-	1.36	
tfrrs	7179	0	57	+13.95	4.84	+4.6	-	1.04	
anet	215405	860064	41	-12.98	8.16	-4.6	-	1.75	
anet	59958	256688	20	-12.94	5.61	-4.6	-	1.20	
anet	250696	997714	32	+14.14	4.60	+4.6	-	0.98	
anet	196071	810397	130	-12.17	6.41	-4.6	-	1.37	
anet	94591	374359	103	-12.06	3.80	-4.6	-	0.81	
anet	9529	44611	238	+13.73	6.24	+4.6	-	1.34	
tfrrs	7297	0	124	-12.49	10.10	-4.6	FAN	2.16	
tfrrs	20905	7	79	-12.12	4.38	-4.6	-	0.94	
anet	50247	214115	32	-13.18	7.99	-4.6	-	1.71	
anet	71724	295121	38	-12.82	7.24	-4.6	-	1.55	
anet	59642	255336	43	-12.94	8.25	-4.6	-	1.77	
anet	4704	22664	18	+14.35	4.10	+4.6	-	0.88	
anet	229831	916443	14	-13.38	5.73	-4.6	-	1.23	
anet	219758	880679	134	-12.14	6.04	-4.6	-	1.29	
anet	199932	805833	42	+14.16	5.41	+4.6	-	1.16	
anet	233712	933788	25	+16.98	10.56	+4.6	FAN	2.26	
anet	192859	811655	16	+14.00	2.85	+4.6	-	0.61	
anet	259061	1028627	78	+14.12	7.12	+4.6	-	1.53	
anet	207142	830776	35	-12.82	7.00	-4.6	-	1.50	
anet	261478	1070026	44	+13.96	4.50	+4.6	-	0.96	
anet	86922	344504	90	-12.76	10.81	-4.6	FAN	2.32	
anet	33057	143482	35	-12.68	6.36	-4.6	-	1.36	
tfrrs	21463	2	63	-12.63	8.29	-4.6	-	1.78	
anet	123896	518316	19	-14.84	9.87	-4.6	FAN	2.11	
anet	212826	848986	15	-16.59	11.57	-4.6	FAN	2.48	
tfrrs	24340	1	30	-13.20	7.85	-4.6	-	1.68	
anet	139999	582152	16	+17.08	8.61	+4.6	FAN	1.84	
anet	161011	667154	31	-13.14	7.79	-4.6	-	1.67	
anet	122953	494204	53	+15.13	10.19	+4.6	FAN	2.18	
anet	197575	791534	26	+18.46	13.19	+4.6	FAN	2.83	
anet	207490	832083	26	-12.34	3.98	-4.6	-	0.85	
tfrrs	26229	4	56	-12.24	5.02	-4.6	-	1.08	
anet	199537	800027	30	+14.88	6.99	+4.6	-	1.50	
anet	115865	463055	98	-12.18	5.95	-4.6	-	1.27	
anet	93351	368989	20	-13.01	5.90	-4.6	-	1.26	
anet	90169	355982	56	-13.07	10.16	-4.6	FAN	2.18	
anet	88215	350651	91	+14.14	7.98	+4.6	-	1.71	
anet	81167	321603	18	-13.22	6.15	-4.6	-	1.32	
anet	195799	786292	15	-14.57	8.33	-4.6	-	1.78	
tfrrs	26267	1	24	-12.57	4.92	-4.6	-	1.05	
anet	85210	335352	24	+14.16	4.18	+4.6	-	0.90	
anet	39861	176840	35	-12.86	7.21	-4.6	-	1.54	
anet	123712	528145	83	-12.76	10.47	-4.6	FAN	2.24	
anet	167861	694399	13	+18.33	9.21	+4.6	FAN	1.97	
anet	157515	656290	109	+14.59	11.84	+4.6	FAN	2.54	
anet	85246	336057	14	+20.88	12.19	+4.6	FAN	2.61	
anet	226563	904284	16	-15.22	9.77	-4.6	FAN	2.09	
anet	211137	844008	15	-19.98	16.43	-4.6	FAN	3.52	
anet	15283	72681	88	-12.42	8.26	-4.6	-	1.77	
anet	156574	652652	45	-12.39	5.70	-4.6	-	1.22	OVERRIDE
anet	194055	781461	98	-12.28	7.29	-4.6	-	1.56	
anet	122621	492834	19	-13.95	8.09	-4.6	-	1.73	
anet	270236	1076129	31	+14.56	6.25	+4.6	-	1.34	
anet	260320	1057667	14	-13.16	5.33	-4.6	-	1.14	
anet	57491	246189	20	+14.12	3.74	+4.6	-	0.80	
anet	229721	915956	15	+16.80	8.02	+4.6	-	1.72	
anet	247816	989814	28	-17.50	17.72	-4.6	FAN	3.80	
tfrrs	21589	0	62	-12.31	6.14	-4.6	-	1.32	
anet	225758	901786	21	-13.48	7.39	-4.6	-	1.58	
anet	155021	646468	41	+17.50	14.76	+4.6	FAN	3.16	
tfrrs	27155	12	147	-11.97	3.31	-4.6	-	0.71	
anet	122050	490502	146	-12.06	5.62	-4.6	-	1.20	
anet	109003	443795	123	-12.84	13.58	-4.6	FAN	2.91	
anet	206469	827547	34	-12.44	5.32	-4.6	-	1.14	
anet	231357	923037	18	-12.52	4.17	-4.6	-	0.89	
anet	228148	909914	242	+13.70	7.06	+4.6	-	1.51	
tfrrs	21620	1	19	-13.51	7.12	-4.6	-	1.53	
anet	268735	1068616	41	+14.15	5.57	+4.6	-	1.19	
anet	46794	199871	72	+13.92	5.87	+4.6	-	1.26	
tfrrs	24289	2	18	-12.40	3.74	-4.6	-	0.80	
tfrrs	15623	4	12	-12.85	4.28	-4.6	-	0.92	
anet	112377	445620	36	-13.25	8.94	-4.6	FAN	1.91	
anet	161205	667709	32	-13.01	7.57	-4.6	-	1.62	
anet	209497	838931	117	-12.37	9.24	-4.6	FAN	1.98	
tfrrs	22017	1	54	-12.52	7.28	-4.6	-	1.56	
anet	71679	293890	79	-12.48	8.50	-4.6	FAN	1.82	
tfrrs	19911	0	52	-13.46	11.60	-4.6	FAN	2.49	
anet	85111	334970	19	-15.56	11.33	-4.6	FAN	2.43	
anet	46049	196712	15	+14.61	4.52	+4.6	-	0.97	
anet	221867	887934	21	-12.29	3.56	-4.6	-	0.76	
tfrrs	19357	0	128	-12.30	8.99	-4.6	FAN	1.92	
anet	229590	915360	29	-14.11	10.51	-4.6	FAN	2.25	
anet	62815	270026	33	-13.14	8.22	-4.6	-	1.76	
anet	210384	841688	12	+17.11	7.59	+4.6	-	1.63	
anet	159643	663411	68	-12.39	7.25	-4.6	-	1.55	
anet	40528	173897	19	-12.28	3.39	-4.6	-	0.73	
anet	16847	75117	13	-12.60	3.84	-4.6	-	0.82	
anet	117498	471016	31	-13.56	9.33	-4.6	FAN	2.00	
anet	231636	931098	48	+15.03	9.59	+4.6	FAN	2.05	
anet	168012	695080	78	+13.83	5.57	+4.6	-	1.19	
anet	199329	798889	12	-13.52	5.74	-4.6	-	1.23	
tfrrs	26104	0	184	-12.07	7.12	-4.6	-	1.52	
tfrrs	23064	0	124	-12.05	5.51	-4.6	-	1.18	
anet	4467	30434	16	+14.94	5.38	+4.6	-	1.15	
anet	36452	157603	34	-12.55	5.97	-4.6	-	1.28	
anet	96420	384135	37	-13.90	11.29	-4.6	FAN	2.42	
anet	80119	317220	24	-12.16	3.20	-4.6	-	0.69	
anet	185339	754862	36	+13.92	4.31	+4.6	-	0.92	
anet	71703	295032	17	+14.35	4.24	+4.6	-	0.91	
anet	2213	16836	14	-15.50	9.67	-4.6	FAN	2.07	
tfrrs	5305	1	29	+14.09	4.62	+4.6	-	0.99	
anet	262566	1041890	56	+14.09	6.40	+4.6	-	1.37	
anet	219832	880057	27	-14.05	10.05	-4.6	FAN	2.15	
tfrrs	26732	1	47	-12.35	5.88	-4.6	-	1.26	
anet	251533	1002025	34	+14.38	6.12	+4.6	-	1.31	
anet	236513	963141	46	-13.00	9.17	-4.6	FAN	1.97	
anet	32841	142495	22	+13.74	2.59	+4.6	-	0.56	
anet	22988	101679	21	-14.90	10.68	-4.6	FAN	2.29	
anet	125105	503743	16	-13.82	7.30	-4.6	-	1.56	
tfrrs	23482	1	92	-12.55	9.98	-4.6	FAN	2.14	
anet	79643	315239	36	+13.89	4.24	+4.6	-	0.91	
tfrrs	19357	3	89	-12.10	5.63	-4.6	-	1.21	
tfrrs	26209	1	67	-12.15	5.36	-4.6	-	1.15	
anet	3646	17722	25	-12.16	3.33	-4.6	-	0.71	
anet	235499	941943	108	+14.10	9.09	+4.6	FAN	1.95	
anet	79583	314993	15	-12.48	3.82	-4.6	-	0.82	
anet	193211	779034	14	-15.75	10.10	-4.6	FAN	2.16	
anet	118130	473836	40	+13.83	4.18	+4.6	-	0.90	
anet	152303	632056	79	+13.81	5.73	+4.6	-	1.23	
anet	217747	870818	43	+15.13	9.52	+4.6	FAN	2.04	
tfrrs	22308	2	105	-12.16	6.93	-4.6	-	1.48	
anet	198039	793561	23	+14.68	5.90	+4.6	-	1.26	
anet	44292	190489	42	-12.51	6.56	-4.6	-	1.40	
anet	148145	617434	70	-12.87	10.71	-4.6	FAN	2.29	
anet	175414	719165	50	-12.72	8.30	-4.6	-	1.78	
anet	246754	978926	20	-13.13	6.49	-4.6	-	1.39	
anet	32405	140588	54	-12.45	7.11	-4.6	-	1.52	
anet	251421	1010278	85	+14.68	11.38	+4.6	FAN	2.44	
tfrrs	26247	1	38	-12.40	5.72	-4.6	-	1.23	
tfrrs	26271	2	58	-12.27	6.13	-4.6	-	1.31	
anet	167886	694534	13	-12.97	4.87	-4.6	-	1.04	
anet	185445	754244	40	+14.26	6.29	+4.6	-	1.35	
anet	19122	113312	34	-13.27	8.94	-4.6	FAN	1.92	
anet	12132	55489	17	+16.73	8.60	+4.6	FAN	1.84	
anet	109691	434216	64	-12.21	5.91	-4.6	-	1.27	
anet	78218	309231	44	-12.93	8.82	-4.6	FAN	1.89	
anet	225681	901422	40	-12.04	3.39	-4.6	-	0.73	
anet	257525	1059657	117	-11.99	4.83	-4.6	-	1.03	
anet	1489	7108	20	+14.44	4.95	+4.6	-	1.06	
anet	149948	622353	47	+14.40	7.46	+4.6	-	1.60	
anet	206724	840620	66	-12.14	5.41	-4.6	-	1.16	
anet	162150	692752	52	+15.89	12.82	+4.6	FAN	2.75	
anet	243955	972349	62	+14.03	6.62	+4.6	-	1.42	
anet	61989	266031	18	+15.50	6.89	+4.6	-	1.48	
anet	180442	737868	25	+13.90	3.71	+4.6	-	0.80	
anet	168903	698573	37	-12.72	7.21	-4.6	-	1.54	
anet	146831	614022	129	-12.62	12.64	-4.6	FAN	2.71	
anet	134850	551905	78	-12.24	6.94	-4.6	-	1.49	
anet	28334	123300	16	-13.24	6.10	-4.6	-	1.31	
anet	176640	723135	80	-12.45	8.78	-4.6	FAN	1.88	
tfrrs	16876	0	87	+21.86	33.15	+4.6	FAN	7.10	
tfrrs	13530	8	28	-12.09	3.29	-4.6	-	0.70	
anet	254325	1015455	143	-12.20	8.91	-4.6	FAN	1.91	
anet	228403	946081	18	-12.62	4.75	-4.6	-	1.02	
anet	33764	146669	19	+15.43	6.97	+4.6	-	1.49	
tfrrs	23339	0	49	-12.45	6.89	-4.6	-	1.48	
anet	148525	618443	81	-12.19	6.69	-4.6	-	1.43	
anet	123896	518314	27	-12.95	7.02	-4.6	-	1.50	
anet	224542	909935	281	+13.51	4.97	+4.6	-	1.06	
anet	45274	222491	142	-12.21	9.16	-4.6	FAN	1.96	
tfrrs	18341	1	48	-12.56	7.46	-4.6	-	1.60	
anet	256190	1018489	78	-11.99	4.27	-4.6	-	0.92	
tfrrs	14347	1	25	-12.17	3.62	-4.6	-	0.77	
anet	402	2013	33	-12.88	7.54	-4.6	-	1.61	
tfrrs	18922	0	59	-12.06	4.52	-4.6	-	0.97	
anet	174651	716951	18	-15.08	10.32	-4.6	FAN	2.21	
anet	235500	941945	168	+13.68	7.30	+4.6	-	1.56	
anet	44234	190308	26	+13.89	3.84	+4.6	-	0.82	
anet	34489	149713	15	-12.26	3.19	-4.6	-	0.68	
anet	12062	55165	75	+14.06	7.67	+4.6	-	1.64	
anet	159643	663410	46	-12.69	7.99	-4.6	-	1.71	
tfrrs	20275	1	43	-14.90	15.46	-4.6	FAN	3.31	
tfrrs	20729	0	36	-12.19	4.54	-4.6	-	0.97	
anet	110950	439394	15	-13.59	6.70	-4.6	-	1.43	
tfrrs	22704	0	79	-11.88	2.37	-4.6	-	0.51	
anet	230380	918835	14	-13.16	5.57	-4.6	-	1.19	
anet	267716	1063721	47	-12.09	4.39	-4.6	-	0.94	
anet	156264	651549	91	-12.64	10.92	-4.6	FAN	2.34	
anet	272365	1085821	75	-11.99	4.39	-4.6	-	0.94	
anet	227202	907584	27	-12.79	6.55	-4.6	-	1.40	
anet	107870	426340	17	-12.48	4.25	-4.6	-	0.91	
tfrrs	4153	1	23	-12.05	2.89	-4.6	-	0.62	
anet	151160	626638	40	+13.77	4.21	+4.6	-	0.90	
tfrrs	15968	0	39	-12.80	7.91	-4.6	-	1.70	
anet	155021	646470	43	+15.74	11.42	+4.6	FAN	2.45	
anet	76726	305151	20	+14.10	4.14	+4.6	-	0.89	
anet	229454	914746	20	-12.72	5.42	-4.6	-	1.16	
tfrrs	24784	10	69	-12.32	7.40	-4.6	-	1.58	
anet	148948	619352	22	-12.92	6.33	-4.6	-	1.36	
anet	141472	591414	49	+14.65	8.77	+4.6	FAN	1.88	
anet	199330	798893	21	-13.85	8.59	-4.6	FAN	1.84	
anet	25060	109841	94	-12.17	7.27	-4.6	-	1.56	
anet	11373	52179	23	-13.25	7.43	-4.6	-	1.59	
anet	12162	55615	12	+13.50	1.21	+4.6	-	0.26	
anet	260185	1033138	32	+14.63	7.05	+4.6	-	1.51	
anet	1081	5214	16	+14.89	5.51	+4.6	-	1.18	OVERRIDE
anet	151924	630168	16	-12.18	3.07	-4.6	-	0.66	
anet	150277	623482	12	-12.45	3.53	-4.6	-	0.76	
anet	50882	216768	44	+13.85	4.98	+4.6	-	1.07	
anet	57893	247878	31	-12.07	3.59	-4.5	-	0.77	
anet	140293	583863	48	+14.20	6.98	+4.5	-	1.49	
tfrrs	17773	3	34	-12.34	5.37	-4.5	-	1.15	
anet	203117	822569	59	-13.53	13.15	-4.5	FAN	2.82	
anet	139103	577831	123	-11.96	5.50	-4.5	-	1.18	
anet	259643	1030966	19	-13.57	7.57	-4.5	-	1.62	
anet	259264	1061077	39	+14.18	6.22	+4.5	-	1.33	
tfrrs	25455	6	81	-12.47	9.36	-4.5	FAN	2.01	
tfrrs	9389	7	13	-12.73	4.44	-4.5	-	0.95	
anet	121319	487609	30	-13.61	9.63	-4.5	FAN	2.06	
tfrrs	11700	1	16	-17.31	13.38	-4.5	FAN	2.87	
anet	146357	612782	61	+14.00	6.86	+4.5	-	1.47	
anet	221626	886897	31	-12.81	7.16	-4.5	-	1.53	
anet	174461	716564	21	-16.92	14.65	-4.5	FAN	3.14	
anet	226598	904527	18	-13.72	7.70	-4.5	-	1.65	
anet	156085	650819	60	-12.23	6.44	-4.5	-	1.38	
anet	235884	943599	56	+14.12	7.18	+4.5	-	1.54	
anet	109346	432692	29	-14.65	12.21	-4.5	FAN	2.62	
anet	57658	246885	32	+13.66	3.37	+4.5	-	0.72	
tfrrs	10991	2	66	-12.06	5.25	-4.5	-	1.12	
anet	114998	462075	46	-12.20	5.45	-4.5	-	1.17	
anet	148980	626262	18	-13.76	7.82	-4.5	-	1.68	
tfrrs	25699	0	36	-12.27	5.23	-4.5	-	1.12	
tfrrs	13159	7	13	-13.45	6.06	-4.5	-	1.30	
anet	217473	869334	37	-12.18	4.76	-4.5	-	1.02	
anet	18198	81292	29	-12.18	4.28	-4.5	-	0.92	
anet	147603	643890	13	-13.18	5.51	-4.5	-	1.18	
anet	42645	183640	16	+14.51	4.82	+4.5	-	1.03	
anet	36270	178717	12	+14.92	4.89	+4.5	-	1.05	
anet	102616	405580	71	+14.18	8.52	+4.5	FAN	1.83	
anet	22720	100169	30	-12.50	5.91	-4.5	-	1.27	
anet	578	2828	29	-12.83	7.07	-4.5	-	1.52	
anet	115319	500340	33	-12.39	5.70	-4.5	-	1.22	
anet	1266	6097	20	+14.92	6.32	+4.5	-	1.35	
tfrrs	22049	3	65	-12.72	10.01	-4.5	FAN	2.14	
anet	20198	92325	53	+13.47	2.76	+4.5	-	0.59	
tfrrs	19461	4	51	-12.24	6.12	-4.5	-	1.31	
anet	35504	153768	96	-12.35	9.43	-4.5	FAN	2.02	
anet	52110	221852	14	+19.53	11.16	+4.5	FAN	2.39	
anet	47213	201553	54	-16.79	23.22	-4.5	FAN	4.97	
tfrrs	9921	3	19	-13.51	7.50	-4.5	-	1.61	
anet	81322	322314	17	+14.36	4.64	+4.5	-	0.99	
tfrrs	27155	8	179	-11.82	3.31	-4.5	-	0.71	
anet	228637	911680	147	+14.25	12.88	+4.5	FAN	2.76	
anet	118871	477138	50	-13.94	13.73	-4.5	FAN	2.94	
anet	96637	385038	34	+13.75	4.13	+4.5	-	0.88	
anet	154435	643478	18	+14.98	6.13	+4.5	-	1.31	
anet	39112	167971	29	-17.78	19.03	-4.5	FAN	4.08	
anet	199817	801269	13	-12.09	2.57	-4.5	-	0.55	
tfrrs	11038	0	29	-12.87	7.26	-4.5	-	1.56	
anet	231184	922419	25	-13.02	7.21	-4.5	-	1.54	
anet	106529	447641	12	+14.35	3.91	+4.5	-	0.84	
anet	121485	488284	19	-13.41	7.28	-4.5	-	1.56	
anet	197695	792087	25	-12.26	4.44	-4.5	-	0.95	
anet	149208	620050	42	+13.97	5.74	+4.5	-	1.23	
tfrrs	21578	3	67	-12.35	7.92	-4.5	-	1.70	
anet	161011	667157	20	-13.00	6.41	-4.5	-	1.37	
tfrrs	24603	0	27	-12.91	7.17	-4.5	-	1.54	
anet	79294	313827	53	-12.47	7.82	-4.5	-	1.67	
anet	150652	624894	69	-12.19	6.85	-4.5	-	1.47	
anet	109136	431841	13	+14.27	3.92	+4.5	-	0.84	
anet	172666	731801	43	-13.74	12.15	-4.5	FAN	2.60	
tfrrs	24050	3	49	-12.07	4.94	-4.5	-	1.06	
tfrrs	21388	1	25	-13.54	8.74	-4.5	FAN	1.87	
anet	196059	787040	71	+14.45	10.05	+4.5	FAN	2.15	
tfrrs	24517	0	48	-14.24	14.53	-4.5	FAN	3.11	
anet	212078	862485	32	-12.53	6.35	-4.5	-	1.36	
tfrrs	9370	0	14	-19.50	15.60	-4.5	FAN	3.34	
tfrrs	18341	0	78	-12.23	7.72	-4.5	-	1.65	
anet	219501	878959	96	+14.11	9.72	+4.5	FAN	2.08	
tfrrs	14552	2	58	-12.40	7.79	-4.5	-	1.67	
tfrrs	24186	3	34	-12.01	3.72	-4.5	-	0.80	OVERRIDE
anet	149716	621452	83	-11.95	5.08	-4.5	-	1.09	
anet	208209	834628	35	-12.37	5.92	-4.5	-	1.27	
anet	85559	336842	32	+13.56	3.08	+4.5	-	0.66	OVERRIDE
anet	57491	246191	57	+13.64	4.75	+4.5	-	1.02	
anet	151160	626639	15	+14.95	5.62	+4.5	-	1.20	
anet	87355	346655	25	+13.94	4.41	+4.5	-	0.94	
tfrrs	21765	0	43	-12.72	8.28	-4.5	-	1.77	
anet	75558	303275	95	+14.10	9.68	+4.5	FAN	2.07	
anet	136268	560742	27	+16.79	11.27	+4.5	FAN	2.42	
anet	113187	449533	18	+14.08	4.17	+4.5	-	0.89	
anet	14522	65533	75	-12.08	6.30	-4.5	-	1.35	
anet	184005	749751	36	+13.76	4.49	+4.5	-	0.96	
anet	115228	459937	75	+13.75	6.44	+4.5	-	1.38	
anet	208209	834630	23	-13.32	7.88	-4.5	-	1.69	
tfrrs	27077	5	109	-12.06	7.53	-4.5	-	1.61	
anet	205817	825409	13	+14.57	4.59	+4.5	-	0.98	
anet	136268	560743	20	+13.85	3.72	+4.5	-	0.80	
anet	226860	905461	18	+13.53	2.30	+4.5	-	0.49	
anet	137941	569704	61	-12.79	10.33	-4.5	FAN	2.21	
