# n_meets	state	city	venue_name	location_raw	gps_lat	gps_long   (fill the last two with your geocoder)
1	CA		Butte College	Butte College Oroville, CA 95965		
1	MN		Gusvaus Adlophus College	Gusvaus Adlophus College St. Peter, MN 56082		
1						
1	KS		Sterling College	Sterling College Sterling, KS 67579		
1	MT		Bill Roberts	Bill Roberts Helena, MT 59501		
1						
1	MA		UMass-Amherst	UMass-Amherst Amherst, MA 01003		
1	IA		Iowa Western	Iowa Western Council Bluffs, IA 51503		
1	GA		Bolin Park	Bolin Park Canton, GA 30066		
1	CA		Crystal Springs Course	Crystal Springs Course Belmont, CA 94402		
1	KS		Johnson Golf Course	Johnson Golf Course Johnson, KS 67855		
1	IN	Anderson	Mounds State Park	Mounds State Park Anderson, IN		
1						
1						
1						
1	OR	Portland	Fernhill Park	Fernhill Park Portland, OR		
1	CA		UCSB Lagoon	UCSB Lagoon Santa Barbara, CA 93101		
1			Wisconsin River Golf Club	Wisconsin River Golf Club Stevens, Point WI		
1						
1	FL		Riverside	Riverside Jacksonville, FL 32327		
1			Foss Park Golf Course	Foss Park Golf Course North Chicago, Illinois 60064		
1						
1						
1						
1	PA		ST FRANCIS	ST FRANCIS LORETTO, PA 15940		
1	NH		Dartmouth XC Course	Dartmouth XC Course Hanover, NH 03755		
1	MO		KATY Trail	KATY Trail St. Charles, MO 63301		
1	CA		Lake Casitas	Lake Casitas Ventura, CA 93001		
1	FL		Florida Tech	Florida Tech Melbourne, FL 32901		
1						
1	TX		Grover Nelson Park	Grover Nelson Park Abilene, TX 79602		
1						
1						
1	CA		Steve	Steve Woodland Hills, CA 91371		
1	FL		Freedom (Tampa)	Freedom (Tampa) Tampa, FL 33647		
1	NY		Long Island	Long Island Brooklyn, NY 11201		
1						
1						
1						
1	FL		Mitchell	Mitchell New Port Richey, FL 34655		
1						
1	PA		Immaculata University	Immaculata University 1145 W King Rd Immaculata, PA 19345		
1						
1	IN	Cayuga	North Vermillion	North Vermillion Cayuga, IN		
1	CT		St. Joseph's University	St. Joseph's University West Hartord, CT 00000		
1	AL		Wallace State	Wallace State 801 N. Main Street Hanceville, AL 35077		
1						
1	PA		Lancaster Bible College	Lancaster Bible College 901 Eden Road Lancaster, PA 17601		
1						
1						
1						
1						
1	PA		Baker Field	Baker Field Lancaster, PA 17604		
1	PA		Westtown School	Westtown School Cheyney, PA 19319		
1	DE		Delaware	Delaware Newark, DE 19716		
1	NH		Freestyle Farm	Freestyle Farm Amherst, NH 03031		
1	CA	Fresno	Woodland Park	Woodland Park WOODWARD PARK Fresno, CA		
1	FL		Pensacola Catholic	Pensacola Catholic Pensacola, FL 32505		
1	TX	Wichita Falls	Midwestern St	Midwestern St Wichita Falls, TX		
1	MD		Oregon Ridge Park	Oregon Ridge Park Baltimore, MD 21252		
1						
1	FL	Lakeland	Lake Boney Park	Lake Boney Park Lakeland, FL		
1	AL		Brewton MS	Brewton MS Brewton, AL 35487		
1	KS	Topeka	Washburn Rural	Washburn Rural Topeka, KS		
1	WA		Plantes Ferry Park & Sports Complex	Plantes Ferry Park & Sports Complex Spokane, WA 99251		
1	KS		Hutchinson Fun Valley	Hutchinson Fun Valley Hutchinson, KS 67501		
1	CA	San Luis Obispo	Fairbanks Cross Country Course	Fairbanks Cross Country Course San Luis Obispo, CA		
1						
1						
1						
1	IN		Delta	Delta Muncie, IN 47303		
1	AL		TRM	TRM Brewton, AL 35487		
1						
1						
1						
1	MA		Brown	Brown Mark Coogan Cross Country Course at Highland Park - Attleboro, MA 02912		
1	PA		Elizabethtown Solar Panel Loop	Elizabethtown Solar Panel Loop Elizabethtown, PA 17022		
1	FL		Cecil Field Golf Course	Cecil Field Golf Course Jacksonville, FL 32221		
1	PA		University of Pittsburgh Greensburg	University of Pittsburgh Greensburg Greensburg, PA 15601		
1	OH		University of Rio Grande	University of Rio Grande F34 Rio Grande, OH 45601		
1	GA		Region Open	Region Open Rome, GA 30066		
1	NJ		Giralda Farms	Giralda Farms Madison, NJ 07940		
1						
1						
1	KS		Wichita State University	Wichita State University Wichita, KS 67260		
1	SC		Columbia International University	Columbia International University Columbia, SC 29203		
1						
1						
1	MI	Goodells	Goodells Park	Goodells Park Goodells, MI		
1	FL		Tradewinds Park	Tradewinds Park 16001 West SR-8 16001 West SR-84 Coconut Creek, FL 33073		
1	NC		Tryon International Equestrian Center	Tryon International Equestrian Center 2659 Sandy Plains Road Mill Spring, NC 28756		
1						
1	IA		NIACC	NIACC 500 College Dr Mason City, IA 50401		
1						
1	FL		The Bolles School	The Bolles School Jacksonville, FL 32207		
1						
1	NH		Alvirne High School	Alvirne High School 200 Derry Rd., Rte. 102 Hills House XC Course - Hudson, NH 03051		
1	SC		Winthrop Farm XC Course	Winthrop Farm XC Course Rock Hill, SC 29733		
1	IN		Southmont	Southmont Carwfordsville, IN 47933		
1						
1	WI		Greenfield Park	Greenfield Park Milwaukee, WI 30066		
1						
1	KS		Arkalon Park	Arkalon Park Liberal, KS 67901		
1	FL		The Benjamin School	The Benjamin School 11000 Ellison Wilson Road PBG, FL 33408		
1	FL		Fun n Sun Expo center	Fun n Sun Expo center Lakeland, FL 33801		
1	FL		ESPN WWOS Complex	ESPN WWOS Complex Orlando, FL 11111		
1	MD		Baltimore County Agricultural Center	Baltimore County Agricultural Center Cockeysville, MD 21030		
1	WV		Lotito Park	Lotito Park 1780 Stadium Drive Bluefield, WV 24701		
1	FL		Chamberlain	Chamberlain Tampa, FL 33612		
1	IN	Syracuse	Wawasee XC Course	Wawasee XC Course Syracuse, IN		
1			Willow Metropark	Willow Metropark - Chestnut Grove New Boston, Michigan 48164		
1						
1	AK		Russian Jack Springs Golf Course	Russian Jack Springs Golf Course Anchorage, AK 99504		
1	IN		North Harrison High School	North Harrison High School , IN		
1	NH		St. Anselm	St. Anselm 100 St Anselm Dr Goffstown, NH 03102		
1	NY		Van Courtlandt Park	Van Courtlandt Park Broadway and Vancortlandt Park Bronx, NY 10471		
1	SC		Columbia (S.C.)	Columbia (S.C.) Columbia, SC 29203		
1	KY		Arlington Course	Arlington Course 1510 Lexington Road Richmond, KY 40475		
1	FL		Cocoa HS	Cocoa HS Cocoa, FL 32926		
1						
1			Amend Park	Amend Park Billings, Montana 59101		
1	AR	Conway	Beaverfork Park	Beaverfork Park Conway, AR		
1	FL	Titusville	Chain of Lakes	Chain of Lakes Titusville, FL		
1			Mary Help of Christians	Mary Help of Christians 6400 E Chelsea St. Tampa, Fl 33610		
1	IL		Wheaton St. James Park	Wheaton St. James Park Wheaton, IL 60625		
1	IA		Seminole Park Cross-Country Course	Seminole Park Cross-Country Course Cedar Rapids, IA 52402		
1	IN		New Haven	New Haven 1300 Green Road New Haven, IN 46774		
1	KY		Phil Moore Park	Phil Moore Park , KY		
1						
1						
1	NY	Canandaigua	FLCC	FLCC Canandaigua, NY		
1	WA		Jefferson Park Golf Course	Jefferson Park Golf Course Seattle, WA 98115		
1	SD		Adams Nature Preserve,  North Sioux City, SD	Adams Nature Preserve, North Sioux City, SD North Sioux Cty, SD 57049		
1	CA		Blanchard Park Wash	Blanchard Park Wash 220 E. Sixth Street Rains Center - Pomona College Claremont, CA 90210		
1						
1						
1	VA		Kernstown Battlefield	Kernstown Battlefield Winchester, VA 22601		
1	NY		York College	York College Jamaica, NY 11451		
1	TX		Angelo State	Angelo State San Angelo, TX 76909		
1						
1						
1	WV		VA Hospital	VA Hospital Clarksburg, WV 26031		
1	KY		Murray State	Murray State Murray, KY 44444		
1						
1	SC	Aiken	Pacer Path	Pacer Path Aiken, SC		
1						
1	MD		Hood College	Hood College Frederick, MD 21701		
1						
1	VA		Virginia Wesleyan University	Virginia Wesleyan University Virginia Beach, VA 23455		
1	SC		James Island County Park	James Island County Park Charleston, SC 29613		
1	IL		Spring Lake State Park	Spring Lake State Park Macomb, IL 61455		
1						
1	AR	Clarksville	Univ of the Ozarks Trails	Univ of the Ozarks Trails Clarksville, AR		
1						
1	MI		Northern Michigan	Northern Michigan Marquette, MI 12345		
1	OH		Bluffton Nature Preserve	Bluffton Nature Preserve Bluffton, OH 45818		
1						
1	NC		Southside Park, Newton, N.C.	Southside Park, Newton, N.C. Newton, NC 28658		
1	PA		DVU Campus	DVU Campus 741 Grenoble Rd Doylestown, PA 18901		
1	CA		Tuolumne Reginoal Park	Tuolumne Reginoal Park Modesto, CA 95354		
1	LA		Louisiana Tech	Louisiana Tech Ruston, LA 71270		
1	OH		LIberty Park	LIberty Park Delaware, OH 43015		
1	PA		Baker Field	Baker Field Lancaster, PA 17603		
1	NY		Lemoyne College	Lemoyne College Syracuse, NY 13214		
1	TX		Rice	Rice 6100 Main Houston, TX 77251		
1	NC		Ivey Redmon Sports Complex	Ivey Redmon Sports Complex 788 Beeson Rd. Kernersville, NC 27284		
1	IL		SIUE XC Course	SIUE XC Course Edwardsville, IL 62025		
1	PA		ChesLen Preserve	ChesLen Preserve 1199 Cannery Rd Coatesville, PA 19320		
1	NY		St. Joseph's College	St. Joseph's College Patchogue, NY 11772		
1	OK		Big Green Soccer Complex	Big Green Soccer Complex 2800 W Gore Lawton, OK 73505		
1						
1						
1						
1	PA		Unionville High School	Unionville High School 750 Unionville Rd Kennett Square, PA 19348		
1	GA		Atlanta	Atlanta Atlanta, GA 30066		
1						
1						
1	LA		Live Oak Park	Live Oak Park New Orleans, LA 70148		
1	SC		Milliken Arboretum	Milliken Arboretum Spartanburg, SC 29303		
1	VT		NVU-Lyndon	NVU-Lyndon Lyndonville, VT 05851		
1						
1	IL		Forsyth Park	Forsyth Park Forsyth, IL 62522		
1	OH		Otterbein University	Otterbein University Westerville, OH 43082		
1	GA		Georgia Industrial Children's Home	Georgia Industrial Children's Home 4690 N. Mumford Rd. Macon, GA 31216		
1						
1	WI		Dr. Wayne E. Dannehl Cross Country Course	Dr. Wayne E. Dannehl Cross Country Course Kenosha, WI 53144		
1	PA		Mingo Creek Park	Mingo Creek Park Finleyville, PA 15301		
1	TX		Texas A&M	Texas A&M College Station, TX 77842		
1	FL	Oviedo	Seminole State College	Seminole State College Oviedo, FL		
1	PA		Dickinson Park	Dickinson Park West High Street Carlisle, PA 17013		
1	WA		Club Northwest	Club Northwest Seattle, WA 98112		
1						
1	CA		Polo Fields -GGP	Polo Fields -GGP San Francisco, CA 94112		
1						
1	KS		Johnson Country Club	Johnson Country Club Johnson, KS 67855		
1	TN		Greene Farm	Greene Farm Jefferson City, TN 37877		
1	OH		Univ. of Akron	Univ. of Akron - Firestone Metro Park Akron, OH 44319		
1						
1	IL		Aspen Ridge Golf Course	Aspen Ridge Golf Course 1763 E 4000n Rd Bourbonnaise, IL 60914		
1	OH		Ottawa Park Golf Course	Ottawa Park Golf Course Toledo, OH 43606		
1	NC		Al Buehler Trail	Al Buehler Trail Durham, NC 27708		
1	NY		Medaille v Hilbert Men's Dual 2	Medaille v Hilbert Men's Dual 2 5200 South Park Avenue Hamburg, NY 14075		
1						
1						
1	NC		Catawba College	Catawba College Salisbury, NC 28645		
1	CA		Chabot Stadium	Chabot Stadium Hayward, CA 94545		
1	FL		Frostproof HS	Frostproof HS Frostproof, FL 33843		
1	MI	Adrian	Heritage Park	Heritage Park Adrian, MI		
1	NC		Frank Liske Park	Frank Liske Park Concord, NC 28036		
1						
1						
1						
1						
1						
1						
1	IL		Delavan HS	Delavan HS Delavan, IL 61745		
1	NC		Al Buehler Trail	Al Buehler Trail Durham, NC 27705		
1	MD		Emmitsburg, MD 21727	Emmitsburg, MD 21727		
1	KS		Newman University Cross-Country Course	Newman University Cross-Country Course Wichita , KS 67205		
1	SC		University of South Carolina	University of South Carolina Columbia, SC 29208		
1	FL		South County Regional Park	South County Regional Park 11200 Park Access Road Boca Raton, FL 33498		
1	PA		Schenely Park	Schenely Park Pittsburgh, PA 15213		
1			Edmond Santa Fe HS	Edmond Santa Fe HS Edmond, Oklahoma 73013		
1	TX		SUGAR CREEK PARK	SUGAR CREEK PARK Houston, TX 77204		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	GA		Georgia College and State University	Georgia College and State University Milledgeville, GA 31061		
1	OH		Squire Valleevue Farm	Squire Valleevue Farm Cleveland, OH 44122		
1	MN		Riverside Park	Riverside Park Minneapolis, MN 55441		
1						
1	CA		Legg Lake	Legg Lake South El Monte, CA 91733		
1	IA		Morgan Creek Park	Morgan Creek Park Palo, IA 50428		
1	IN		Earlham College	Earlham College Richmond, IN 47374		
1	NJ		Rowan College @ Gloucester County	Rowan College @ Gloucester County Sewell, NJ 08102		
1	FL		Holloway Park	Holloway Park Lakeland, FL 32806		
1	NY		Finger Lakes CC	Finger Lakes CC Canandaigua, NY 14424		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	AZ		Central Arizona	Central Arizona 8470 N. Overfield Coolidge, AZ 85128		
1	NH		Stratham Hill Park	Stratham Hill Park 30 Linden St. Stratham, NH 03833		
1						
1	CA		Frank G. Bonelli Regional Park-San Dimas, CA	Frank G. Bonelli Regional Park-San Dimas, CA San Dimas, CA 91773		
1	MD		Jefferson Park	Jefferson Park St. Leonard, MD 20685		
1						
1	PA		LORETTO, PA	LORETTO, PA LORETTO, PA 15940		
1	PA		California University Short Course	California University Short Course California , PA 13323		
1	OH		Indian Ripple Park	Indian Ripple Park Dayton, OH 45429		
1			aceheader2%	aceheader2% acecity%, acestate% 12345		
1						
1	NY		Sayville	Sayville Sayville, NY 11764		
1						
1	ND		Jamestown College	Jamestown College Jamestown, ND 58405		
1						
1	ST		Venu	Venu address city, ST 12345		
1						
1	IA		Ewing Park, Des Moines, IA	Ewing Park, Des Moines, IA Des Moines, IA 50311		
1	IN		Tipton HS XC	Tipton HS XC Tipton, IN 46072		
1	MN		Carleton College	Carleton College Northfield, MN 55441		
1						
1			Thames Valley GC	Thames Valley GC London, Ontario, Ontario N6A 3K7		
1	GA		Brewton Parker College 2023	Brewton Parker College 2023 Mount Vernon, GA 30066		
1						
1	KS		Lawrence, KS 66045	Lawrence, KS 66045		
1	WI	Beloit	Leeson Park	Leeson Park - Beloit, WI		
1	TX		Schreiner	Schreiner Kerrville, TX 78028		
1	FL		Classical Academy MS 3k v2025	Classical Academy MS 3k v2025 8000 Bee Ridge Rd Sarasota, FL 34241		
1	NY		Stony Brook University	Stony Brook University Stony Brook, NY 11790		
1	VT		Dresden Athletics Fields	Dresden Athletics Fields 41 Lebanon St. Norwich, VT 03755		
1						
1						
1	PA		Misericordia	Misericordia Dallas, PA 18612		
1	FL		Miami Country Day	Miami Country Day 601 NE 107th Street Miami, FL 33161		
1	PA	City Not Supplied	La Roche	La Roche City Not Supplied, PA		
1	MN		101 St. Olaf Ave.	101 St. Olaf Ave. 101 St. Olaf Ave. Northfield, MN 55057		
1			Parkhurst	Parkhurst Jamestown, ND 584012		
1	IN		Salem High School	Salem High School , IN		
1	IN		Charlestown State Park	Charlestown State Park , IN		
1	FL		PTS Main Field	PTS Main Field 7900 SW 176 Street Palmetto Bay, FL 33157		
1	LA		Enos Darbonne	Enos Darbonne 4205 Ryan Street Lake Charles, LA 70605		
1	IN		Eastern (Pekin) High School	Eastern (Pekin) High School , IN		
1	IN		Eastbrook	Eastbrook Upland , IN 46953		
1						
1						
1	CA		Cal St. Fullerton	Cal St. Fullerton Cal State Fullerton Campus Course, CA 92834		
1						
1						
1	NC		State Frm Fields	State Frm Fields Boone, NC 28608		
1						
1						
1						
1						
1						
1						
1						
1	NY	Latham	The Crossings of Latham	The Crossings of Latham Latham, NY		
1						
1	NH		BHS	BHS Bow, NH 03304		
1	LA	Monroe	UL-Monroe	UL-Monroe Monroe, LA		
1						
1						
1						
1						
1						
1						
1	SC	Spartanburg	Millikan Research Center	Millikan Research Center Spartanburg, SC		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	OK		Big Green Soccer Comples	Big Green Soccer Comples Lawton, OK 73501		
1						
1						
1						
1						
1	MI		Pleasant Hills Golf Club	Pleasant Hills Golf Club 4452 East Millbrook Road Mt. Pleasant, MI 48858		
1	PA		LU Cross Country Course	LU Cross Country Course Lincoln University, PA 19352		
1						
1	VA		Bridgewater XC Course	Bridgewater XC Course Bridgewater, VA 22812		
1	VA		Liberty XC Course	Liberty XC Course Lynchburg, VA 24502		
1						
1						
1	VA		Vista Links Golf Course	Vista Links Golf Course 100 Vista Links Drive Buean Vista, VA 24416		
1	ND		Fargo, ND 58105	Fargo, ND 58105		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	OK	Oklahoma City	Eldon Lyon Park	Eldon Lyon Park Oklahoma City, OK		
1						
1	FL	Arcadia	DeSoto County	DeSoto County Arcadia, FL		
1						
1	NH		Souhegan High School	Souhegan High School Amherst, NH 03031		
1	FL		Montverde Eagles XC Course	Montverde Eagles XC Course Montverde, FL 34756		
1	FL		Silver Dollar Golf Course	Silver Dollar Golf Course Odessa, FL 33635		
1	FL		ODA	ODA 444 Reid St. Sarasota, FL 34242		
1	NC		V.E. & Lydia Owens Park	V.E. & Lydia Owens Park Louisburg, NC 27551		
1						
1						
1						
1						
1						
1						
1	FL		Plantation Central Park	Plantation Central Park Plantation , FL 33313		
1						
1						
1	NC		J. Burt Gillette Athletic Complex	J. Burt Gillette Athletic Complex Wilson, NC 27893		
1	LA		.	. . ., LA 00000		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	CT		Wickham Park	Wickham Park Manchester, CT 06106		
1						
1						
1						
1						
1						
1	GA		Stewart Field	Stewart Field 6935 Eckle Street Ft. Benning, GA 31901		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	RI		Bryant Campus Course	Bryant Campus Course Smithfield, RI 02917		
1	TX		Nelson Park	Nelson Park Abilene, TX 78214		
1						
1						
1						
1						
1	NV		Sierra Sage Golf Course	Sierra Sage Golf Course Reno, NV 89512		
1	NY	Newburgh	Mount Saint Mary College Cross-Country Course	Mount Saint Mary College Cross-Country Course Newburgh, NY		
1	PA		Coopers Lake Camp Ground	Coopers Lake Camp Ground 17 a Morrow field House Slippe Slippery Rock, PA 16057		
1	PA		Belmont Plateau	Belmont Plateau Philadelphia, PA 19122		
1						
1						
1						
1						
1						
1						
1	NH		Hopkinton State Fair	Hopkinton State Fair 41 Temple Street Hopkinton, NH 02114		
1						
1	WA	Spokane	Spokane Polo Grounds	Spokane Polo Grounds Spokane , WA		
1						
1	FL	Palatka	RAVINE GARDENS, PALATKA	RAVINE GARDENS, PALATKA Ravine Gardens Palatka, FL		
1	SC		Johns Island County Park	Johns Island County Park 1761 Hay Road Charleston, SC 29455		
1	GA		Clark Atlanta University	Clark Atlanta University Atlanta, GA 30066		
1	IA		William Penn University	William Penn University Oskaloosa, IA 52577		
1	TN		Victor Ashe Park	Victor Ashe Park 4901 Bradshaw Rd Knoxville, TN 37912		
1						
1	ME		Rotary Park	Rotary Park Biddeford, ME 04005		
1						
1	FL	Winter Garden	Foundation	Foundation FOUNDATION ACADEMY, Winter Garden, FL		
1	TN		Freed-Hardeman Cross Country Course	Freed-Hardeman Cross Country Course 460 Ozier Road Pinson Henderson, TN 38340		
1	NY		Medaille v Hilbert Men's Dual 1	Medaille v Hilbert Men's Dual 1 5200 South Park Avenue Hamburg, NY 14075		
1						
1	OK	Lawton	Big Green Soccer Club	Big Green Soccer Club Lawton, OK		
1	IA		DMACC, Ankeny, IA	DMACC, Ankeny, IA Ankeny, IA 50023		
1	AL		Montevallo XC Course	Montevallo XC Course 901 Shelby St. Montevallo, AL 35115		
1	CA		Morley Field	Morley Field , CA		
1	MA	Chicopee	Elms College Cross-Country Course	Elms College Cross-Country Course Chicopee, MA		
1	OH		Hillcrest Golf Club	Hillcrest Golf Club 800 W. Bigelow Ave. Findlay, OH 45840		
1	IA		DMACC Ankeny Campus	DMACC Ankeny Campus Ankeny, IA 50023		
1	MT		Black Eagle Golf Course	Black Eagle Golf Course Black Eagle, MT 59414		
1	MI		Concordia (Mich) University Campus	Concordia (Mich) University Campus Ann Arbor, MI 48105		
1	NC		Duke University	Duke University Durham, NC 27705		
1	FL		St. Ann School	St. Ann School Naples, FL 32327		
1						
1	IN		West Noble	West Noble Ligonier, IN 00000		
1						
1	CA	Belmont	Crystal Springs	Crystal Springs Belmont, CA		
1						
1	MN		Carleton College Arb.	Carleton College Arb. Northfield, MN 55057		
1	NH		Gunstock Mountain Resort	Gunstock Mountain Resort Gunstock Mountain Resort, NH 03246		
1						
1						
1						
1						
1						
1						
1						
1						
1	AR		Harding CC Course	Harding CC Course Searcy, AR 72143		
1	CA	Sunnyvale	Bay Lands Park	Bay Lands Park Sunnyvale, CA		
1						
1						
1	TN	Memphis	Rice Community center	Rice Community center Memphis , TN		
1						
1			Keene State College Owl Complex	Keene State College Owl Complex Krif Road Keene, New Hampshire 03431		
1	AR		FA	FA , AR		
1	LA		Loyola-New Orleans	Loyola-New Orleans Merrero, LA, LA 70072		
1	OR		Meriwether Golf Course	Meriwether Golf Course Hillsboro, OR 97207		
1	MO		Swope Park XC Course	Swope Park XC Course Kansas City, MO 64132		
1	IN		Hanover Cross Country Course	Hanover Cross Country Course Hanover, IN 47243		
1	WA		Seattle, Wash.	Seattle, Wash. 4101 Beacon Ave South Seattle, WA 98108		
1	OH		Pearson Park	Pearson Park Oregon, OH 43606		
1						
1	WV		Grispin Golf Course (at Oglebay Resort)	Grispin Golf Course (at Oglebay Resort) Wheeling, WV 26003		
1	CO	Denver	Wash Park	Wash Park Denver, CO		
1	MO		Countryside Cross Country Course	Countryside Cross Country Course Kirksville, MO 63501		
1						
1	TN		Hillsdale Baptist Family Life Center	Hillsdale Baptist Family Life Center Clarksville, TN 37043		
1	CA		Folsom Lake College	Folsom Lake College Folsom, CA 95630		
1						
1						
1						
1						
1	NJ		Garret Mountain	Garret Mountain Woodland Park, NJ 07424		
1	MI		Gracewil Golf Course	Gracewil Golf Course Grand Rapids, MI 49544		
1						
1						
1	OK	Lawton	Big Green Soccer Complez	Big Green Soccer Complez Lawton, OK		
1	NH		Bow High	Bow High Bow, NH 03304		
1	IL		Detweiller Pakr	Detweiller Pakr Peoria, IL 61615		
1						
1	PR		UPR Recinto Rio Piedras	UPR Recinto Rio Piedras San Juan, PR 00975		
1						
1						
1	NH	Conord	St. Pauls School	St. Pauls School Conord, NH		
1			Cattails Golf Course	Cattails Golf Course Alamosa, CO CO		
1	WA		CHAMBER CREEK REGIONAL PARK	CHAMBER CREEK REGIONAL PARK UNIVERSITY PLACE, WA 98466		
1	IA		Southeast Polk HS, Pleasent Hill, IA	Southeast Polk HS, Pleasent Hill, IA Pleasant Hill, IA 50237		
1	SD		Moccasin Creek Soccer Complex	Moccasin Creek Soccer Complex Aberdeen, SD 57401		
1	ND		McDowell Dam Recreation Area	McDowell Dam Recreation Area Bismarck, ND 58501		
1	IN	Salem	Salem	Salem Salem, IN		
1	MO		Allison Sports Complex	Allison Sports Complex Springfield, MO 65802		
1						
1						
1						
1	NY	Rosendale	Williams Lake	Williams Lake Rosendale, NY		
1	NC	Mount Olive	Mount Olive	Mount Olive Mount Olive, NC		
1	IN	Albion	Central Noble	Central Noble 302 Cougar Court Albion, IN		
1						
1						
1	FL		Cardinal Newman	Cardinal Newman West Palm Beach, FL 33409		
1						
1	FL		South Country Regional Park	South Country Regional Park Boca Raton, FL 34986		
1	MA		Franklin Park	Franklin Park 1 Franklini Park Dr Boston, MA 02131		
1	WA		Lower Woodland Park	Lower Woodland Park Seattle, WA 98117		
1						
1						
1	VA		Elizabeth Campus	Elizabeth Campus Salem, VA 24153		
1	NC		Ivey M. Redmon Sport Complex	Ivey M. Redmon Sport Complex Kernersville, NC 27262		
1						
1						
1						
1	CT		Yale Golf Course	Yale Golf Course New Haven, CT 06042		
1	NH		Franklin Pierce University	Franklin Pierce University Hopkinton Town Library 61 Houston Fields Hopkinton, NH 03229		
1						
1	OH		Bowling Green XC Course	Bowling Green XC Course 1610 Stadium Drive Bowling Green, OH 43403		
1						
1	IN		The Farm	The Farm - Taylor XC Course Upland, IN 46989		
1						
1						
1						
1						
1	NH		Belmont	Belmont NH, NH 03220		
1	IL		Channahon Community Park	Channahon Community Park Channahon, IL 60435		
1	IN		Eastbrook HS	Eastbrook HS Marion, IN 46953		
1						
1						
1						
1	WI		The Run for Down Under	The Run for Down Under Marquette, WI 49855		
1						
1						
1						
1	WI		CVC Nordic Championship	CVC Nordic Championship Marquette, WI 49855		
1						
1						
1	IN		Franke Park	Franke Park 8021 Arlington Park Blvd Fort Wayne, IN 46835		
1	FL		Plantation Heritage	Plantation Heritage Plantation, FL 33317		
1	FL		Eagle Springs Golf Course	Eagle Springs Golf Course 555 Walton Road Defuniak Springs, FL 32312		
1	FL		Middleburg High School	Middleburg High School Middleburg, FL 32068		
1	PA	Dunmore	PSU-Scranton	PSU-Scranton Dunmore, PA		
1	FL		Holloway Park	Holloway Park Lakeland, FL 33606		
1						
1						
1	FL		St. Joseph Golf Club XC Course	St. Joseph Golf Club XC Course Port St. Joe, FL 32456		
1	MN		Winthrop Gold Course	Winthrop Gold Course Winthrop, MN 55396		
1						
1						
1	PA	Middletown	Bryn Athyn	Bryn Athyn Middletown, PA		
1	NY		Alfred University	Alfred University Alfred, NY 14802		
1	NH		Dublin School	Dublin School 18 Lehmann Way Dublin, NH 04071		
1						
1	MN		Carleton Aboretum	Carleton Aboretum Northfield, MN 55057		
1						
1						
1						
1	FL		Bayshore High School	Bayshore High School Bradenton, FL 34210		
1	NH		Alvirne High School	Alvirne High School 200 Derry Rd., Rte. 102 Hill House XC Course - Hudson, NH 03051		
1	PA		Lincoln University	Lincoln University Lincoln University, PA 19352		
1	FL	Riverview	Spoto High School	Spoto High School Riverview, FL		
1	FL		Oleta River State  Park	Oleta River State Park 16001 West SR-84 North Miami Beach, FL		
1	FL		CB Smith Park	CB Smith Park Pembroker Pines , FL 33028		
1	NY		Tompkins Cortland Community College	Tompkins Cortland Community College Dryden, NY 13053		
1						
1	NH		BHS	BHS Belmont, NH 03220		
1						
1	NY	Colonie	The Crossing of Colonie	The Crossing of Colonie Colonie, NY		
1	NJ		The College of New Jersey	The College of New Jersey Ewing, NJ 08628		
1						
1	FL		Larry & Penny Thompson Park	Larry & Penny Thompson Park Miami, FL 33196		
1	LA	New Orleans	New Orleans Lake Front	New Orleans Lake Front New Orleans, LA		
1	FL		Santa Fe College	Santa Fe College Gainesville, FL 32606		
1						
1						
1						
1						
1						
1						
1						
1						
1	PA		Mingo Park	Mingo Park Finleyville, PA 15301		
1	NJ		Oak Ridge Park	Oak Ridge Park Clark, NJ 07066		
1	GA		Nash Battlefield Farm	Nash Battlefield Farm Hampton, GA 30322		
1	NY		Van Cortlandt Park	Van Cortlandt Park New York, NY 10471		
1						
1	FL	West Palm Beach	King's Academy	King's Academy West Palm Beach, FL		
1						
1	PA		LaRoche Campus	LaRoche Campus Pittsburgh, PA 15237		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	IL		Lewis XC Course	Lewis XC Course Romeoville, IL 63044		
1						
1			Cedar Ridge Golf Course	Cedar Ridge Golf Course Cedar City, UT UT		
1						
1						
1						
1						
1						
1						
1						
1						
1	OH		Hill Crest Golf Club	Hill Crest Golf Club 800 W. Bigelow Ave Findlay, OH 45840		
1						
1	OH		Walsh University	Walsh University 2020 East Maple Street North Canton, OH 44720		
1						
1						
1						
1						
1	WI		Concordia University	Concordia University - Wisconsin 12800 N. Lake Shore Dr Mequon, WI 53097		
1						
1	FL		University of West Florida	University of West Florida Pensacola, FL 32514		
1	FL		Florida Atlantic	Florida Atlantic 12551 Glades Rd Boca Raton, FL 33431		
1						
