# n_meets	state	city	venue_name	location_raw	gps_lat	gps_long   (fill the last two with your geocoder)
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	WI		Stanford Golf Course	Stanford Golf Course Marquette, WI 49855		
1	WI		2006 USATF Region7	2006 USATF Region7 Marquette, WI 49855		
1	WI		Portage Warrior Challenge	Portage Warrior Challenge , WI		
1	WA		Runners Soul Valley XC Classic	Runners Soul Valley XC Classic , WA		
1	WI		Kendall Soccer Park	Kendall Soccer Park Marquette, WI 49855		
1	AZ		ACCAC Conference Championships	ACCAC Conference Championships , AZ		
1						
1	MI		Currie Golf Course	Currie Golf Course Midland, MI 48640		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	WI		Long Beach	Long Beach 4901 Carson Street Marquette, WI 49855		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	SC		SC State University	SC State University Orangeburg , SC 29117		
1	VA		HumanKind Campus	HumanKind Campus 151 Linden Avenue Lynchburg, VA 24503		
1						
1						
1						
1						
1	NY		Hamilton College Cross-Country Course	Hamilton College Cross-Country Course 2400 N Gemini Rd Clinton, NY 13323		
1	AK		South Alabama	South Alabama Mobile, AK 36608		
1	OR		Ash Creek Preserve	Ash Creek Preserve Monmouth, OR 97351		
1	AL		South Alabama	South Alabama Mobile, AL 12345		
1	CT		Stanley Quarter Park	Stanley Quarter Park New Britain, CT 06051		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TN	Nashville	Percy Warner State Park	Percy Warner State Park Nashville, TN		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	HI		Naniloa Golf Course	Naniloa Golf Course Hilo, HI 12345		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	IA		Lakeside Municipal Golf Course	Lakeside Municipal Golf Course Fort Dodge, IA 50428		
1	MD		Hereford High School	Hereford High School Parkton, MD 21120		
1						
1						
1	NY		Sunken Meadow State Park	Sunken Meadow State Park Kings Point, NY 11754		
1						
1	CA		Speedway Meadows, Golden Gate Park	Speedway Meadows, Golden Gate Park San Francisco, CA 94118		
1	CA		Pasadena Rose Bowl	Pasadena Rose Bowl Pasadena, CA 90210		
1	PA		Penn State Abington Cross-Country Course	Penn State Abington Cross-Country Course Huntington Valley, PA 19006		
1	MD		Jericho Park	Jericho Park Bowie, MD 20717		
1	IL		UI-Springfield	UI-Springfield Springfield, IL 62703		
1	DE		Delaware State Complex	Delaware State Complex Dover, DE 19901		
1	TN		Vaughn's Gap @ Percy Warner Park	Vaughn's Gap @ Percy Warner Park 7311 TN-100 Nashville, TN 37221		
1						
1						
1						
1						
1						
1						
1	TX		Chamizal Memorial National Park	Chamizal Memorial National Park El Paso, TX 79905		
1			Pella, IA	Pella, IA - Central XC Course Pella, Iowa 50219		
1						
1						
1	TN		Percy Warner State Park	Percy Warner State Park Nashville, TN 00000		
1						
1						
1	NC		Al Buehler Trail	Al Buehler Trail Durham, NC 12345		
1						
1	MD		Goucher College, Towson, MD	Goucher College, Towson, MD Towson, MD 21204		
1	FL		University of  Central Florida	University of Central Florida Orlando, FL 32825		
1						
1	PA		Foundation Field, Lock Haven University	Foundation Field, Lock Haven University Havenview Drive Lock Haven, PA 17745		
1						
1	TX		Texas-Tyler	Texas-Tyler Tyler, TX 75707		
1	TX		Lynn Creek Park	Lynn Creek Park Grand Prairie, TX 75052		
1						
1	PA		Haverford College	Haverford College Haverford, PA 19010		
1	OR		Ash Creek Preserve	Ash Creek Preserve Church St West Monmouth, OR 97361		
1	NC		Forest Hill Park	Forest Hill Park 1639 University Dr Durham, NC 27707		
1	PA		Cross Country Course	Cross Country Course Lincoln, PA 19352		
1						
1						
1						
1						
1	NY		LIU  Post	LIU Post Brookville, NY 11764		
1	SC		Furman University	Furman University Greenville, SC 29613		
1						
1						
1						
1						
1						
1	FL		Sydney Dover Trails, FL	Sydney Dover Trails, FL Valrico, FL 33594		
1	SC		Laurel Hill Plantation	Laurel Hill Plantation Mount Pleasant, SC 29465		
1	NC		WCU, Cullowhee, NC	WCU, Cullowhee, NC Cullowhee, NC 28723		
1	CA		Pasadena Rose Bowl	Pasadena Rose Bowl pasadena, CA 91103		
1	VA		Eastern State	Eastern State Williamsburg, VA 23185		
1	OR		Willamette Mission State Park	Willamette Mission State Park Brooks, OR 97330		
1	LA		Chennault Airpark	Chennault Airpark 4500 Chennault Pkwy Lake Charles, LA 70615		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	MO		Central Fields	Central Fields - Forest Park St. Louis, MO 63110		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	MN		Wapicada Golf Course	Wapicada Golf Course Sauk Rapids, MN 55441		
1	WA		Pacific Lutheran	Pacific Lutheran TACOMA, WA 98447		
1	PA	Bryn Athyn	Bryn Athyn Cross-Country Course	Bryn Athyn Cross-Country Course Bryn Athyn, PA		
1	KY		Admiral Stadium XC Course	Admiral Stadium XC Course Danville, KY 40422		
1						
1	OH		Bowling Green, OH 43403	Bowling Green, OH 43403		
1	DE		Carousel Park, Wilmingon, DE	Carousel Park, Wilmingon, DE Wilmington, DE 19808		
1	IL		Weibring Golf Course	Weibring Golf Course Normail, IL 61790		
1	WA		Lower Woodland Park	Lower Woodland Park 1000 N 50th St Seattle, WA 98103		
1						
1						
1	NH	HENNIKER	New England College	New England College HENNIKER, NH		
1	NM		UNM North Golf Course	UNM North Golf Course Albuquerque, NM 87131		
1	PA		Union Canal Tunnel Park	Union Canal Tunnel Park Lebanon , PA 17003		
1	TN		Carson Newman	Carson Newman Jefferson City, TN 37760		
1						
1	NY		SUNY New Paltz	SUNY New Paltz New Paltz, NY 12345		
1	MI		Turkeyville Farm	Turkeyville Farm 18935 15 1/2 Mile Rd Marshall, MI 49068		
1	MD		Stevenson University	Stevenson University 1525 Greenspring Valley Rd Stevenson, MD 21153		
1	MD		Stevenson XC Course	Stevenson XC Course Stevenson, MD 21153		
1						
1	IN		Angel Mounds State Historic Site	Angel Mounds State Historic Site 8215 Pollack Ave Evansville, IN 47715		
1	IL		Hillsboro Golf Course	Hillsboro Golf Course Hillsboro, IL 63132		
1	MD		Jefferson Patterson Park & Museum	Jefferson Patterson Park & Museum St. Leonard, MD 20685		
1	MI	Milford	Kensington Metro Park	Kensington Metro Park Milford, MI		
1	KY		Wasioto Winds Golf Course, Pineville, KY	Wasioto Winds Golf Course, Pineville, KY Pineville, KY 40977		
1	NJ		Deer Path Park	Deer Path Park Flemington , NJ 07430		
1	MT		Hickory Swing Golf Course	Hickory Swing Golf Course UP, 1301 20th Street South Great Falls, MT 59405		
1						
1						
1						
1						
1	MO		Fountain Bluff Sports Complex	Fountain Bluff Sports Complex 2200 Old State Hwy 210 Liberty, MO 64068		
1	MS		Tatum Park	Tatum Park Hattisburg, MS 39401		
1	CA		www.finishedresults.com	www.finishedresults.com Riverside, CA 92521		
1	MN		St. Olaf College Cross-Country Course	St. Olaf College Cross-Country Course Northfield, MN 55057		
1	IA		Grinnell Country Club	Grinnell Country Club - Grinnell College Grinnell, IA 50112		
1	VT		Casleton College Cross-Country Course	Casleton College Cross-Country Course Casleton, VT 12345		
1	NY		Field of Dreams Cross Country Course	Field of Dreams Cross Country Course One Willard Avenue Houghton, NY 14744		
1						
1						
1	AL		Harry Pritchett Course, Tuscaloosa, Alabama	Harry Pritchett Course, Tuscaloosa, Alabama Tuscaloosa, AL 35487		
1	CT		Central Connecticut	Central Connecticut New Britain, CT 06051		
1						
1						
1						
1	IN		IU East Cross Country Course	IU East Cross Country Course Richmond, IN 12345		
1	AK		Alaska Fairbanks	Alaska Fairbanks Fairbanks, AK 99795		
1	TX		Camp Perkins Boy Scouts of America	Camp Perkins Boy Scouts of America Wichita Falls, TX 76305		
1	OR		McIver Park	McIver Park Estacada, OR 97219		
1						
1						
1						
1						
1			Franklin Park	Franklin Park Boston , MA 2124		
1	PR		U.P.R. Cayey	U.P.R. Cayey Avenida Antonio R. Barcelo 205 Cayey, PR 00736		
1						
1						
1						
1						
1						
1	OK		OSU Cross Country Course	OSU Cross Country Course Stillwater, OK 74075		
1						
1	NJ		Stockton University	Stockton University 101 Vera King Farris Drive Galloway, NJ 08205		
1	CA		Cal State San Marcos Campus	Cal State San Marcos Campus San Diego, CA 92096		
1	NH		ALLWell North	ALLWell North Holderness, NH 03245		
1						
1						
1	MN		Augsburg	Augsburg Minneapolis, MN 55454		
1	LA	City Not Supplied	New Orleans Lakefront	New Orleans Lakefront City Not Supplied, LA		
1	SC		Furman University Golf Course	Furman University Golf Course Greenville, SC 29613		
1	WV		Meadowood Park	Meadowood Park Tornado, WV 25202		
1	SC		Matthews Industrial Park	Matthews Industrial Park Santee, SC 29117		
1	SC	Columbia	Columbia International University	Columbia International University Columbia, SC		
1	MN		Como Park Golf Course	Como Park Golf Course St. Paul, MN 55105		
1						
1	MI		Albion College X-C Course (Tomac Woods Golf Course)	Albion College X-C Course (Tomac Woods Golf Course) Albion, MI 49224		
1	TX		River Creek Golf Course	River Creek Golf Course Wichita Falls, TX 76308		
1	CA		University of Redlands Cross Country Course	University of Redlands Cross Country Course 1200 East Colton Avenue Redlands, CA 92373		
1						
1	VA		Buena Vista Golf Course	Buena Vista Golf Course 100 Vista Links Drive Buena Vista, VA 24416		
1						
1	PA		Standing Stone Golf Course	Standing Stone Golf Course Huntingdon, PA 99999		
1	OH		Case Western	Case Western Cleveland, OH 44106		
1	FL		Mark Bostic Golf Course, UF	Mark Bostic Golf Course, UF Gainesville, FL 11111		
1	PA		Carrie Blast Furnace	Carrie Blast Furnace Rankin, PA 15260		
1	OH		Butler Campus	Butler Campus - Laurel School Butler Campus-Laurel School- 7420 Fairmount Rd Novelty, OH 44072		
1	WA		St Martins College	St Martins College 5000 Abbey Way SE Lacey, WA 98503		
1						
1	PA		Roadman Park-California	Roadman Park-California California, PA 15417		
1	SC		Hackler Course (college) and Recreation Fields (HS)	Hackler Course (college) and Recreation Fields (HS) 3000 Downs Blvd. Conway, SC 29526		
1	VA	City Not Supplied	Venue Not Supplied	Venue Not Supplied City Not Supplied, VA		
1	GA		Georgia International Horse Park	Georgia International Horse Park Conyers, GA 30013		
1						
1						
1	WA		Colfax Golf Club	Colfax Golf Club Colfax, WA 99163		
1	VT		Johnson State	Johnson State Johnson, VT 05656		
1	TX		Wee-Chi-Tah Mtn. Bike Trail	Wee-Chi-Tah Mtn. Bike Trail 111. N. Burnett Wichita Falls, TX 76310		
1						
1						
1	BC	Victoria	Beacon Hill Park XC Course	Beacon Hill Park XC Course Victoria, BC		
1	NJ		Deer Path Park	Deer Path Park Flemington, NJ 08882		
1	TX		LeTourneau Trails	LeTourneau Trails Longview, TX 75607		
1	OK		Alva Golf & Country Club	Alva Golf & Country Club Alva, OK 73717		
1						
1	IN		Hanover Cross Country Course	Hanover Cross Country Course Hanover, IN 47374		
1	TX		Pecan Park	Pecan Park 712 Hayter St Nacogdoches, TX 75961		
1	MI		South Course @ Hudson Mills Metropark	South Course @ Hudson Mills Metropark Dexter, MI 48130		
1	PA	City Not Supplied	St. Vincent	St. Vincent City Not Supplied, PA		
1	MN		Concordia College	Concordia College Moorhead, MN 56562		
1	OH		Ohio Christian University	Ohio Christian University 1476 Lancaster Pike Circleville, OH 43113		
1	VA		Virginia Tech	Virginia Tech Blacksburg, VA 24060		
1						
1	WI	La Crosse	Pettibone Park	Pettibone Park - La Crosse, WI		
1			Valley Center Golf Course	Valley Center Golf Course Valley Center, Kansas 67070		
1	ND		Rose Creek Golf Course	Rose Creek Golf Course Fargo, ND 58105		
1	NY		Stony Brook University	Stony Brook University Stony Brook Stony Brook, NY 11764		
1	IN		Blue River CC Venue, Blue River Memorial Park	Blue River CC Venue, Blue River Memorial Park Shelbyville, IN 46176		
1	WA		Apple Ridge Run Cross Country Course	Apple Ridge Run Cross Country Course Yakima, WA 98926		
1	FL		UCF Campus	UCF Campus Orlando, FL 11111		
1						
1	PA		Gettysburg Cross Country Course	Gettysburg Cross Country Course Gettysburg, PA 17325		
1						
1	CA		Riverside Course	Riverside Course Riverside, CA 92506		
1	SC		Erskine College	Erskine College 20 North Main St Due West, SC 29639		
1	WA		Jafferson Golf Course	Jafferson Golf Course Saettle, WA 98108		
1	KS		Kansas Veteran's Home	Kansas Veteran's Home Winfield, KS 67019		
1	PA		Schenley Park, Pittsburgh, PA	Schenley Park, Pittsburgh, PA Pittsburgh, PA 15222		
1	MI		Hope College X-C Course (Hope College)	Hope College X-C Course (Hope College) Holland, MI 49424		
1	GA		Mount Zion Baptist Church	Mount Zion Baptist Church 7102 Mt Zion Blvd Jonesboro, GA 30236		
1			Edmond Santa Fe HS	Edmond Santa Fe HS Edmond, OK, Oklahoma 73160		
1	MI		Hudson Mills Metropark	Hudson Mills Metropark 8801 N Territorial Rd Dexter, MI 48103		
1	SC		Milliken	Milliken 920 Milliken Rd Spartanburg, SC 29303		
1	NY	Latham	The Crossings	The Crossings Latham, NY		
1	GA		Flint Farm	Flint Farm Waleska, GA 30183		
1	TN		Camp Jordan	Camp Jordan 323 Camp Jordan Parkway Chattanooga, TN 37412		
1	CT		University of St. Joseph	University of St. Joseph West Hartford, CT 06117		
1	WI		Colburn Park	Colburn Park Green Bay, WI 54304		
1	TN		Milligan College	Milligan College Milligan College, TN 37682		
1	WV		Cedar Creek State Park	Cedar Creek State Park 200 High St. Glenville, WV 26351		
1	WI		Lake Breeze Golf Course	Lake Breeze Golf Course Oshkosh, WI 00000		
1	PA		Reservoir Park	Reservoir Park York, PA 17403		
1	NY		St. Lawrence Univeristy	St. Lawrence Univeristy Canton, NY 13617		
1						
1						
1						
1	VA		Eastern State	Eastern State Williamsburg, VA 23188		
1	TX		Williamson County Park	Williamson County Park Leander, TX 78641		
1						
1	GA		Albany State University	Albany State University Albany, GA 31701		
1	NJ		Branch Brook Park, Newark	Branch Brook Park, Newark Newark, NJ 07102		
1	SC	Newberry	Newberry XC Course	Newberry XC Course Newberry, SC		
1	TX		Southeast Metropolitan Park	Southeast Metropolitan Park Austin, TX 78746		
1	MI		Shepherd High School	Shepherd High School 321 S 4th St. Shepherd, MI 48883		
1	MI		Eastern Michigan	Eastern Michigan Ypsilanti, MI 48197		
1	PA	Montdale	Lakeland High School	Lakeland High School Montdale, PA		
1						
1						
1						
1	MD		Goucher College XC Course	Goucher College XC Course Towson, MD 21402		
1	NH		Hopkinton Fairgrounds	Hopkinton Fairgrounds Hopkinton, NH 03229		
1	TX		UTD Golf Facility Cross-Country Course	UTD Golf Facility Cross-Country Course Richardson, TX 75080		
1	NY		Fredonia State College	Fredonia State College Fredonia, NY 14063		
1	PA		Baker Field	Baker Field Millersville, PA 17551		
1	PA		Edinboro Universtiy	Edinboro Universtiy Edinboro, PA 16412		
1	KS		Cessna Activity	Cessna Activity Wichita, KS 67218		
1	VA		Bluefield	Bluefield 1780 Stadium Drive Bluefield, VA 24605		
1	IN	Hammond	Purdue Northwest	Purdue Northwest Hammond, IN		
1	AZ		Silverlake Park	Silverlake Park 2420 S Kino Pkwy Tucson, AZ 85713		
1						
1	NH		Bow High School	Bow High School , NH		
1						
1	VA		Mary Baldwin	Mary Baldwin 100 Baldwin Blvd. Fishersville, VA 22939		
1	WA		Chambers Bay Central Meadow	Chambers Bay Central Meadow University Place, Washington, WA 98195		
1						
1	MD	McHenry	Garrett College	Garrett College McHenry, MD		
1			Elvin R. King XC Course	Elvin R. King XC Course Cedarville, Ohio 45314		
1	FL	Lehigh Acres	Lehigh High School	Lehigh High School Lehigh Acres, FL		
1	WI		Reid Gold Course	Reid Gold Course Appleton, WI 00000		
1	NJ		Branch Brook Park	Branch Brook Park Branch Brook Park Newark, NJ 07104		
1	FL		Clay HS	Clay HS Green Cove Springs, FL 32043		
1	MT	Dillon	Beaverhead Golf Course	Beaverhead Golf Course Dillon, MT		
1	VA		Mary Baldwin	Mary Baldwin Staunton, VA 24401		
1	WA		Apple Ridge	Apple Ridge Yakima, WA 98926		
1	SD		Eureka Trail	Eureka Trail 125 TN-307 Athens, SD 37303		
1	TX		Rice University	Rice University Houston, TX 77251		
1	HI		Central Oahu Regional Park	Central Oahu Regional Park Waipahu, HI 96816		
1	NY		Sunken Meadow State Park	Sunken Meadow State Park Sunken Meadow State Park Kings Park, NY 11754		
1	MO		Jefferson Barracks Park	Jefferson Barracks Park St. Louis, MO 63125		
1	WA		Chambers Creek Regional Park	Chambers Creek Regional Park University Place, WA 98467		
1						
1	MN		MSU Moorhead Campus	MSU Moorhead Campus Moorhead, MN 56560		
1	FL	Spring Hill	Springstead	Springstead Spring Hill, FL		
1						
1	DE	Wilmington	Carousel State Park	Carousel State Park Wilmington, DE		
1	PA		Gettysburg College cross-country course	Gettysburg College cross-country course 300 N Washington St Gettysburg, PA 17325		
1	FL		Matanzas XC Course	Matanzas XC Course Flagler, FL 32137		
1	WA		Wandermere Golf Course	Wandermere Golf Course Spokane, WA 99208		
1						
1	GA	Augusta	Augusta Canal Towpath	Augusta Canal Towpath Augusta, GA		
1	FL	Fern Park	Knights CX Course	Knights CX Course Fern Park, FL		
1	NM		WTC Cross Country Course	WTC Cross Country Course Hobbs, NM 88240		
1	PA		Pleasant Ridge Park XC Course	Pleasant Ridge Park XC Course Girard, PA 16417		
1	FL	North Port	North Port XC Course	North Port XC Course North Port, FL		
1	FL		Kelly Road Park	Kelly Road Park Ft. Myers, FL 33908		
1	FL	Starke	Bradford Middle School	Bradford Middle School Starke, FL		
1	FL		Palmetto Ridge HS	Palmetto Ridge HS Naples, FL 34116		
1	FL		Oak Ridge FL	Oak Ridge FL Naples , FL 32809		
1	FL		Mandarin	Mandarin Jax, FL 32258		
1	FL		Cecil Field	Cecil Field Jacksonville , FL 32720		
1	TN		Camp Jordan	Camp Jordan East Ridge, TN 37412		
1						
1	FL	Brooksville	Sand hii Boys Scout Reservation	Sand hii Boys Scout Reservation Brooksville, FL		
1	FL	Altamonte Springs	Forest City XC Course	Forest City XC Course Altamonte Springs, FL		
1	FL	Lecanto	Lecanto High	Lecanto High Lecanto, FL		
1						
1	FL		South Lake High School	South Lake High School Groveland, FL 34715		
1	AL		Alabama	Alabama Tuscaloosa, AL 35487		
1						
1	IN		Madison High School	Madison High School Madison, IN 47250		
1	FL		Tradewinds Park	Tradewinds Park Coral Springs, FL 33073		
1	FL		Julington-Durbin Trails	Julington-Durbin Trails Jacksonville, FL 32258		
1	ID	Eagle	Eagle Island State Park	Eagle Island State Park Eagle, ID		
1	FL		Clearwater Catholic	Clearwater Catholic Clearwater, FL 34260		
1	FL	Dunedin	Dunedin, FL	Dunedin, FL		
1	NH		Safford Park	Safford Park 247 Monadnock Highway Swanzey, NH 03446		
1	IL	Elsah	Principia North Farm	Principia North Farm Elsah, IL		
1	TX	Wheeler	Tom Britt Memorial Park	Tom Britt Memorial Park Wheeler, TX		
1	TN		Skyhawk Runway Trail	Skyhawk Runway Trail Host: UT-Martin Martin, TN 38238		
1	PA		Lancaster Bible College	Lancaster Bible College Lancaster, PA 17608		
1	FL	Brooksville	Lake McKethan Lake	Lake McKethan Lake Brooksville, FL		
1	FL		Palmer Trinity Main Field	Palmer Trinity Main Field 7900 SW 176 Street Palmetto Bay, FL 33157		
1	FL		Wiregrass Ranch	Wiregrass Ranch 2909 Mansfield Blvd Wesley Chapel, FL 33543		
1	AR		Pollardâ€™s Field	Pollardâ€™s Field 2000 W Villa View Dr. Siloam Springs, AR 72761		
1	MI		Northwood Univ	Northwood Univ MIdland, MI 48640		
1						
1	NH		PCA	PCA 1 Seaborne Drive Dover, NH 03820		
1	FL	Naples	St. Ann's Naples	St. Ann's Naples Naples, FL		
1			William Jessup	William Jessup Rocklin, CA 9		
1						
1	FL		Pace HS	Pace HS Pace, FL 32533		
1						
1	FL		Ashton Brosnaham Park	Ashton Brosnaham Park Pensacola, FL 32533		
1	FL		Cardianl Newman	Cardianl Newman WPB, FL 33409		
1	FL		Florida Deaf	Florida Deaf Anastasia Island, St. Augustine, FL 32084		
1	FL	Santa Rosa Beach	Emerald Coast Middle School	Emerald Coast Middle School Santa Rosa Beach, FL		
1	FL		Tohopekaliga HS	Tohopekaliga HS 3675 Boggy Creek Rd Kissimmee, FL 34744		
1	FL		St. John Paul II Catholic School	St. John Paul II Catholic School 5100 Terrebone Drive Tallahassee, FL 32312		
1	IN		Caston	Caston P.O. Box128 Lakeville, IN 46931		
1	FL		Carney Island Recreation & Conservation Area	Carney Island Recreation & Conservation Area 13275 SE 115th Ave Ocklawaha, FL 32179		
1	FL		Taylor Park	Taylor Park 100 East Washington Avenue Largo, FL 32180		
1	IL		UIS XC Course	UIS XC Course Springfield, IL 62703		
1	IN		Tippecanoe County Amphitheater Park	Tippecanoe County Amphitheater Park Lafayette, IN 47905		
1	NH		Kingswood Regional High School	Kingswood Regional High School 396 South Main St. Abenaki Ski Area - Wolfeboro, NH 03894		
1	IN	Veedersburg	Fountain Central	Fountain Central Veedersburg, IN		
1						
1	FL		3Y Ranch	3Y Ranch Crawfordville, FL 32327		
1	FL	Key West	Sombrero Beach	Sombrero Beach Key West, FL		
1	NH	Goffstown	St. Anselm	St. Anselm Goffstown, NH		
1	TN		Freed-Hardeman	Freed-Hardeman Henderson, TN 38340		
1	PA		Lancaster County Central Park	Lancaster County Central Park 1049 Rockford Rd. Lancaster, PA 17602		
1	FL	Tampa	Mary Help Christian	Mary Help Christian Tampa, FL		
1	FL		Brown & Brown Farms	Brown & Brown Farms 13940 US 301 Oxford, FL 34484		
1			Sarasota Military Academy	Sarasota Military Academy 3101 Bethel Ln Sarasota, FL 3424		
1	FL		Pirate XC Course	Pirate XC Course 3535 Old Kings Rd N Flagler, FL 32137		
1	FL		Lake Mckethan	Lake Mckethan Brooksville, FL 34601		
1	FL		Classical Academy 2025	Classical Academy 2025 Sarasota, FL 34241		
1	IL		Channahon Community Park	Channahon Community Park 23400 W McClintock Rd Channahon, IL 60410		
1	TN	Harriman	Roane State	Roane State Harriman, TN		
1	FL		Largo HS	Largo HS Largo, FL 34640		
1	FL		Heritage Park & Gardens	Heritage Park & Gardens 1004 Helvenston St SE Live Oak, FL 34741		
1	FL		Phipps Park	Phipps Park 1775 Miller Landing Road Tallahassee, FL 32312		
1	FL	Lehigh Acres	Lehigh High School	Lehigh High School 801 Gunnery Road Lehigh Acres, FL		
1	IN		Huntington Univ.	Huntington Univ. 1300 Green Road Huntington, IN 46774		
1	NY	New York	CCNY	CCNY New York, NY		
1	NH		NHTI	NHTI Concord, NH 03824		
1	IN	Williamsport	Courthourse	Courthourse Williamsport, IN		
1						
1	FL	Lake City	Alligator Park	Alligator Park Lake City, FL		
1	FL		Warrior XC Course	Warrior XC Course Winter Garden, FL 34787		
1	ID		NW Nazarene	NW Nazarene 28 S Midland Blvd Nampa, ID 83686		
1	IN		North Miami High School	North Miami High School 394 E 900N Denver, IN 46926		
1						
1	CA		Woodward Park	Woodward Park 1101 E. University Avenue Fresno, CA 93741		
1	IL		North Central College @ St.James Fram	North Central College @ St.James Fram 2S541 Winfield Rd Chicago, IL 60625		
1	KS		Fun Valley	Fun Valley 1300 North Plum Hutchinson, KS 67501		
1	NY	New York	John Jay	John Jay New York, NY		
1	NY		Murphy Field Cross Country Course	Murphy Field Cross Country Course Rochester, NY 14618		
1	WY		Central Wyoming College	Central Wyoming College , WY		
1	FL		Matanzas	Matanzas 3535 Old Kings Rd N Palm Coast, FL 32137		
1	LA		LSU	LSU P.O. Box 25095 Baton Rouge, LA 70894		
1	FL		@ First Coast HS	@ First Coast HS Jacksonville, FL 32218		
1	IN		Big Walnut Sports Park	Big Walnut Sports Park 910 E Washington St. Greencastle, IN 46135		
1	FL		BP	BP Key West, FL 33040		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Venice HS	Venice HS Venice, FL 34285		
1						
1						
1	IN		Hanover College Cross Country Course	Hanover College Cross Country Course 500 S Gardner St Scottsburg, IN 47170		
1						
1						
1						
1	CA		Compton	Compton Wilson Park, CA 90221		
1			Veterans Home	Veterans Home - Grounds Winfield, Kansas 67156		
1						
1	VA		S/SE Regional Preview	S/SE Regional Preview Winchester, VA 22601		
1						
1						
1						
1	DC		Fort Dupont Park	Fort Dupont Park Washington, DC 20002		
1						
1	AR		UA Agri Farms	UA Agri Farms Fayetteville, AR 72701		
1						
1						
1	NH		Coe-Bron Northwood Academy	Coe-Bron Northwood Academy Northwood, NH 03261		
1						
1						
1						
1	MI		Cass Benton Park	Cass Benton Park Northville, MI 48167		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	PA		F&M XC Course	F&M XC Course Lancaster, PA 17604		
1						
1	MT		MSU	MSU Bozeman, MT 59717		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	MO		Frank E. Peters GC	Frank E. Peters GC Nevada, MO 65211		
1						
1						
1						
1	KS	Leonardville	Leonardville Golf Course	Leonardville Golf Course Leonardville, KS		
1	IN		Taylor University	Taylor University Uploand, IN 46989		
1	PA		Baker Campus	Baker Campus Lancaster, PA 17603		
1						
1	FL	Inverness	Whispereing Pines	Whispereing Pines Inverness , FL		
1						
1	FL		Wiregrass Ranch	Wiregrass Ranch Wesley Chapel, FL 33543		
1	TX		Kent Co. Golf Course	Kent Co. Golf Course Jayton, TX 79528		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TX		LAKE LONG	LAKE LONG AUTIN, TX 78701		
1						
1						
1						
1	KS		Rolling Hills	Rolling Hills McPherson, KS 67460		
1	NY		VCP	VCP Bronx, NY 10463		
1	OH	Kettering	Indian Ripple Park	Indian Ripple Park Kettering, OH		
1						
1						
1	IN		Tippecanoe Valley	Tippecanoe Valley Akron, IN 46910		
1						
1	IN		North Harrison High School	North Harrison High School 1070 Hwy 64 Ramsey, IN 47166		
1						
1						
1						
1						
1						
1						
1						
1						
1	KS		Silver Lake Jr. High	Silver Lake Jr. High Silver Lake, KS 66539		
1						
1						
1						
1	FL		Walsingham Park	Walsingham Park Largo, FL 32312		
1						
1						
1	OR		Lewis & Clark College	Lewis & Clark College Portland, OR 97219		
1						
1						
1						
1						
1						
1	TX		Kent Co. Golf Course	Kent Co. Golf Course Box 168 Jayton, TX 79528		
1						
1						
1						
1	NC		Western Carolina University	Western Carolina University 1 University Way Cullowhee, NC 28723		
1	AR	Clarksvile	Univeristy of the Ozarks Trails	Univeristy of the Ozarks Trails Clarksvile, AR		
1						
1						
1	TX		Collin Country Adventure Camp Anna, TX	Collin Country Adventure Camp Anna, TX Melissa, TX 75454		
1	MT		Dover Park	Dover Park Mary Ln Billings, MT 59105		
1						
1						
1						
1	AZ		Buffalo Park	Buffalo Park Flagstaff, AZ 86001		
1						
1						
1	KS	Wichita	Arkalon Park	Arkalon Park Wichita, KS		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	PA		Alumni Cross Country Course	Alumni Cross Country Course Haverford, PA 12345		
1						
1						
1						
1						
1						
1						
1						
1			College of Wooster Golf Course	College of Wooster Golf Course Wooster, OH 4691		
1						
1						
1						
1	TX	Leander	Old Settlers Park	Old Settlers Park Leander, TX		
1	IN		Highland HS	Highland HS 9135 Erie St. Highand, IN 46321		
1						
1						
1						
1	FL		Morgan Park	Morgan Park 1710 East Gibson Street Arcadia, FL 33821		
1						
