# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
anet	526794	1	33	-31.96	5.29	-21.9	
anet	33425	1	19	-38.55	7.54	-21.7	
anet	580895	1	13	-21.24	2.64	-14.3	
anet	643424	1	18	-21.69	4.16	-13.7	
anet	308334	1	20	+23.14	2.32	+13.0	
anet	623298	1	17	-24.42	7.15	-12.5	
anet	260130	1	12	+23.38	3.05	+12.1	
anet	41833	1	25	+23.68	4.70	+12.1	
anet	82735	2	19	+21.17	4.54	+10.6	
tfrrs	61487	None	105	-17.88	12.79	-10.2	
tfrrs	35985	None	22	-16.38	4.40	-10.1	
anet	67395	1	42	+19.81	6.36	+10.1	
tfrrs	73644	None	28	-15.36	3.64	-10.1	
tfrrs	54702	None	28	-15.73	4.50	-9.9	
tfrrs	38108	None	46	-14.87	5.02	-9.6	
anet	149289	1	16	+16.30	1.88	+9.5	
anet	60084	1	92	+15.77	3.05	+9.5	
tfrrs	18728	None	56	-14.87	6.20	-9.4	
tfrrs	20574	None	46	-13.72	3.29	-9.3	
anet	313708	1	50	+17.55	6.36	+9.3	
tfrrs	12877	None	22	-15.01	4.43	-9.2	
anet	129681	2	42	+16.54	4.75	+9.2	
anet	309068	1	22	-14.80	4.80	-8.9	
tfrrs	51829	None	61	-13.20	4.24	-8.8	
tfrrs	35340	None	50	-13.84	5.50	-8.8	
tfrrs	11633	None	60	-13.90	6.20	-8.8	
tfrrs	43609	None	75	-13.34	5.43	-8.8	
tfrrs	14048	None	73	-13.13	4.92	-8.7	
tfrrs	19948	None	50	-13.13	4.10	-8.7	
anet	142040	2	17	+15.29	2.71	+8.7	
tfrrs	57599	None	147	-12.62	4.59	-8.6	
tfrrs	51135	None	50	-12.75	3.46	-8.6	
tfrrs	4693	None	12	-13.37	2.72	-8.5	
tfrrs	38500	None	59	-13.15	5.51	-8.5	
tfrrs	49016	None	64	-12.87	4.99	-8.4	
tfrrs	39885	None	26	-13.84	4.80	-8.4	
tfrrs	76654	None	47	-13.03	4.83	-8.4	
tfrrs	19170	None	53	-12.84	4.64	-8.4	
tfrrs	18003	None	40	-12.43	3.02	-8.4	
tfrrs	93952	None	26	-12.79	3.25	-8.4	
tfrrs	87960	None	94	-12.44	4.76	-8.4	
tfrrs	50549	None	80	-12.39	4.32	-8.3	
tfrrs	43684	None	61	-12.45	4.20	-8.3	
tfrrs	88794	None	36	-13.11	4.75	-8.3	
anet	64369	1	71	+13.92	3.91	+8.2	
tfrrs	75595	None	12	-13.43	3.18	-8.2	
tfrrs	49770	None	31	-13.83	5.77	-8.2	
anet	166430	1	88	+13.51	2.86	+8.2	
tfrrs	9149	None	30	-12.92	4.36	-8.1	
anet	365131	1	116	-26.42	39.02	-8.1	
anet	423756	1	13	-14.76	4.71	-8.1	
tfrrs	40036	None	31	-12.86	4.36	-8.1	
tfrrs	50625	None	58	-12.30	4.38	-8.1	
tfrrs	48342	None	46	-12.25	3.76	-8.1	
tfrrs	14812	None	80	-12.50	5.92	-8.1	
tfrrs	14159	None	19	-13.63	4.51	-8.1	
tfrrs	96011	None	54	-13.42	7.17	-8.1	
tfrrs	10274	None	199	-11.89	5.64	-8.1	
tfrrs	18654	None	84	-11.93	4.04	-8.1	
anet	519936	1	25	+13.47	2.04	+8.1	
tfrrs	34649	None	38	-12.38	4.10	-8.0	
tfrrs	28955	None	49	-13.52	7.26	-8.0	
tfrrs	54743	None	36	-12.81	4.96	-8.0	
tfrrs	49115	None	58	-11.99	3.94	-8.0	
tfrrs	37414	None	107	-11.70	3.72	-8.0	
tfrrs	20768	None	24	-12.83	4.15	-8.0	
tfrrs	11211	None	13	-13.07	3.33	-8.0	
tfrrs	19949	None	77	-12.10	5.10	-8.0	
tfrrs	49139	None	36	-14.27	7.52	-8.0	
tfrrs	18084	None	32	-13.60	6.11	-8.0	
tfrrs	61433	None	46	-11.99	3.68	-8.0	
tfrrs	63198	None	39	-13.00	5.72	-7.9	
tfrrs	83313	None	39	-15.98	10.37	-7.9	
anet	517944	1	23	+14.55	3.98	+7.9	
tfrrs	51047	None	53	-12.21	4.75	-7.9	
tfrrs	53564	None	36	-12.70	4.99	-7.9	
tfrrs	18566	None	77	-12.05	5.27	-7.9	
tfrrs	37959	None	80	-12.32	6.39	-7.9	
tfrrs	35189	None	41	-12.21	4.33	-7.9	
tfrrs	61904	None	32	-12.69	4.81	-7.9	
tfrrs	32432	None	39	-11.70	2.83	-7.9	
tfrrs	37845	None	23	-13.25	4.91	-7.9	
anet	83456	1	89	+12.92	3.03	+7.8	
tfrrs	55845	None	47	-12.01	4.31	-7.8	
tfrrs	32829	None	33	-12.19	4.06	-7.8	
anet	443139	1	21	-17.57	9.38	-7.8	
tfrrs	43338	None	32	-12.34	4.32	-7.8	
tfrrs	35629	None	43	-12.08	4.45	-7.8	
tfrrs	66946	None	50	-12.25	5.31	-7.8	
anet	340920	1	14	+14.65	3.48	+7.8	
tfrrs	48995	None	36	-13.04	6.08	-7.8	
anet	142040	1	12	+15.13	3.61	+7.8	
tfrrs	19185	None	135	-11.36	3.93	-7.8	
tfrrs	82408	None	39	-11.69	3.37	-7.8	
anet	83681	1	38	+12.98	2.70	+7.7	
tfrrs	50285	None	42	-11.95	4.28	-7.7	
tfrrs	76652	None	52	-12.04	5.03	-7.7	
tfrrs	52027	None	111	-11.57	5.15	-7.7	
tfrrs	49375	None	48	-11.78	4.12	-7.7	
tfrrs	24912	None	374	-11.15	3.79	-7.7	
anet	125551	1	95	+12.76	3.48	+7.7	
tfrrs	44733	None	34	-12.15	4.39	-7.7	
tfrrs	48283	None	101	-11.59	5.31	-7.7	
tfrrs	75948	None	59	-12.46	6.68	-7.7	
tfrrs	241	None	61	-11.69	4.53	-7.7	
tfrrs	22200	None	18	-12.44	3.67	-7.7	
tfrrs	48425	None	38	-12.76	5.97	-7.7	
tfrrs	18082	None	33	-12.13	4.43	-7.7	
tfrrs	38060	None	16	-12.66	3.78	-7.7	
tfrrs	43573	None	130	-11.13	3.07	-7.7	
tfrrs	43048	None	46	-11.72	4.17	-7.7	
tfrrs	15634	None	19	-15.22	7.04	-7.6	
tfrrs	1401	None	44	-11.78	4.33	-7.6	
anet	134261	1	16	+14.59	3.93	+7.6	
tfrrs	14719	None	100	-11.49	5.24	-7.6	
tfrrs	31774	None	13	-12.69	3.50	-7.6	
tfrrs	44975	None	47	-12.10	5.36	-7.6	
tfrrs	16642	None	34	-14.35	8.26	-7.6	
tfrrs	27540	None	71	-11.60	4.95	-7.6	
tfrrs	43536	None	59	-11.78	5.11	-7.6	
anet	83674	1	81	+13.15	5.43	+7.6	
tfrrs	28828	None	20	-12.66	4.38	-7.6	
anet	585217	1	22	+19.02	8.47	+7.6	
tfrrs	83591	None	65	-11.43	4.26	-7.6	
anet	637115	10	12	-17.23	7.21	-7.6	
tfrrs	59268	None	216	-11.03	4.08	-7.6	
tfrrs	50063	None	78	-11.55	5.23	-7.6	
anet	446653	1	20	+13.90	3.78	+7.6	
anet	282721	1	112	+12.93	5.81	+7.6	
tfrrs	78632	None	86	-11.26	4.18	-7.6	
anet	619363	1	15	+13.68	3.05	+7.6	
tfrrs	52048	None	124	-11.14	4.35	-7.6	
tfrrs	49022	None	192	-10.96	3.40	-7.6	
tfrrs	6769	None	24	-11.75	3.41	-7.5	
tfrrs	11013	None	62	-12.43	7.34	-7.5	
tfrrs	13691	None	73	-11.70	5.79	-7.5	
tfrrs	21184	None	96	-11.08	3.55	-7.5	
tfrrs	61338	None	64	-11.23	3.67	-7.5	
tfrrs	9049	None	16	-12.87	4.28	-7.5	
tfrrs	53576	None	115	-11.28	5.33	-7.5	
tfrrs	52554	None	26	-12.55	5.01	-7.5	
tfrrs	13502	None	33	-12.57	5.70	-7.5	
anet	231053	1	15	-13.67	5.05	-7.5	
tfrrs	19052	None	27	-12.59	5.23	-7.5	
tfrrs	49519	None	34	-12.74	6.18	-7.5	
tfrrs	27348	None	71	-11.30	4.57	-7.5	
tfrrs	67365	None	42	-11.89	5.13	-7.5	
tfrrs	74808	None	23	-11.14	2.26	-7.5	
tfrrs	44329	None	28	-12.36	5.04	-7.5	
tfrrs	27088	None	66	-11.11	3.70	-7.4	
tfrrs	75989	None	25	-11.20	2.53	-7.4	
anet	422170	2	16	-13.12	4.73	-7.4	
tfrrs	27036	None	38	-11.58	4.29	-7.4	
tfrrs	39627	None	41	-11.03	2.84	-7.4	
tfrrs	10440	None	29	-11.65	3.95	-7.4	
tfrrs	46114	None	75	-11.40	5.50	-7.4	
tfrrs	33239	None	53	-11.69	5.47	-7.4	
anet	228535	4	28	-12.38	5.23	-7.4	
tfrrs	85040	None	29	-12.44	5.43	-7.4	
tfrrs	10438	None	24	-13.47	6.36	-7.4	
tfrrs	20392	None	53	-11.01	3.30	-7.4	
tfrrs	43939	None	47	-11.28	4.10	-7.4	
tfrrs	29578	None	367	-10.68	3.86	-7.4	
tfrrs	17513	None	34	-12.07	5.25	-7.4	
tfrrs	49372	None	25	-11.55	3.58	-7.4	
tfrrs	35088	None	87	-11.03	4.47	-7.4	
tfrrs	55498	None	13	-12.18	3.39	-7.4	
tfrrs	52036	None	58	-11.17	4.22	-7.4	
tfrrs	56198	None	74	-10.87	3.35	-7.4	
tfrrs	44560	None	57	-11.52	5.37	-7.4	
tfrrs	7337	None	215	-10.80	5.21	-7.3	
tfrrs	22232	None	93	-11.16	5.48	-7.3	
tfrrs	43317	None	33	-11.78	4.73	-7.3	
tfrrs	77674	None	19	-12.10	4.07	-7.3	
tfrrs	37315	None	55	-10.93	3.38	-7.3	
anet	266918	1	70	+12.41	4.36	+7.3	
tfrrs	10465	None	114	-11.18	6.33	-7.3	
tfrrs	22531	None	63	-11.17	4.66	-7.3	
tfrrs	73897	None	97	-10.98	4.89	-7.3	
tfrrs	76617	None	94	-11.40	6.74	-7.3	
tfrrs	14854	None	81	-10.76	3.27	-7.3	
tfrrs	37967	None	27	-11.52	3.86	-7.3	
tfrrs	8510	None	70	-11.06	4.63	-7.3	
tfrrs	38059	None	17	-11.35	2.82	-7.3	
tfrrs	55800	None	27	-12.77	6.02	-7.3	
tfrrs	84891	None	28	-11.17	3.24	-7.3	
tfrrs	42847	None	15	-12.67	4.38	-7.3	
tfrrs	38195	None	71	-10.99	4.46	-7.3	
tfrrs	45569	None	16	-11.43	2.91	-7.3	
anet	156048	1	14	-11.59	2.95	-7.3	
anet	368847	1	29	-13.61	7.49	-7.3	
tfrrs	38436	None	44	-12.68	7.57	-7.3	
tfrrs	21181	None	72	-10.65	2.76	-7.3	
tfrrs	46200	None	15	-12.10	3.76	-7.3	
tfrrs	12170	None	114	-10.93	5.47	-7.2	
tfrrs	78165	None	33	-11.45	4.28	-7.2	
tfrrs	19226	None	47	-11.35	4.87	-7.2	
tfrrs	43017	None	85	-11.03	5.30	-7.2	
tfrrs	58526	None	66	-11.20	5.30	-7.2	
tfrrs	52191	None	68	-11.32	5.80	-7.2	
tfrrs	15094	None	69	-11.12	5.15	-7.2	
anet	96443	1	76	+11.95	3.31	+7.2	
tfrrs	19955	None	54	-10.88	3.73	-7.2	
anet	118143	1	147	-10.91	6.37	-7.2	
tfrrs	77951	None	14	-15.61	7.06	-7.2	
tfrrs	26856	None	280	-10.50	4.13	-7.2	
tfrrs	18584	None	36	-11.40	4.49	-7.2	
tfrrs	49515	None	22	-11.56	3.79	-7.2	
tfrrs	48694	None	41	-10.78	2.94	-7.2	
tfrrs	42568	None	98	-10.68	3.99	-7.2	
anet	508755	1	56	+12.34	4.28	+7.2	
tfrrs	38796	None	43	-11.15	4.25	-7.2	
anet	96471	1	93	+11.94	3.80	+7.2	
tfrrs	7253	None	122	-10.72	4.75	-7.2	
anet	168013	1	40	+13.04	5.09	+7.2	
anet	166419	1	17	+12.87	3.15	+7.2	
tfrrs	32941	None	91	-11.21	6.56	-7.2	
tfrrs	78084	None	31	-11.12	3.64	-7.2	
tfrrs	16609	None	30	-11.20	3.77	-7.2	
tfrrs	37846	None	23	-13.16	6.29	-7.2	
anet	465628	1	19	-18.07	10.66	-7.2	
tfrrs	30012	None	40	-12.47	7.11	-7.2	
anet	209107	1	63	+11.78	2.71	+7.2	
tfrrs	30683	None	73	-11.18	5.89	-7.2	
tfrrs	37314	None	90	-10.61	3.74	-7.2	
tfrrs	65097	None	66	-11.19	5.66	-7.2	
anet	241030	1	53	+11.77	2.51	+7.2	
tfrrs	36261	None	107	-10.47	3.00	-7.2	
tfrrs	27539	None	68	-11.57	6.95	-7.2	
tfrrs	32544	None	75	-10.64	3.68	-7.2	
tfrrs	37127	None	85	-10.90	5.25	-7.1	
anet	239227	1	81	+12.78	6.85	+7.1	
tfrrs	7380	None	43	-12.18	6.89	-7.1	
tfrrs	54026	None	139	-10.56	4.50	-7.1	
tfrrs	45337	None	75	-10.56	3.30	-7.1	
tfrrs	63521	None	95	-10.83	5.37	-7.1	
tfrrs	18703	None	188	-10.48	4.71	-7.1	
tfrrs	19002	None	55	-10.61	3.28	-7.1	
tfrrs	76540	None	51	-11.42	5.82	-7.1	
tfrrs	31985	None	106	-10.48	3.66	-7.1	
tfrrs	29651	None	21	-11.43	3.75	-7.1	
tfrrs	73701	None	16	-11.28	3.06	-7.1	
tfrrs	48986	None	51	-11.03	4.76	-7.1	
anet	96484	1	64	+12.58	5.84	+7.1	
anet	167757	1	93	+11.82	4.22	+7.1	
tfrrs	32357	None	55	-11.82	7.15	-7.1	
anet	67230	1	85	+11.89	4.43	+7.1	
tfrrs	48988	None	57	-10.83	4.46	-7.1	
tfrrs	62768	None	99	-10.38	3.11	-7.1	
tfrrs	18083	None	43	-11.08	4.61	-7.1	
tfrrs	10398	None	50	-11.25	5.47	-7.1	
tfrrs	32433	None	99	-10.75	5.58	-7.1	
tfrrs	46018	None	34	-11.52	5.10	-7.1	
tfrrs	41879	None	115	-10.41	3.78	-7.1	
tfrrs	36599	None	214	-10.30	3.78	-7.1	
tfrrs	14969	None	127	-10.69	6.01	-7.1	
tfrrs	30471	None	59	-10.72	4.28	-7.0	
tfrrs	25260	None	44	-11.92	6.75	-7.0	
tfrrs	15830	None	39	-10.48	2.63	-7.0	
tfrrs	41428	None	99	-10.58	4.88	-7.0	
tfrrs	66872	None	12	-11.88	3.51	-7.0	
tfrrs	40727	None	44	-10.81	4.05	-7.0	
tfrrs	43966	None	37	-11.59	5.59	-7.0	
tfrrs	24267	None	83	-10.59	4.62	-7.0	
tfrrs	46476	None	57	-10.86	4.84	-7.0	
tfrrs	57155	None	138	-10.51	5.48	-7.0	
tfrrs	47797	None	12	-13.67	5.26	-7.0	
tfrrs	55497	None	15	-12.34	4.49	-7.0	
tfrrs	78322	None	12	-11.28	2.83	-7.0	
tfrrs	50602	None	52	-11.34	6.07	-7.0	
tfrrs	37055	None	79	-10.55	4.41	-7.0	
tfrrs	62129	None	39	-10.91	4.21	-7.0	
tfrrs	5627	None	18	-12.59	5.24	-7.0	
tfrrs	38621	None	18	-10.98	2.99	-7.0	
tfrrs	15599	None	82	-10.77	5.57	-7.0	
tfrrs	48455	None	64	-10.78	4.94	-7.0	
tfrrs	23195	None	29	-11.16	4.19	-7.0	
tfrrs	50675	None	63	-10.41	3.37	-7.0	
anet	427302	1	45	+11.98	3.92	+7.0	
tfrrs	24248	None	112	-10.60	5.65	-7.0	
tfrrs	24264	None	30	-12.80	7.12	-7.0	
tfrrs	71507	None	53	-10.69	4.26	-7.0	
tfrrs	34983	None	19	-11.19	3.49	-7.0	
tfrrs	43189	None	24	-11.36	4.24	-7.0	
tfrrs	57689	None	290	-10.15	4.13	-7.0	
anet	209096	1	87	+11.48	3.50	+7.0	
tfrrs	82197	None	44	-10.78	4.27	-7.0	
tfrrs	39518	None	19	-12.71	5.63	-7.0	
tfrrs	7543	None	114	-10.42	4.97	-7.0	
tfrrs	76140	None	43	-11.02	4.94	-7.0	
anet	541130	4	34	-11.25	4.90	-7.0	
tfrrs	64316	None	67	-10.93	5.89	-6.9	
tfrrs	46370	None	19	-11.43	3.96	-6.9	
tfrrs	79013	None	41	-10.82	4.34	-6.9	
tfrrs	51467	None	16	+12.61	3.32	+6.9	
anet	69290	1	50	-11.47	6.58	-6.9	
tfrrs	18420	None	41	-12.60	8.15	-6.9	
tfrrs	80847	None	37	-10.80	4.11	-6.9	
tfrrs	28001	None	50	-10.41	3.40	-6.9	
tfrrs	10439	None	39	-10.99	4.72	-6.9	
tfrrs	36857	None	69	-10.34	3.66	-6.9	
tfrrs	72443	None	42	-11.22	5.46	-6.9	
tfrrs	62773	None	126	-10.27	4.46	-6.9	
tfrrs	47279	None	328	-10.12	5.00	-6.9	
tfrrs	52994	None	48	-10.48	3.70	-6.9	
tfrrs	29775	None	67	-11.24	7.03	-6.9	
tfrrs	38191	None	165	-10.26	5.11	-6.9	
tfrrs	88580	None	42	-10.88	4.68	-6.9	
anet	96462	1	78	+11.34	3.16	+6.9	
tfrrs	24567	None	28	-11.55	5.14	-6.9	
tfrrs	33462	None	25	-11.35	4.53	-6.9	
tfrrs	48794	None	127	-10.24	4.50	-6.9	
anet	96453	1	72	+11.51	3.88	+6.9	
tfrrs	42094	None	72	-10.59	5.13	-6.9	
tfrrs	8245	None	34	-11.90	6.35	-6.9	
tfrrs	46760	None	203	-10.11	4.34	-6.9	
anet	140034	1	81	+11.48	4.00	+6.9	
tfrrs	57159	None	132	-10.21	4.46	-6.9	
anet	259411	1	37	-11.53	5.94	-6.9	
tfrrs	62127	None	16	-11.73	4.18	-6.9	
tfrrs	19269	None	110	-10.22	4.30	-6.9	
tfrrs	78771	None	30	-11.77	5.80	-6.9	
tfrrs	61650	None	67	-10.78	5.75	-6.9	
tfrrs	45904	None	14	-12.59	4.87	-6.9	
tfrrs	56066	None	27	-10.59	3.22	-6.9	
tfrrs	67109	None	32	-13.36	8.52	-6.9	
anet	465250	1	15	+11.81	2.36	+6.9	
tfrrs	58450	None	43	-11.00	5.23	-6.9	
tfrrs	16254	None	168	-10.18	5.07	-6.9	
tfrrs	45456	None	39	-10.81	4.51	-6.9	
tfrrs	14933	None	24	-11.96	5.51	-6.9	
tfrrs	49725	None	20	-10.56	2.76	-6.8	
tfrrs	51032	None	75	-10.40	4.70	-6.8	
tfrrs	7626	None	49	-11.17	6.12	-6.8	
tfrrs	62777	None	76	-10.38	4.66	-6.8	
tfrrs	52557	None	30	-12.01	6.29	-6.8	
tfrrs	36090	None	14	-10.52	2.28	-6.8	
tfrrs	41225	None	29	-11.41	5.16	-6.8	
tfrrs	16466	None	15	-12.44	4.94	-6.8	
tfrrs	48957	None	130	-10.13	4.43	-6.8	
tfrrs	72567	None	12	-12.47	4.48	-6.8	
tfrrs	66542	None	70	-10.52	5.25	-6.8	
tfrrs	56989	None	29	-11.29	5.02	-6.8	
tfrrs	55932	None	33	-10.84	4.40	-6.8	
anet	96476	1	81	+11.26	3.66	+6.8	
tfrrs	40748	None	42	-10.60	4.32	-6.8	
tfrrs	38731	None	34	-12.36	7.39	-6.8	
tfrrs	46735	None	71	-10.18	3.81	-6.8	
tfrrs	78215	None	18	-10.07	1.64	-6.8	
anet	111609	1	16	-11.65	4.25	-6.8	
tfrrs	45243	None	75	-10.23	4.25	-6.8	
tfrrs	67106	None	59	-10.54	4.99	-6.8	
tfrrs	53802	None	129	-10.07	4.44	-6.8	
tfrrs	44362	None	31	-11.81	6.20	-6.8	
tfrrs	42784	None	62	-10.16	3.56	-6.8	
tfrrs	32081	None	91	-10.06	3.65	-6.8	
tfrrs	65408	None	38	-11.69	6.66	-6.8	
anet	479238	1	17	+12.02	3.05	+6.8	
anet	72880	1	198	+11.44	7.36	+6.8	
tfrrs	8974	None	22	-12.22	5.82	-6.8	
tfrrs	69940	None	51	-10.49	4.55	-6.8	
tfrrs	63900	None	70	-10.62	5.83	-6.8	
tfrrs	16039	None	35	-10.84	4.68	-6.8	
tfrrs	78945	None	47	-10.35	3.91	-6.8	
tfrrs	48196	None	38	-10.45	3.82	-6.8	
anet	226402	1	97	+11.92	7.02	+6.8	
anet	652735	1	73	+11.40	4.37	+6.8	
anet	281007	8	41	+13.96	8.05	+6.8	
tfrrs	25023	None	14	-12.49	4.96	-6.8	
tfrrs	35749	None	53	-10.33	4.18	-6.8	
tfrrs	37129	None	52	-11.07	6.38	-6.8	
tfrrs	74425	None	26	-11.33	4.98	-6.8	
tfrrs	12362	None	24	-10.40	3.00	-6.7	
tfrrs	57153	None	113	-10.15	5.14	-6.7	
tfrrs	55732	None	22	-12.46	6.22	-6.7	
tfrrs	51276	None	13	-11.26	3.46	-6.7	
tfrrs	29307	None	81	-10.15	4.37	-6.7	
tfrrs	52045	None	98	-10.05	4.24	-6.7	
tfrrs	75746	None	27	-12.04	6.28	-6.7	
tfrrs	38531	None	181	-9.93	4.59	-6.7	
tfrrs	7391	None	275	-10.05	7.14	-6.7	
anet	130839	2	14	-11.11	3.42	-6.7	
tfrrs	29021	None	67	-10.50	5.50	-6.7	
tfrrs	14542	None	81	-9.97	3.44	-6.7	
tfrrs	71420	None	85	-10.24	5.04	-6.7	
tfrrs	26627	None	37	-11.64	6.63	-6.7	
anet	229168	1	50	+11.24	3.34	+6.7	
tfrrs	72013	None	25	-12.02	6.04	-6.7	
tfrrs	32719	None	20	-11.72	5.01	-6.7	
tfrrs	3211	None	16	-11.26	3.89	-6.7	
tfrrs	13779	None	222	-9.83	3.98	-6.7	
tfrrs	63462	None	78	-10.53	6.12	-6.7	
tfrrs	60994	None	39	-10.83	5.11	-6.7	
tfrrs	39701	None	33	-10.64	4.27	-6.7	
tfrrs	65252	None	184	-10.00	5.60	-6.7	
tfrrs	61710	None	53	-10.25	4.10	-6.7	
tfrrs	14915	None	17	-11.17	3.90	-6.7	
tfrrs	14905	None	63	-11.32	7.95	-6.7	
tfrrs	14468	None	211	-9.81	3.99	-6.7	
tfrrs	44175	None	33	-10.43	3.81	-6.7	
tfrrs	49913	None	71	-10.82	6.96	-6.7	
tfrrs	40769	None	32	-10.25	3.27	-6.7	
tfrrs	61745	None	31	-10.34	3.49	-6.7	
tfrrs	43964	None	44	-12.40	8.85	-6.7	
anet	184965	1	32	+12.52	5.33	+6.7	
tfrrs	61333	None	16	-17.34	10.14	-6.7	
tfrrs	48307	None	22	-11.68	5.29	-6.7	
tfrrs	78841	None	62	-9.98	3.42	-6.7	
tfrrs	46742	None	111	-9.95	4.43	-6.7	
tfrrs	46761	None	197	-9.73	3.19	-6.7	
tfrrs	32079	None	81	-9.89	3.45	-6.7	
tfrrs	61793	None	38	-11.17	5.98	-6.7	
tfrrs	63769	None	73	-10.12	4.55	-6.7	
tfrrs	35018	None	59	-10.43	5.29	-6.7	
tfrrs	17193	None	140	-10.10	6.21	-6.7	
tfrrs	39037	None	33	-11.19	5.64	-6.7	
tfrrs	37630	None	76	-10.09	4.56	-6.7	
anet	96451	1	64	+11.19	4.07	+6.6	
tfrrs	38483	None	47	-10.58	5.19	-6.6	
tfrrs	29519	None	65	-10.04	4.02	-6.6	
tfrrs	34767	None	77	-10.04	4.40	-6.6	
tfrrs	36647	None	43	-10.59	5.02	-6.6	
tfrrs	15763	None	249	-9.85	6.02	-6.6	
tfrrs	12767	None	21	-10.67	3.69	-6.6	
tfrrs	18974	None	12	-12.38	4.70	-6.6	
tfrrs	38505	None	85	-9.99	4.43	-6.6	
tfrrs	43200	None	73	-10.50	6.29	-6.6	
anet	205243	1	24	-10.97	4.50	-6.6	
tfrrs	34020	None	69	-9.82	3.07	-6.6	
tfrrs	67376	None	38	-11.54	6.85	-6.6	
tfrrs	42613	None	37	-10.01	3.04	-6.6	
tfrrs	78125	None	86	-9.96	4.38	-6.6	
anet	235515	2	20	-11.02	4.21	-6.6	
anet	295531	1	23	-11.28	4.93	-6.6	
tfrrs	35682	None	15	-12.03	4.88	-6.6	
tfrrs	52047	None	127	-9.92	5.09	-6.6	
tfrrs	10939	None	141	-9.76	3.99	-6.6	
tfrrs	67174	None	26	-11.04	4.85	-6.6	
tfrrs	61212	None	51	-10.33	4.80	-6.6	
tfrrs	18093	None	111	-9.83	4.15	-6.6	
tfrrs	43018	None	92	-9.76	3.24	-6.6	
tfrrs	62951	None	24	-10.99	4.58	-6.6	
tfrrs	3413	None	18	-11.52	4.73	-6.6	
tfrrs	20769	None	78	-12.34	11.99	-6.6	
tfrrs	16875	None	42	-11.78	7.74	-6.6	
tfrrs	15909	None	21	-16.31	10.73	-6.6	
tfrrs	6572	None	49	-10.12	4.07	-6.6	
tfrrs	62701	None	82	-10.07	5.02	-6.6	
tfrrs	2288	None	40	-11.45	6.94	-6.6	
anet	473429	2	44	+12.09	5.78	+6.6	
tfrrs	8049	None	119	-9.87	4.83	-6.6	
tfrrs	56482	None	64	-9.79	3.07	-6.6	
anet	103470	1	116	+11.56	7.57	+6.6	
anet	113333	1	123	+10.87	4.48	+6.6	
tfrrs	49862	None	84	-9.71	3.00	-6.6	
tfrrs	64663	None	96	-10.09	5.67	-6.6	
tfrrs	54858	None	31	-11.54	6.31	-6.6	
tfrrs	54625	None	105	-9.77	3.91	-6.6	
tfrrs	44559	None	40	-10.52	4.91	-6.6	
anet	209100	1	80	+10.96	4.10	+6.6	
anet	614281	1	14	-16.82	9.25	-6.6	
tfrrs	15857	None	131	-9.70	3.74	-6.6	
tfrrs	44179	None	21	-11.83	5.61	-6.6	
tfrrs	14260	None	43	-10.53	5.15	-6.6	
tfrrs	69236	None	19	-10.12	2.63	-6.6	
tfrrs	76125	None	26	-10.42	3.76	-6.6	
tfrrs	93612	None	135	-9.93	5.78	-6.6	
tfrrs	82320	None	130	-10.08	6.62	-6.6	
tfrrs	40761	None	52	-9.78	2.89	-6.6	
tfrrs	34671	None	69	-9.86	3.86	-6.6	
tfrrs	45056	None	28	-9.62	1.43	-6.6	
tfrrs	78502	None	29	-10.07	3.14	-6.6	
tfrrs	71292	None	13	-10.42	2.70	-6.6	
tfrrs	29542	None	17	-10.26	2.80	-6.6	
anet	272737	1	39	-10.90	5.83	-6.6	
anet	535084	1	39	-13.78	11.01	-6.6	
tfrrs	20026	None	69	-9.88	4.03	-6.6	
tfrrs	36822	None	42	-9.77	2.65	-6.5	
tfrrs	64504	None	47	-10.47	5.31	-6.5	
tfrrs	30798	None	34	-10.85	5.37	-6.5	
anet	96450	1	66	+11.14	4.66	+6.5	
tfrrs	54436	None	51	-9.98	3.94	-6.5	
tfrrs	51717	None	26	-12.07	6.70	-6.5	
tfrrs	53831	None	50	-10.09	4.32	-6.5	
tfrrs	6019	None	122	-9.96	6.01	-6.5	
tfrrs	1999	None	72	-10.17	5.56	-6.5	
tfrrs	54681	None	21	-11.29	4.95	-6.5	
tfrrs	50223	None	40	-10.56	5.19	-6.5	
tfrrs	45967	None	80	-9.67	3.19	-6.5	
tfrrs	18838	None	15	-10.14	2.50	-6.5	
tfrrs	43610	None	39	-10.22	4.29	-6.5	
tfrrs	59837	None	66	-10.46	6.42	-6.5	
tfrrs	61093	None	12	-11.71	4.22	-6.5	
anet	300614	1	26	-13.31	8.46	-6.5	
tfrrs	52923	None	54	-10.01	4.31	-6.5	
anet	84001	1	82	+11.28	5.88	+6.5	
tfrrs	35827	None	37	-11.16	6.37	-6.5	
anet	421655	2	14	+15.75	6.50	+6.5	
tfrrs	79189	None	67	-10.02	4.87	-6.5	
tfrrs	24265	None	22	-10.92	4.53	-6.5	
tfrrs	38932	None	129	-9.60	3.70	-6.5	
tfrrs	33959	None	88	-10.07	5.84	-6.5	
tfrrs	44307	None	27	-11.60	6.18	-6.5	
anet	259497	1	14	-10.67	3.28	-6.5	
tfrrs	15116	None	129	-9.64	4.14	-6.5	
tfrrs	33082	None	50	-10.23	4.98	-6.5	
tfrrs	35534	None	47	-10.05	4.23	-6.5	
anet	371778	1	14	-12.77	5.71	-6.5	
