# kind	source	meet_id	div_id	n	c_pct	iqr_pct	d_eff	seasons_flagged	seasons_total	already	proposed	decision	target
# decision <- KEEP/OVERRIDE/DROP/GENDER ; target <- metres or M/F
# c_pct = whole-field spike vs each runner's OWN bracket
DIV	tfrrs	35446	None	29	-11.0	8.0	1346	na	na	-	INVESTIGATE		
DIV	anet	441272	1	17	-11.0	7.7	1404	na	na	-	INVESTIGATE		
DIV	tfrrs	61793	None	38	-11.0	6.1	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	27088	None	67	-11.0	3.8	1449	na	na	-	INVESTIGATE		
DIV	tfrrs	11858	None	38	-11.0	15.5	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	14915	None	17	-11.0	2.6	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	73595	None	38	-11.0	5.8	1438	na	na	-	INVESTIGATE		
DIV	anet	263087	14	29	-11.0	23.2	1832	na	na	-	INVESTIGATE		
DIV	anet	202921	4	12	-11.0	10.4	824	na	na	-	INVESTIGATE		
DIV	tfrrs	82144	None	45	-11.0	7.2	1340	na	na	-	INVESTIGATE		
DIV	tfrrs	52036	None	60	-11.0	4.1	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	58450	None	43	-11.0	5.5	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	67174	None	26	-11.0	5.0	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	43573	None	131	-11.0	3.1	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	22232	None	93	-11.0	5.8	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	78632	None	86	-11.0	4.3	657	na	na	-	INVESTIGATE		
DIV	tfrrs	39037	None	33	-11.0	5.5	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	58526	None	67	-11.0	5.2	1453	na	na	-	INVESTIGATE		
DIV	anet	184965	1	33	+12.3	6.3	1435	na	na	-	INVESTIGATE		
DIV	tfrrs	33924	None	40	-11.0	7.8	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	12073	None	19	-11.0	4.9	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	33454	None	30	-10.9	9.2	1448	na	na	-	INVESTIGATE		
DIV	anet	338485	1	20	-10.9	7.2	1449	na	na	-	INVESTIGATE		
DIV	tfrrs	74808	None	23	-10.9	2.3	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	78084	None	31	-10.9	3.6	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	40613	None	36	-10.9	4.9	1450	na	na	-	INVESTIGATE		
DIV	anet	419882	1	12	-10.9	9.3	1432	na	na	-	INVESTIGATE		
DIV	tfrrs	31539	None	25	-10.9	8.5	1478	na	na	-	INVESTIGATE		
DIV	tfrrs	68700	None	53	-10.9	10.8	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	28468	None	13	-10.9	6.3	1466	na	na	-	INVESTIGATE		
DIV	tfrrs	5570	None	15	-10.9	10.1	3172	na	na	-	INVESTIGATE		
DIV	tfrrs	52048	None	124	-10.9	4.4	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	21184	None	100	-10.9	3.9	1440	na	na	-	INVESTIGATE		
DIV	tfrrs	72443	None	42	-10.9	5.5	1438	na	na	-	INVESTIGATE		
DIV	anet	311635	2	25	-10.9	7.0	1830	na	na	-	INVESTIGATE		
DIV	tfrrs	79149	None	32	-10.9	11.2	657	na	na	-	INVESTIGATE		
DIV	tfrrs	27372	None	32	-10.9	5.7	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	19905	None	25	-10.9	6.0	1446	na	na	-	INVESTIGATE		
DIV	tfrrs	61338	None	64	-10.9	4.2	1453	na	na	-	INVESTIGATE		
DIV	anet	210242	1	32	-10.9	4.0	1833	na	na	-	INVESTIGATE		
DIV	anet	156080	1	12	-10.9	4.5	632	na	na	-	INVESTIGATE		
DIV	tfrrs	24912	None	376	-10.9	3.8	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	34983	None	19	-10.9	3.6	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	5728	None	31	-10.9	8.0	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	15094	None	69	-10.9	5.2	1428	na	na	-	INVESTIGATE		
DIV	anet	96484	1	64	+12.2	6.3	1410	na	na	-	INVESTIGATE		
DIV	tfrrs	37129	None	52	-10.9	6.4	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	44818	None	22	-10.9	10.1	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	5548	None	29	-10.9	6.8	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	88811	None	28	-10.9	6.6	3086	na	na	-	INVESTIGATE		
DIV	anet	221655	1	17	-10.9	8.9	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	49913	None	71	-10.8	6.9	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	31885	None	19	-10.8	6.4	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	35088	None	89	-10.8	4.8	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	46247	None	17	+12.2	13.2	1430	na	na	-	INVESTIGATE		
DIV	tfrrs	8195	None	16	-10.8	17.0	1432	na	na	-	INVESTIGATE		
DIV	anet	604707	1	62	-10.8	22.7	2880	na	na	-	INVESTIGATE		
DIV	anet	166419	1	19	+12.2	3.3	1412	na	na	-	INVESTIGATE		
DIV	anet	613907	1	25	-10.8	12.6	1436	na	na	-	INVESTIGATE		
DIV	anet	376738	1	15	-10.8	10.1	638	na	na	-	INVESTIGATE		
DIV	anet	647440	2	15	-10.8	5.6	1420	na	na	-	INVESTIGATE		
DIV	tfrrs	58199	None	46	-10.8	6.1	1463	na	na	-	INVESTIGATE		
DIV	tfrrs	74858	None	35	-10.8	8.0	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	79013	None	41	-10.8	4.3	1429	na	na	-	INVESTIGATE		
DIV	anet	403810	1	36	+12.1	9.2	1422	na	na	-	INVESTIGATE		
DIV	tfrrs	24265	None	22	-10.8	4.4	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	64316	None	67	-10.8	6.1	1454	na	na	-	INVESTIGATE		
DIV	anet	439584	1	53	-10.8	4.3	2860	na	na	-	INVESTIGATE		
DIV	tfrrs	20392	None	53	-10.8	3.4	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	76140	None	43	-10.8	5.0	851	na	na	-	INVESTIGATE		
DIV	anet	643327	1	13	-10.8	15.4	1411	na	na	-	INVESTIGATE		
DIV	anet	427302	1	47	+12.1	4.3	1441	na	na	-	INVESTIGATE		
DIV	tfrrs	54838	None	29	-10.8	10.8	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	60163	None	23	-10.8	7.1	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	49022	None	193	-10.8	3.4	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	39191	None	52	-10.8	10.7	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	29651	None	21	-10.8	3.6	1449	na	na	-	INVESTIGATE		
DIV	anet	183413	1	38	-10.8	6.6	1029	na	na	-	INVESTIGATE		
DIV	anet	496713	1	13	-10.8	17.6	1310	na	na	-	INVESTIGATE		
DIV	tfrrs	39701	None	33	-10.8	3.6	655	na	na	-	INVESTIGATE		
DIV	tfrrs	62666	None	18	-10.8	5.3	1445	na	na	-	INVESTIGATE		
DIV	anet	159062	3	16	-10.8	6.7	649	na	na	-	INVESTIGATE		
DIV	tfrrs	67106	None	59	-10.8	5.1	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	43017	None	86	-10.8	5.0	1460	na	na	-	INVESTIGATE		
DIV	tfrrs	71815	None	18	-10.8	7.8	3091	na	na	-	INVESTIGATE		
DIV	tfrrs	39357	None	15	+12.1	4.2	653	na	na	-	INVESTIGATE		
DIV	anet	158660	1	15	-10.8	5.1	2849	na	na	-	INVESTIGATE		
DIV	anet	440504	1	45	-10.8	7.4	1826	na	na	-	INVESTIGATE		
DIV	tfrrs	88580	None	42	-10.8	4.7	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	3598	None	15	-10.8	5.3	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	65374	None	12	-10.8	16.0	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	30798	None	35	-10.8	5.3	1442	na	na	-	INVESTIGATE		
DIV	anet	92538	2	14	-10.8	4.1	1408	na	na	-	INVESTIGATE		
DIV	tfrrs	12170	None	114	-10.8	5.6	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	92017	None	24	-10.7	8.0	1428	na	na	-	INVESTIGATE		
DIV	anet	559388	1	14	-10.7	26.2	1033	na	na	-	INVESTIGATE		
DIV	anet	343693	1	15	-10.7	3.7	1830	na	na	-	INVESTIGATE		
DIV	tfrrs	58807	None	68	-10.7	8.8	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	28544	None	34	-10.7	9.6	1449	na	na	-	INVESTIGATE		
DIV	anet	364092	1	125	-10.7	5.3	1854	na	na	-	INVESTIGATE		
DIV	anet	325543	1	12	-10.7	11.5	636	na	na	-	INVESTIGATE		
DIV	tfrrs	59812	None	16	-10.7	4.4	668	na	na	-	INVESTIGATE		
DIV	tfrrs	12767	None	21	-10.7	3.9	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	2518	None	25	-10.7	9.5	1417	na	na	-	INVESTIGATE		
DIV	anet	310519	1	25	-10.7	9.7	1853	na	na	-	INVESTIGATE		
DIV	tfrrs	62097	None	15	-10.7	21.9	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	59268	None	216	-10.7	4.1	1453	na	na	-	INVESTIGATE		
DIV	anet	409819	1	28	-10.7	7.7	1427	na	na	-	INVESTIGATE		
DIV	tfrrs	39627	None	41	-10.7	2.9	1450	na	na	-	INVESTIGATE		
DIV	anet	246121	1	59	-10.7	5.4	1849	na	na	-	INVESTIGATE		
DIV	tfrrs	37127	None	85	-10.7	5.4	844	na	na	-	INVESTIGATE		
DIV	anet	142526	3	14	-10.7	8.7	983	na	na	-	INVESTIGATE		
DIV	anet	667524	4	15	+12.0	11.5	639	na	na	-	INVESTIGATE		
DIV	tfrrs	7337	None	216	-10.7	5.3	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	46023	None	16	+12.0	10.1	1430	na	na	-	INVESTIGATE		
DIV	anet	520852	1	28	-10.7	8.4	1805	na	na	-	INVESTIGATE		
DIV	tfrrs	73897	None	97	-10.7	5.0	1438	na	na	-	INVESTIGATE		
DIV	anet	478958	1	17	-10.7	6.7	1425	na	na	-	INVESTIGATE		
DIV	tfrrs	35785	None	65	-10.7	8.0	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	38621	None	19	-10.7	3.5	1467	na	na	-	INVESTIGATE		
DIV	anet	115408	1	13	-10.7	16.7	1819	na	na	-	INVESTIGATE		
DIV	tfrrs	38195	None	71	-10.7	4.5	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	35558	None	27	-10.7	5.6	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	19955	None	54	-10.7	3.8	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	55729	None	20	-10.7	6.5	1450	na	na	-	INVESTIGATE		
DIV	anet	339526	1	12	+12.0	10.7	657	na	na	-	INVESTIGATE		
DIV	anet	619105	1	16	-10.7	10.2	1816	na	na	-	INVESTIGATE		
DIV	tfrrs	12993	None	23	+12.0	19.0	649	na	na	-	INVESTIGATE		
DIV	anet	377438	1	36	-10.7	4.7	2888	na	na	-	INVESTIGATE		
DIV	anet	565486	1	90	-10.7	5.1	1843	na	na	-	INVESTIGATE		
DIV	tfrrs	20690	None	27	-10.7	5.3	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	63521	None	96	-10.7	5.8	1463	na	na	-	INVESTIGATE		
DIV	tfrrs	68945	None	22	-10.7	5.5	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	55259	None	15	-10.7	5.8	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	17203	None	13	-10.7	10.6	648	na	na	-	INVESTIGATE		
DIV	anet	541130	4	35	-10.7	5.8	1812	na	na	-	INVESTIGATE		
DIV	anet	570806	1	42	-10.7	17.8	830	na	na	-	INVESTIGATE		
DIV	tfrrs	79272	None	14	-10.6	11.4	1429	na	na	-	INVESTIGATE		
DIV	anet	285267	1	14	-10.6	9.2	1832	na	na	-	INVESTIGATE		
DIV	tfrrs	40727	None	44	-10.6	3.8	1460	na	na	-	INVESTIGATE		
DIV	tfrrs	48988	None	57	-10.6	4.5	1468	na	na	-	INVESTIGATE		
DIV	anet	103287	1	17	-10.6	10.6	646	na	na	-	INVESTIGATE		
DIV	tfrrs	80847	None	37	-10.6	4.2	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	15599	None	83	-10.6	5.6	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	6941	None	16	-10.6	6.1	1426	na	na	-	INVESTIGATE		
DIV	anet	226438	1	14	-10.6	68.8	829	na	na	-	INVESTIGATE		
DIV	tfrrs	32433	None	100	-10.6	5.9	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	42892	None	55	-10.6	7.7	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	38713	None	40	-10.6	6.8	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	60358	None	14	-10.6	6.2	1455	na	na	-	INVESTIGATE		
DIV	tfrrs	27403	None	12	-10.6	10.7	1454	na	na	-	INVESTIGATE		
DIV	anet	340251	1	12	-10.6	8.7	1045	na	na	-	INVESTIGATE		
DIV	tfrrs	72450	None	53	-10.6	7.1	1438	na	na	-	INVESTIGATE		
DIV	anet	496862	2	18	-10.6	9.8	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	50914	None	25	-10.6	8.7	1445	na	na	-	INVESTIGATE		
DIV	anet	40871	1	13	+11.9	10.7	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	33423	None	33	-10.6	7.1	1474	na	na	-	INVESTIGATE		
DIV	tfrrs	82197	None	44	-10.6	4.4	1455	na	na	-	INVESTIGATE		
DIV	anet	556982	1	21	-10.6	5.4	1805	na	na	-	INVESTIGATE		
DIV	tfrrs	4222	None	20	+11.9	8.3	1030	na	na	-	INVESTIGATE		
DIV	anet	473429	2	44	+11.9	6.0	1437	na	na	-	INVESTIGATE		
DIV	tfrrs	3908	None	16	+11.9	9.7	1030	na	na	-	INVESTIGATE		
DIV	anet	458042	1	12	-10.6	4.0	1828	na	na	-	INVESTIGATE		
DIV	tfrrs	56198	None	74	-10.6	3.3	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	30471	None	60	-10.6	4.1	1442	na	na	-	INVESTIGATE		
DIV	anet	405795	1	18	+11.8	7.5	2245	na	na	-	INVESTIGATE		
DIV	tfrrs	37314	None	90	-10.6	3.7	1458	na	na	-	INVESTIGATE		
DIV	anet	420633	1	16	-10.6	10.3	1046	na	na	-	INVESTIGATE		
DIV	tfrrs	5005	None	31	-10.6	7.4	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	6176	None	31	-10.6	7.4	1426	na	na	-	INVESTIGATE		
DIV	anet	313249	1	26	+11.8	41.3	648	na	na	-	INVESTIGATE		
DIV	tfrrs	48694	None	41	-10.6	3.0	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	12252	None	72	-10.6	8.1	1431	na	na	-	INVESTIGATE		
DIV	tfrrs	29578	None	367	-10.6	3.9	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	30096	None	13	+11.8	9.5	650	na	na	-	INVESTIGATE		
DIV	tfrrs	9299	None	57	-10.6	6.9	1432	na	na	-	INVESTIGATE		
DIV	tfrrs	45757	None	17	-10.6	5.1	654	na	na	-	INVESTIGATE		
DIV	tfrrs	60702	None	13	-10.6	5.2	1458	na	na	-	INVESTIGATE		
DIV	tfrrs	44224	None	26	-10.6	5.2	1049	na	na	-	INVESTIGATE		
DIV	tfrrs	89015	None	23	-10.6	7.2	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	55932	None	33	-10.6	4.4	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	24673	None	12	-10.6	7.0	1048	na	na	-	INVESTIGATE		
DIV	anet	519118	3	24	-10.6	17.5	633	na	na	-	INVESTIGATE		
DIV	tfrrs	71507	None	53	-10.6	4.4	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	42568	None	100	-10.6	4.2	1452	na	na	-	INVESTIGATE		
DIV	anet	446192	2	19	-10.6	4.0	657	na	na	-	INVESTIGATE		
DIV	anet	350167	1	33	-10.5	7.3	840	na	na	-	INVESTIGATE		
DIV	tfrrs	21293	None	15	-10.5	5.3	651	na	na	-	INVESTIGATE		
DIV	tfrrs	34872	None	24	+11.8	10.8	652	na	na	-	INVESTIGATE		
DIV	anet	301341	6	12	-10.5	16.6	640	na	na	-	INVESTIGATE		
DIV	tfrrs	28465	None	13	+11.8	9.2	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	63815	None	21	-10.5	7.5	1454	na	na	-	INVESTIGATE		
DIV	tfrrs	16039	None	35	-10.5	4.8	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	64095	None	47	-10.5	6.3	1463	na	na	-	INVESTIGATE		
DIV	anet	302058	1	15	-10.5	7.7	640	na	na	-	INVESTIGATE		
DIV	tfrrs	35471	None	127	-10.5	7.4	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	45456	None	39	-10.5	4.7	1452	na	na	-	INVESTIGATE		
DIV	tfrrs	48455	None	64	-10.5	4.9	1468	na	na	-	INVESTIGATE		
DIV	tfrrs	68896	None	50	-10.5	9.9	1439	na	na	-	INVESTIGATE		
DIV	anet	266918	1	75	+11.8	5.4	1424	na	na	-	INVESTIGATE		
DIV	anet	614614	1	13	-10.5	12.9	1808	na	na	-	INVESTIGATE		
DIV	tfrrs	61650	None	67	-10.5	5.9	1453	na	na	-	INVESTIGATE		
DIV	anet	344230	1	33	-10.5	7.3	2884	na	na	-	INVESTIGATE		
DIV	anet	519936	1	33	+11.8	2.4	1310	na	na	-	INVESTIGATE		
DIV	anet	405849	4	47	+11.8	12.8	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	56066	None	27	-10.5	3.0	1456	na	na	-	INVESTIGATE		
DIV	anet	67230	1	86	+11.7	4.5	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	63900	None	70	-10.5	6.0	1454	na	na	-	INVESTIGATE		
DIV	tfrrs	16740	None	34	-10.5	11.4	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	9022	None	14	-10.5	6.5	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	12498	None	15	-10.5	7.2	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	9547	None	40	-10.5	7.9	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	68511	None	46	-10.5	10.0	1447	na	na	-	INVESTIGATE		
DIV	anet	96471	1	93	+11.7	3.9	1398	na	na	-	INVESTIGATE		
DIV	tfrrs	40609	None	30	-10.5	7.5	1458	na	na	-	INVESTIGATE		
DIV	anet	250423	1	12	+11.7	3.1	1436	na	na	-	INVESTIGATE		
DIV	anet	411057	1	12	-10.5	4.0	1133	na	na	-	INVESTIGATE		
DIV	tfrrs	84364	None	49	-10.5	7.0	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	17188	None	24	+11.7	7.7	1420	na	na	-	INVESTIGATE		
DIV	anet	308338	1	12	+11.7	5.3	1049	na	na	-	INVESTIGATE		
DIV	tfrrs	41730	None	46	-10.5	8.2	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	72442	None	53	-10.5	5.6	1447	na	na	-	INVESTIGATE		
DIV	tfrrs	49725	None	20	-10.5	2.8	1050	na	na	-	INVESTIGATE		
DIV	tfrrs	59189	None	56	-10.5	6.9	1453	na	na	-	INVESTIGATE		
DIV	anet	473331	1	81	+11.7	10.7	1437	na	na	-	INVESTIGATE		
DIV	tfrrs	33743	None	53	-10.5	6.9	1448	na	na	-	INVESTIGATE		
DIV	anet	530210	1	29	-10.5	6.6	1408	na	na	-	INVESTIGATE		
DIV	anet	383558	4	17	-10.5	10.1	1854	na	na	-	INVESTIGATE		
DIV	tfrrs	37315	None	56	-10.5	3.4	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	14969	None	131	-10.5	6.0	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	56040	None	27	-10.5	6.0	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	42094	None	72	-10.5	5.3	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	19002	None	57	-10.4	3.3	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	73191	None	13	-10.4	4.7	1464	na	na	-	INVESTIGATE		
DIV	tfrrs	89087	None	14	-10.4	9.3	1030	na	na	-	INVESTIGATE		
DIV	tfrrs	68684	None	48	-10.4	10.9	1054	na	na	-	INVESTIGATE		
DIV	anet	536937	1	144	-10.4	9.8	1829	na	na	-	INVESTIGATE		
DIV	tfrrs	54026	None	139	-10.4	4.5	1450	na	na	-	INVESTIGATE		
DIV	anet	460797	2	12	+11.6	9.1	2242	na	na	-	INVESTIGATE		
DIV	tfrrs	35950	None	18	-10.4	7.5	1457	na	na	-	INVESTIGATE		
DIV	tfrrs	57155	None	138	-10.4	5.7	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	71420	None	85	-10.4	5.1	1438	na	na	-	INVESTIGATE		
DIV	tfrrs	84033	None	24	-10.4	9.1	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	38107	None	29	-10.4	9.1	1066	na	na	-	INVESTIGATE		
DIV	tfrrs	88297	None	54	-10.4	5.9	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	63462	None	78	-10.4	6.3	1454	na	na	-	INVESTIGATE		
DIV	tfrrs	21281	None	55	-10.4	9.0	1446	na	na	-	INVESTIGATE		
DIV	tfrrs	90776	None	42	-10.4	6.0	1428	na	na	-	INVESTIGATE		
DIV	anet	96462	1	81	+11.6	3.5	1424	na	na	-	INVESTIGATE		
DIV	tfrrs	12120	None	29	-10.4	7.1	1429	na	na	-	INVESTIGATE		
DIV	tfrrs	55773	None	31	-10.4	5.9	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	66542	None	70	-10.4	5.4	662	na	na	-	INVESTIGATE		
DIV	tfrrs	64504	None	49	-10.4	6.0	661	na	na	-	INVESTIGATE		
DIV	tfrrs	21181	None	72	-10.4	2.8	1434	na	na	-	INVESTIGATE		
DIV	tfrrs	15966	None	18	-10.4	5.8	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	41428	None	101	-10.4	4.9	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	34489	None	34	-10.4	6.1	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	14260	None	44	-10.4	6.0	3121	na	na	-	INVESTIGATE		
DIV	anet	612473	4	18	-10.4	4.3	1817	na	na	-	INVESTIGATE		
DIV	anet	148838	6	17	-10.4	14.4	636	na	na	-	INVESTIGATE		
DIV	tfrrs	26856	None	280	-10.4	4.1	1442	na	na	-	INVESTIGATE		
DIV	anet	198766	4	15	-10.4	30.3	1824	na	na	-	INVESTIGATE		
DIV	tfrrs	24267	None	83	-10.4	4.8	1436	na	na	-	INVESTIGATE		
DIV	tfrrs	37055	None	80	-10.4	4.3	1450	na	na	-	INVESTIGATE		
DIV	anet	76990	1	21	-10.4	6.1	634	na	na	-	INVESTIGATE		
DIV	tfrrs	36647	None	44	-10.4	5.1	1467	na	na	-	INVESTIGATE		
DIV	anet	130543	1	13	-10.4	4.6	1819	na	na	-	INVESTIGATE		
DIV	tfrrs	59837	None	66	-10.4	6.7	1453	na	na	-	INVESTIGATE		
DIV	tfrrs	6572	None	49	-10.4	4.0	1426	na	na	-	INVESTIGATE		
DIV	anet	243444	1	15	-10.4	5.1	640	na	na	-	INVESTIGATE		
DIV	anet	96443	1	78	+11.6	3.5	1343	na	na	-	INVESTIGATE		
DIV	tfrrs	27297	None	13	-10.4	4.4	1466	na	na	-	INVESTIGATE		
DIV	anet	218544	2	14	+11.6	7.7	1846	na	na	-	INVESTIGATE		
DIV	tfrrs	46501	None	33	-10.4	6.8	1342	na	na	-	INVESTIGATE		
DIV	anet	242427	2	16	-10.3	26.8	994	na	na	-	INVESTIGATE		
DIV	tfrrs	33588	None	35	-10.3	9.3	1439	na	na	-	INVESTIGATE		
DIV	tfrrs	32544	None	75	-10.3	3.3	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	38165	None	48	-10.3	8.3	1475	na	na	-	INVESTIGATE		
DIV	tfrrs	35655	None	19	-10.3	3.4	1448	na	na	-	INVESTIGATE		
DIV	anet	351562	1	12	-10.3	6.0	638	na	na	-	INVESTIGATE		
DIV	anet	128609	2	13	-10.3	4.1	1415	na	na	-	INVESTIGATE		
DIV	tfrrs	36261	None	107	-10.3	3.2	1448	na	na	-	INVESTIGATE		
DIV	tfrrs	43200	None	77	-10.3	6.3	1460	na	na	-	INVESTIGATE		
DIV	tfrrs	44559	None	40	-10.3	4.9	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	31985	None	106	-10.3	3.6	1451	na	na	-	INVESTIGATE		
DIV	anet	74364	1	13	-10.3	13.1	1816	na	na	-	INVESTIGATE		
DIV	tfrrs	44700	None	63	-10.3	9.2	1443	na	na	-	INVESTIGATE		
DIV	tfrrs	56265	None	22	-10.3	4.0	1450	na	na	-	INVESTIGATE		
DIV	tfrrs	7253	None	122	-10.3	4.3	1426	na	na	-	INVESTIGATE		
DIV	tfrrs	78856	None	18	-10.3	5.7	1436	na	na	-	INVESTIGATE		
DIV	anet	566665	1	14	+11.5	5.8	1035	na	na	-	INVESTIGATE		
DIV	tfrrs	36502	None	19	-10.3	7.7	1450	na	na	-	INVESTIGATE		
DIV	anet	299059	1	13	-10.3	9.4	1425	na	na	-	INVESTIGATE		
DIV	anet	167757	1	93	+11.5	4.3	1416	na	na	-	INVESTIGATE		
DIV	anet	268636	2	13	-10.3	7.7	654	na	na	-	INVESTIGATE		
DIV	tfrrs	14854	None	81	-10.3	3.6	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	52994	None	48	-10.3	3.8	1459	na	na	-	INVESTIGATE		
DIV	tfrrs	15830	None	39	-10.3	2.7	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	5182	None	21	-10.3	9.9	1432	na	na	-	INVESTIGATE		
DIV	tfrrs	79525	None	13	-10.3	3.7	1442	na	na	-	INVESTIGATE		
DIV	tfrrs	32714	None	48	-10.3	9.5	860	na	na	-	INVESTIGATE		
DIV	tfrrs	38483	None	48	-10.3	5.5	671	na	na	-	INVESTIGATE		
DIV	tfrrs	52556	None	39	-10.3	8.4	1456	na	na	-	INVESTIGATE		
DIV	tfrrs	7543	None	114	-10.3	5.0	1432	na	na	-	INVESTIGATE		
DIV	anet	309034	1	12	-10.3	4.3	2916	na	na	-	INVESTIGATE		
DIV	tfrrs	84838	None	22	-10.3	7.0	1428	na	na	-	INVESTIGATE		
DIV	tfrrs	45337	None	76	-10.3	3.4	1444	na	na	-	INVESTIGATE		
DIV	tfrrs	50223	None	40	-10.3	5.1	1452	na	na	-	INVESTIGATE		
DIV	anet	333487	1	23	-10.3	5.1	827	na	na	-	INVESTIGATE		
DIV	tfrrs	41879	None	116	-10.3	4.0	1476	na	na	-	INVESTIGATE		
DIV	tfrrs	51032	None	77	-10.3	4.8	1445	na	na	-	INVESTIGATE		
DIV	tfrrs	5782	None	14	-10.3	12.4	1436	na	na	-	INVESTIGATE		
DIV	anet	259497	1	15	-10.3	3.5	1424	na	na	-	INVESTIGATE		
DIV	tfrrs	82704	None	26	-10.3	5.6	1433	na	na	-	INVESTIGATE		
DIV	tfrrs	24248	None	115	-10.3	6.0	1436	na	na	-	INVESTIGATE		
