# tfrrs_meet	score	runner	location_id	gps_lat	gps_long	anet_course_name	tfrrs_location_raw
8385	1.00	0.50	523	40.515503	-89.021454	Maxwell Park	Maxwell Park Normal, IL 12345
8371	1.00	0.50	20399	44.602383	-75.18346	SUNY Canton	SUNY Canton Canton, NY 13617
9097	1.00	0.00	10129	38.34286	-81.83919	Meadowood Park	Meadowood Soccer Complex Tornado, WV 25202
7673	1.00	0.00	23061	43.46084	-85.95441	Fremont MS	Fremont HS address Fremont, MI 49412
9477	1.00	0.50	25995	46.836582	-96.74323	Moorhead Soccer Complex	Moorview Soccer Complex 23rd St S Moorhead, MN 56560
7725	1.00	0.75	29705	30.737896	-95.5847	Kate Barr Ross Park	Kate Barr-Ross Park, Huntsville, TX Huntsville, TX 77341
7873	1.00	0.25	24434	28.007912	-81.91145	Holloway Park	Holloway Park Lakeland, FL 32796
7906	1.00	0.33	48352	37.805073	-122.23635	Oakland High School	None Oakland, CA 94610
9560	1.00	0.50	1745	30.536364	-97.62613	Old Settlers Park	Old Settlers Park , TX
9132	1.00	0.50	31803	43.0528	-75.405975	Hamilton College	Hamilton College Cross-Country Course 1400 Washington Ave. Clinton, NY 13323
8265	1.00	0.50	24700	31.549334	-97.14667	Waco	Waco, TX 76798
9296	1.00	0.00	48982	31.270977	-86.47399	22940 AL-55	Stanley Park, Westfield, MA 677 Western Avenue Westfield, AL 01040
10263	1.00	0.50	11091	40.50382	-78.63762	St. Francis University Course	St FRANCIS COLLEGE Loretto, PA 15940
10232	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge State Park Baltimore, MD 21252
10233	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge State Park Baltimore, MD 21252
10230	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge State Park Baltimore, MD 21252
10235	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge State Park Baltimore, MD 21252
10215	1.00	0.50	7680	41.119858	-80.33228	Westminster	Westminster (Pa.) New Wilmington, PA 16142
12855	1.00	0.50	43796	30.349249	-91.07418	Highland Road Community Park	Highland Road Park Baton Rouge, LA
9184	1.00	0.33	48982	31.270977	-86.47399	22940 AL-55	Harry Pritchett XC Course, Tuscaloosa, Al. Tuscaloosa, AL 35487
9836	1.00	0.00	21787	39.421665	-76.701294	Stevenson University	Stevenson Stevenson, MD 21153
13109	1.00	0.50	25005	45.548637	-94.151535	St. Cloud State University	St. Cloud State St. Cloud, MN 56301
10366	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Pittsburgh, PA 15229
10165	1.00	0.50	19882	31.616037	-94.64393	Pecan Park	Pecan Park Nacogdoches, TX 75962
9731	1.00	0.00	34290	40.329666	-74.754776	Rosedale Park	Rosedale Park Hopewell, NJ 08628
8434	1.00	0.50	7680	41.119858	-80.33228	Westminster	WESTMINSTER COLLEGE NEW WILMINGTON, PA 16142
9269	1.00	0.67	23822	41.560383	-83.47063	Lake High School	Wallace Lake Berea, OH 44017
9294	1.00	0.33	8729	37.210857	-80.45935	Blacksburg HS XC Course 	Buford Meredith Cross Country Course Blacksburg, VA 24061
15658	1.00	0.50	38699	35.954403	-83.92946	University of Tennessee	Tennessee Tri-Star Cros Country Challenge 2450 E J. Chapman Dr. Knoxville, TN 37996
9259	1.00	0.50	10997	40.376152	-82.39579	Kenyon College	Kenyon CC Course Gambier, OH 43022
9561	1.00	0.33	3034	40.207767	-77.20549	Carlisle	Dicksonson Park Carlisle, PA 17013
14110	1.00	0.50	7974	46.830853	-96.92033	West Fargo Course	Rose Creek Golf Course 1500 East Rose Creek Pkwy S Fargo, ND 58104
14098	1.00	0.50	37159	34.97914	-81.87905	Spartanburg HS	Milliken Research Park 920 Milliken Park Spartanburg, SC 29301
14138	1.00	0.33	8206	39.01927	-76.759346	Bowie State University	Jericho Park 9510 Laurel Bowie Road Bowie, MD 20720
10238	1.00	0.67	48100	39.09071	-97.73533	Rock City Park	Rim Rock Farms Lawrence, KS 66045
15851	1.00	0.50	8210	42.96742	-78.95953	Beaver Island State Park	Beaver Island State Park 2136 Oakfield Road Grand Island, NY 14072
15896	1.00	0.50	11091	40.50382	-78.63762	St. Francis University Course	St Francis University Loretto, PA 15940
10582	1.00	0.75	11155	42.534954	-96.542854	Adams Nature Preserve	Adams Nature Preserve North Sioux City, SD 60572
9491	1.00	0.25	24434	28.007912	-81.91145	Holloway Park	Holloway Park Lakeland, FL 32779
8368	1.00	0.33	35988	37.29281	-80.0784	Salem HS	Elizabeth Campus Fields 1100 Kime Lane Salem, VA 24153
9264	1.00	0.00	26789	41.8803	-71.54437	Smithfield High School	Campus Course Smithfield, RI 02917
9735	1.00	0.50	19644	42.778973	-72.05554	Franklin Pierce University	Hosted by Franklin Pierce University Hopkinton, NH 03229
10439	1.00	0.50	6354	44.00761	-97.178055	 Madison Country Club	Madison Country Club Madison, SD 57042
10237	1.00	0.67	48100	39.09071	-97.73533	Rock City Park	Rim Rock Farms Lawrence, KS 66045
13228	1.00	0.00	21112	47.931187	-97.009346	East Grand Forks	UND Cross Country Course Grand Forks, ND 58202
13992	1.00	0.67	11706	33.86483	-118.06529	Cerritos High School	Don Knabe Park Cerritos, CA 92373
10882	1.00	0.50	41002	31.569035	-84.14042	Albany State University	ALBANY STATE UNIVERSITY ALBANY, GA 31705
10894	1.00	0.50	11207	40.170437	-80.23872	Washington & Jefferson College	Washington & Jefferson College Washington, PA 15301
10163	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10144	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10140	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10943	1.00	0.50	43988	42.503033	-89.03091	Beloit College	St. Beloit Club Golf Course Beloit, WI 53511
10346	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10115	1.00	0.50	24219	41.433826	-75.636215	Marywood College	Marywood University Scranton, PA 18509
10451	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont High School Belmont, NH 03246
14245	1.00	0.75	37373	44.82032	-73.091835	St. Albans City School	Hard'ack Rekreational Area St Albans City, VT 05478
8309	1.00	0.50	16845	34.774048	-79.46282	St. Andrews College Course	St. Andrews Laurinburg, NC
8304	1.00	0.25	18155	46.904213	-117.34572	Colfax Golf Club	Colfax Golf Club Colfax, WA 99111
12887	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02131
10094	1.00	0.50	43977	40.16672	-74.906975	Cairn University	Cairn University Campus 200 Manor Avenue Langhorne, PA 19047
10097	1.00	0.50	25112	40.752335	-73.0682	Broadway Park	Broadway Park Broadway Ave. Sayville, NY 11782
14461	1.00	0.50	381	40.792305	-89.579346	Detweiller Park	Detweiller Park Peoria, IL 61614
10361	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
18592	1.00	0.50	6354	44.00761	-97.178055	 Madison Country Club	Madison Golf and Country Club 45152 233rd St Madison, SD
22737	1.00	0.33	43346	38.469414	-85.947716	Borden	Warpath Borden, IN
20761	1.00	0.50	43461	28.376501	-80.699265	Merritt Island High School	Merritt Island Merritt Island, FL 32926
22826	1.00	0.67	26506	27.497335	-82.601654	Saint Stephen's Episcopal School	Saint Stephen's Episcopal School Bradenton, FL
18540	1.00	0.50	11173	42.712883	-73.20314	Williams College	Williams COLE FIELD WILLIAMSTOWN, MA 01267
17892	1.00	0.50	28915	40.073486	-76.28809	Lancaster Bible College Campus	Lancaster Bible College LBC XC Course Lancaster, PA 17601
22593	1.00	0.50	6589	41.011463	-85.76019	Manchester University	Conference 1 Squire Drive North Manchester, IN 46962
22433	1.00	0.50	8494	40.057583	-76.33695	F&M Baker Campus Course	F&M Baker Campus Lancaster, PA 17604
22038	1.00	0.50	26719	30.162683	-81.58432	Mandarin High School	Mandarin Jacksonville, FL 32258
20285	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore Bradenton, FL 34210
16219	1.00	0.50	9421	37.28538	-79.943756	Washington Park	Mary Washington Fredericksburg, VA
17624	1.00	0.50	35849	37.97085	-122.51362	San Rafael High School	Dominican Home Course San Rafael, CA
19980	1.00	0.50	10926	40.19679	-75.237335	Gwynedd Mercy College	Gwynedd Mercy 1325 Sumneytown Pike Gwynedd Valley, PA 19437
14366	1.00	0.33	38405	39.990326	-75.21266	Belmont Plateau	Belmont Plateau Doylestown, PA 19131
16707	1.00	0.50	5691	38.96859	-104.84631	Air Academy High School	Air Force USAF Academy, CO 80840
15871	1.00	0.00	6366	37.570583	-84.28897	Berea College	Berea College Berea, KY 40404
16421	1.00	0.50	26962	31.467829	-100.50381	San Angelo State Park (South)	Angelo State San Angelo, TX 79710
15809	1.00	0.50	4503	41.864704	-84.34679	Hudson HS	Hudson MIills Metropark Dexter, MI 48130
19763	1.00	0.25	46686	28.62417	-81.179756	Hagerty High School	Hagerty High School Oviedo, FL 32765
16155	1.00	0.00	24965	37.26723	-81.23744	Bluefield State	Lotito Park 1780 Stadium Drive Bluefield, WV 24605
16148	1.00	0.50	1745	30.536364	-97.62613	Old Settlers Park	Old Settlers Park , TX
15584	1.00	0.00	21787	39.421665	-76.701294	Stevenson University	Stevenson University Stevenson, MD 21153
18219	1.00	0.33	31687	36.674164	-121.667625	Hartnell College	Hartnell Salinas, CA 93901
20811	1.00	0.50	48798	32.28714	-81.080666	Hardeeville	Jasper Park Hardeeville, SC 31402
20844	1.00	0.50	22421	45.977043	-112.52242	Highland View Golf Course	Highland View Golf Course Butte, MT
20913	1.00	0.50	37159	34.97914	-81.87905	Spartanburg HS	Milliken 920 Milliken Rd Spartanburg, SC 29301
18699	1.00	0.50	40033	36.213642	-83.26157	Walters State Community College	Walters State Course Morristown, TN 37814
17280	1.00	0.50	8400	35.30374	-80.729904	UNC Campus Course	UNC Pembroke Pembroke, NC
18586	1.00	0.00	22778	42.99858	-78.72785	Bassett Park	Bassett Park Williamsville, NY 14226
16860	1.00	0.50	12452	37.27369	-107.871185	Fort Lewis College	Fort Lewis Durango, CO
19509	1.00	0.50	4762	27.05152	-80.14069	The Pine School	Pine School Stuart, FL
16351	1.00	0.33	38175	39.901375	-85.84411	Mt Vernon High School	Mt Vernon HS Fortville, IN 46040
22126	1.00	0.50	22572	41.678917	-86.10772	Penn HS	Penn 59400 Elm Rd Mishawaka, IN 46544
22057	1.00	0.33	43346	38.469414	-85.947716	Borden	Borden , IN
21564	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	Indiana East , AR
21950	1.00	0.33	43346	38.469414	-85.947716	Borden	Borden , IN
21348	1.00	0.25	23515	27.721754	-82.405	Lennard High School	Lennard HS Ruskin, FL
20901	1.00	0.50	43563	43.437054	-71.82338	Proctor Academy	North Star Timing Proctor Academy, NH 03303
22585	1.00	0.50	6589	41.011463	-85.76019	Manchester University	Conference 1 Squire Drive North Manchester, IN 46962
19757	1.00	0.50	31914	43.2542	-87.91553	Concordia University	Concordia (Wis.) Mequon, WI 53097
22368	1.00	0.50	8951	40.05832	-86.46246	Lebanon High School	Hanging Rock West Lebanon, IN
20785	1.00	0.50	19871	32.87907	-85.184906	Point University	Point University West Point, GA
20770	1.00	0.00	43979	36.302017	-82.29484	Milligan University	Milligan University Milligan, TN 37682
20345	1.00	0.33	12893	41.18995	-85.19364	Carroll High School	FW Carroll MS Ft. Wayne, IN 46818
22234	1.00	0.33	5257	40.41406	-86.59763	Rossville HS	Rossville Rossville, IN 46065
22283	1.00	0.00	9177	44.881985	-68.67743	Orono High School	PVCC Orono, ME 04469
22062	1.00	0.75	8951	40.05832	-86.46246	Lebanon High School	Hanging Rock Camp West Lebanon, IN
26361	1.00	0.50	20927	24.577541	-81.74571	Key West Golf Club	Key West Key West, FL 33040
25127	1.00	0.50	5575	47.13055	-104.74429	Cottonwood Country Club	Cottonwood Country Club 508 Country Club Rd Glendive, MT 59330
22377	1.00	0.50	43554	30.482635	-81.6083	First Coast High School	First Coast Jacksonville, FL 32218
22736	1.00	0.33	43346	38.469414	-85.947716	Borden	Warpath Borden, IN
22595	1.00	0.33	43346	38.469414	-85.947716	Borden	Borden Borden, IN
26868	1.00	0.33	42146	39.195957	-86.22246	Eagle Park	Eagle Park P.O. Box 68 Nashville, IN 47448
23450	1.00	0.50	29389	37.557648	-79.08286	Sweet Briar College	Sweet Briar College Amherst, VA 24595
23468	1.00	0.00	2211	42.326298	-72.52556	Hampshire College XC course	Hampshire College Hampshire, MA 01002
23469	1.00	0.00	34957	35.751415	-83.964165	Maryville College Course	Maryville College Maryville, TN
26759	1.00	0.50	43554	30.482635	-81.6083	First Coast High School	First Coast Jacksonville, FL 32218
22303	1.00	0.75	25642	26.242607	-98.24962	Soccer Complex	Cris Quinn Soccer Complex Beaumont, TX 77713
27258	1.00	0.50	47963	39.710392	-83.87941	Wilberforce University	Wilberforce University Wilberforce, OH
25088	1.00	0.67	16603	46.925964	-95.06496	Park Rapids High School	Wapikada Golf Course Sauk Rapids, MN 56379
25542	1.00	0.25	41081	29.486868	-82.86187	Chiefland High School	Chiefland Chiefland, FL 32626
26563	1.00	0.67	4166	37.341	-89.58894	Cape County 	Cape Splash Center Cape Girardeau, MO 67301
23891	1.00	0.50	43892	27.633774	-80.35194	South Beach Park	Hebrew Academy Miami Beach, FL 33140
25555	1.00	0.67	48378	39.45647	-87.26305	LaVern Gibson Championship Cross Country Course	LaVern Gibson Championship Cross Country Cour 599 S Tabortown St Terre Haute, IN 47803
27153	1.00	0.25	2626	26.172935	-81.79469	Naples High School	PRHS 1655 victory lane Naples, FL 34120
26408	1.00	0.25	46576	28.226686	-81.58783	Davenport High School	Davenport Davenport, FL 33837
26445	1.00	0.50	43554	30.482635	-81.6083	First Coast High School	@ First Coast HS Jacksonville, FL 32208
26794	1.00	0.50	22129	46.969284	-98.77077	Parkhurst Recreation Area	Parkhurst Recreation Area 6030 College Lane Jamestown, ND 58405
23822	1.00	0.33	34204	28.09072	-80.61965	Melbourne High School	Melbourne Melbourne, FL 32901
26852	1.00	0.67	13048	41.73818	-70.592316	Bourne High School	Mass. Maritime Academy 101 Academy Drive Bourne, MA 02532
26887	1.00	0.50	17669	42.79387	-71.43797	Alvirne High School	Alvirne High School 200 Derry Rd., Rte. 102 Hills House X-C Course - Hudson, NH 03051
25397	1.00	0.50	23123	29.144953	-82.16773	Trinity Catholic High School	Trinity Catholic 2600 S.W. 42nd St. Ocala, FL 34474
26358	1.00	0.50	29508	38.96992	-90.378365	North Farms	St. James Farms Wrenville, IL 60555
8936	1.00	0.00	34957	35.751415	-83.964165	Maryville College Course	Maryville College Maryville, TN
8437	1.00	0.50	21030	36.228817	-82.33021	Buffalo Valley Golf Course	Buffalo Valley Golf Course, Unicoi, TN Unicoi, TN 37692
8835	1.00	0.00	38560	38.90756	-76.9545	Kenilworth Park	Kenilworth Park Washington, DC 20019
8458	1.00	0.50	20624	32.119648	-84.18602	Americus-Sumter High School	Americus Sumter Park 726 S Martin Luther King Blvd Americus, GA 31719
13127	1.00	0.50	798	37.79995	-87.026535	Yellow Creek Park	Yellow Creek Park City Not Supplied, KY
15466	1.00	0.50	469	47.173557	-122.55606	Ft. Steilacoom Park	Ft. Steilacoom Park Tacoma, WA 98416
11190	1.00	0.50	39373	39.942837	-82.890976	Columbus	Capital University Columbus, OH 43209
14574	1.00	0.00	8302	42.983704	-82.65371	Goodells County Park	Goodells County Park Goodells, MI 48653
14359	1.00	0.00	6522	42.58783	-70.82393	Gordon College	Gordon College Wenham, MA 04005
10137	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10133	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
8854	1.00	0.50	7667	41.159893	-73.25755	Fairfield University	Fairfield University Fairfield, CT 06824
7506	1.00	0.50	7613	42.3163	-72.64031	Smith College	Smith College 106 Village Street Northampton, MA
14720	1.00	0.50	21518	40.687008	-75.4352	Bicentennial Park	Bicentennial Park Bethlehem, PA 18017
24807	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore HS Bradenton, FL 34210
17646	1.00	0.50	35849	37.97085	-122.51362	San Rafael High School	Dominican University XC Course San Rafael, CA
22110	1.00	0.25	10773	25.729084	-80.323616	Tropical Park	Tropical Park Miami, FL
18754	1.00	0.50	20867	41.351383	-72.13125	Stenger Farm Park	Stenger Farm New London, CT 06320
22583	1.00	0.25	21120	28.02859	-82.769585	Dunedin High School	Highlander Park Dunedin, FL 34698
16011	1.00	0.50	24875	28.07418	-82.407425	The Claw	The Claw Tampa, FL 11111
8383	1.00	0.33	10341	39.942604	-75.393486	Rose Tree Park 	Rose Tree Park Media, PA 12345
7793	1.00	0.50	10930	39.51374	-77.401726	Utica Park	Utica District Park Frederick, MD 21701
8134	1.00	0.33	8729	37.210857	-80.45935	Blacksburg HS XC Course 	Buford Meredith Cross Country Course Blacksburg, VA 24061
7990	1.00	0.00	9706	41.93264	-84.63365	Hillsdale College	Hillsdale College Hillsdale, MI 49242
8280	1.00	0.33	3034	40.207767	-77.20549	Carlisle	Carlisle, PA 17013
7765	1.00	0.50	24875	28.07418	-82.407425	The Claw	The Claw: USF Golf Course Tampa, FL 33607
9048	1.00	0.25	5892	36.096203	-94.16504	University of AR XC course	St. Catherines University City Not Supplied, AR
9247	1.00	0.50	2178	32.21392	-98.2009	Stephenville City Park	Tejas Golf Course Stephenville, TX 76402
9842	1.00	0.50	966	32.31568	-95.25061	UT Tyler	UT-Tyler Tyler, TX 75707
9781	1.00	0.33	8729	37.210857	-80.45935	Blacksburg HS XC Course 	Buford Merideth Cross Country Course XC Course Rd. Blacksburg, VA 24061
9195	1.00	0.33	7682	40.02803	-75.57157	Immaculata University	Immaculata Cross Country Course Malvern, PA 19345
26589	1.00	0.50	3565	26.273802	-80.174286	Tradewinds Park	Tradewinds Coconut Creek, FL 33073
7944	1.00	0.25	24434	28.007912	-81.91145	Holloway Park	Holloway Park - Lakeland, FL Lakeland, FL 32806
7885	1.00	0.00	6366	37.570583	-84.28897	Berea College	Berea College Alumni Fields Berea, KY, KY 40404
26101	1.00	0.25	10773	25.729084	-80.323616	Tropical Park	Tropical Park Miami , FL
18681	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont HS Belmont, NH 03220
24956	1.00	0.00	48865	43.154236	-71.547745	Bow High School	Bow High School Bow, NH 03304
26320	1.00	0.50	6610	38.321877	-86.14439	North Harrison High School	Harrison HS West Lafayette, IN 47906
26521	1.00	0.33	27783	40.86443	-124.08047	Arcata Community Center	Humboldt Arcata, CA 95521
26725	1.00	0.50	33805	28.011845	-82.52018	Leto High School	Leto HS Tampa, FL 33614
26071	1.00	0.50	43892	27.633774	-80.35194	South Beach Park	Eagles XC Course Daytona Beach, FL 32114
26089	1.00	0.33	30820	41.044735	-85.29002	Van Hoozen Community Park	Van Hoozen Park / Homestead HS 4310 Homestead Rd Ft. Wayne, IN 46814
20511	1.00	0.50	46482	27.92004	-82.785545	Largo High School	Pennekamp Kay Largo, FL 33070
27070	1.00	0.50	26719	30.162683	-81.58432	Mandarin High School	Mandarin Jacksonville, FL 32258
10556	1.00	0.50	1055	42.86718	-77.24103	Finger Lakes Community College	Finger Lakes Community College Canandaigue, NY 14424
10365	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10249	1.00	0.50	13675	39.560574	-119.724045	Shadow Mountain Park	Shadow Mountain Park Sparkf, NV 89434
10142	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10136	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10134	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
19457	1.00	0.50	12452	37.27369	-107.871185	Fort Lewis College	Fort Lewis 2300 Rim Drive Durango, CO 81301
16645	1.00	0.00	24250	37.938473	-95.39629	Allen Community College	Allen County Country Club Iola, KS 66062
18784	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02131
20389	1.00	0.25	22872	29.073198	-82.089485	Belleview HS	Belleview Belleview, FL
18392	1.00	0.33	19953	36.09185	-80.0787	Ivey Redmon Sports Complex	Ivey M. Redmon Sports Complex Kernersville, NC 27262
21388	1.00	0.25	21120	28.02859	-82.769585	Dunedin High School	Highlander Park Dunedin, FL
19238	1.00	0.50	1578	42.302826	-71.08769	Franklin Park	Franklin Park Boston, MA 02130
10802	1.00	0.50	7667	41.159893	-73.25755	Fairfield University	Fairfield University Fairfield, CT 06824
19736	1.00	0.50	39012	39.64853	-121.64494	Butte College Campus 	Butte College Oroville, CA 95965
10358	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10353	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10351	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10348	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10350	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10370	1.00	0.50	6701	40.435062	-79.94175	Schenley Park	Schenley Park Pittsburgh, PA 15229
10143	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10139	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10151	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10149	1.00	0.75	12517	38.975304	-76.48879	St. Mary's School - High School	Mount St. Mary's Emmitsburg, MD 21727
10225	1.00	0.00	1129	38.923786	-94.73062	Johnson County Community College	Johnson Golf Course Johnson, KS 67855
10212	1.00	0.50	7680	41.119858	-80.33228	Westminster	Westminster (Pa.) New Wilmington, PA 16142
10231	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge State Park Baltimore, MD 21252
10595	1.00	0.50	30284	34.40758	-119.84499	UCSB Lagoon	UCSB Lagoon Santa Barbara, CA 93101
10300	1.00	0.67	44077	30.027313	-90.06801	The University of New Orleans	UNO New Orleans, LA 70122
11351	1.00	0.50	17140	33.105614	-97.00047	Westlake Park	Westlake TX Austin, TX 78746
11908	1.00	0.00	19652	43.45102	-71.480225	Belmont High School	Belmont HS Belmont, NH 03220
12003	1.00	0.50	11091	40.50382	-78.63762	St. Francis University Course	ST FRANCIS LORETTO, PA 15940
11675	1.00	0.50	5180	41.47181	-88.182076	Channahon Community Park	Channahon Park 23304 W. McClintock Rd. Channahon, IL 60410
12370	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
12371	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
22720	1.00	0.25	31762	27.443476	-82.59333	Bayshore High School	Bayshore Bradenton, FL 34210
12367	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
23482	1.00	0.33	33445	29.154387	-82.24975	West Port High School	Mitchell New Port Richey, FL 34655
9262	1.00	0.50	7930	42.965492	-76.07161	Jamesville Beach County Park	Jamesville Beach State Park Jamesville, NY 13502
13281	1.00	0.33	7682	40.02803	-75.57157	Immaculata University	Immaculata University 1145 W King Rd Immaculata, PA 19345
22488	1.00	0.33	28850	39.967632	-87.45259	North Vermillion High School	North Vermillion Cayuga, IN
12942	1.00	0.50	26035	41.261597	-73.164825	St. Joseph's High School	St. Joseph's University West Hartord, CT 00000
11375	1.00	0.50	28915	40.073486	-76.28809	Lancaster Bible College Campus	Lancaster Bible College 901 Eden Road Lancaster, PA 17601
12369	1.00	0.00	43057	40.716686	-73.599396	Hofstra University	Hofstra University Hempstead, NY 11549
11854	1.00	0.33	24684	39.9483	-75.53831	Westtown School	Westtown School Cheyney, PA 19319
23940	1.00	0.33	24745	42.91676	-71.63467	Freestyle Farm	Freestyle Farm Amherst, NH 03031
13674	1.00	0.67	8704	39.392746	-76.677025	The Park School of Baltimore	Oregon Ridge Park Baltimore, MD 21252
11893	1.00	0.50	7974	46.830853	-96.92033	West Fargo Course	Rose Creek Golf Course Fargo, ND 58102
12883	1.00	0.50	26880	38.957375	-95.75977	Washburn Rural High School 	Washburn Rural Topeka, KS
11654	1.00	0.67	19681	38.06802	-97.92053	Hutchinson Community College	Hutchinson Fun Valley Hutchinson, KS 67501
23405	1.00	0.50	12691	40.27603	-79.53228	University of Pittsburgh-Greensburg	University of Pittsburgh Greensburg Greensburg, PA 15601
13287	1.00	0.00	35103	40.770115	-74.407936	Madison High School	Giralda Farms Madison, NJ 07940
25025	1.00	0.00	43954	37.719143	-97.28994	Wichita State University	Wichita State University Wichita, KS 67260
13297	1.00	0.00	6706	38.992332	-94.69774	Overland	JCCC Overland Park, KS 66210
26550	1.00	0.00	8302	42.983704	-82.65371	Goodells County Park	Goodells Park Goodells, MI
21699	1.00	0.50	3565	26.273802	-80.174286	Tradewinds Park	Tradewinds Park 16001 West SR-8 16001 West SR-84 Coconut Creek, FL 33073
26551	1.00	0.33	43346	38.469414	-85.947716	Borden	Borden , IN
26805	1.00	0.67	34618	35.27158	-82.05434	Tryon International Equestrian Center	Tryon International Equestrian Center 2659 Sandy Plains Road Mill Spring, NC 28756
27086	1.00	0.50	17669	42.79387	-71.43797	Alvirne High School	Alvirne High School 200 Derry Rd., Rte. 102 Hills House XC Course - Hudson, NH 03051
21763	1.00	0.25	46576	28.226686	-81.58783	Davenport High School	RCHS Davenport, FL
14134	1.00	0.00	28386	37.122948	-100.77485	Arkalon Park	Arkalon Park Liberal, KS 67901
25659	1.00	0.33	20699	26.875038	-80.110985	Benjamin High School	The Benjamin School 11000 Ellison Wilson Road PBG, FL 33408
26138	1.00	0.67	3307	41.145737	-85.13945	Northrop High School	Ft. Wayne Northrop 7001 Coldwater Rd. Fort Wayne, IN 46825
13280	1.00	0.00	24965	37.26723	-81.23744	Bluefield State	Lotito Park 1780 Stadium Drive Bluefield, WV 24701
25871	1.00	0.33	2039	41.418	-85.7566	Wawasee High School	Wawasee XC Course Syracuse, IN
14324	1.00	0.50	11091	40.50382	-78.63762	St. Francis University Course	St Francis University Loretto, PA 15940
26733	1.00	0.33	6610	38.321877	-86.14439	North Harrison High School	North Harrison High School , IN
13646	1.00	0.50	25112	40.752335	-73.0682	Broadway Park	Van Courtlandt Park Broadway and Vancortlandt Park Bronx, NY 10471
14250	1.00	0.50	10621	38.713753	-85.460236	Hanover College	Hanover, IN Hanover, IN 47243
22467	1.00	0.25	12741	28.383362	-80.76901	Cocoa High School	Cocoa HS Cocoa, FL 32926
25644	1.00	0.50	5892	36.096203	-94.16504	University of AR XC course	Beaverfork Park Conway, AR
27283	1.00	0.33	835	36.898853	-86.387924	Phil Moore Park	Phil Moore Park , KY
8913	1.00	0.75	11155	42.534954	-96.542854	Adams Nature Preserve	Adams Nature Preserve, North Sioux City, SD North Sioux Cty, SD 57049
8930	1.00	0.50	36098	34.112473	-117.72242	Claremont High School	Blanchard Park Wash 220 E. Sixth Street Rains Center - Pomona College Claremont, CA 90210
8827	1.00	0.67	2408	39.144947	-78.19719	Kernstown Battlefield	Kernstown Battlefield Winchester, VA 22601
